,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.publishedAt,sentiment
95,"['fail', 'understand', 'make', 'strong', 'smart', 'successful', 'person', 'like', 'ssr', 'much', 'submissive', 'towards', 'give', 'life', 'entire', 'control', 'wouldnt', 'dumb', 'see', 'understand', 'happen', 'around', 'entire', 'stuff', 'mystery']",2020-08-01T21:03:05Z,0.09032738095238094
90,"['cr', 'u', 'kill', 'rhea']",2020-08-02T00:35:19Z,0.0
40,"['excellent', 'laugh', 'material']",2020-08-02T09:36:02Z,0.65
88,"['oh', 'god', 'act', 'nominate', 'oscar']",2020-08-02T13:11:52Z,0.0
60,"['oscar', 'win', 'performance']",2020-08-02T16:10:12Z,0.8
58,"['good', 'performancedialogue', 'delivery', 'mein', 'thoda', 'naturality', 'miss', 'haiaur', 'time', 'practice', 'karna', 'tha', 'record', 'se', 'pehle']",2020-08-02T18:31:27Z,0.7
86,"['isne', 'hamaare', 'shushant', 'ko', 'door', 'kar', 'dia', 'humse', 'tujhe', 'kabhi', 'sukoon', 'na', 'miley', 'zindagi', 'bhar']",2020-08-02T20:01:56Z,0.0
46,"['may', 'judge', 'b', 'god', 'wisdom', 'n']",2020-08-02T21:44:18Z,0.0
25,"['cant', 'speak', 'time', 'may', 'true', 'color', 'might', 'see', 'one', 'moment']",2020-08-02T22:23:35Z,0.35
20,"['small', 'script', 'statement', 'innocent', 'would', 'talk', 'time']",2020-08-02T22:24:37Z,0.125
42,"['truth', 'prevail', 'lady', 'like', 'request', 'cbi', 'probe', 'instagram', 'post', 'one', 'day', 'tell', 'lawyer', 'get', 'cbi', 'bihar', 'police', 'involve', 'case', 'get', 'scar', 'many', 'people', 'like', 'get', 'catch', 'truth', 'shall', 'prevail', 'rhea', 'rheality', 'expose', 'one', 'day', 'sure', 'day', 'near', 'future', 'amen']",2020-08-06T02:14:03Z,0.275
78,"['wow', 'act']",2020-08-06T17:13:44Z,0.1
55,"['want', 'ssr', 'get', 'justice']",2020-08-06T19:52:36Z,0.0
59,"['cant', 'stop', 'laugh', 'get', 'outfit', 'btw', 'miss', 'culprit']",2020-08-07T04:34:19Z,0.3
45,"['best', 'actress', 'year', 'great', 'contribution', 'movie', 'sympathy', 'act', 'symphony']",2020-08-09T08:17:09Z,0.9
1,"['look', 'like', 'small', 'child', 'whose', 'teacher', 'ask', 'recite', 'poem', 'learn', 'doesnt', 'even', 'know', 'fake', 'sadness', 'clearly', 'visible', 'shes', 'affect', 'death', 'want', 'justice', 'ripreturn', 'possible', 'sushant']",2020-08-09T17:24:22Z,-0.1625
71,"['someone', 'give', 'act', 'class', 'pls']",2020-08-10T06:58:14Z,0.0
82,"['shake', 'foot', 'sign', 'stress', 'scar', 'stress', 'scar']",2020-08-21T22:49:46Z,0.0
