Name,Comment,tone
Shahbaz Ahmad,Happy Birthday sir,"{'document_tone': {'tones': [{'score': 0.939955, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Sujitraibharti Bharti ji,"सर जब किसानों की बात हो ,तो आप और तमाम लुच्चे लफंगे पार्टी  किसानों कि समर्थन करते हैं। ये सहरानीय है ,लेकिन जब फ्रांस कि बात हो तब आप कहां छुप जाते हैं। मैं आपका बहुत बड़ा प्रशंसक हैं सर कम से कम हमलोग  को मिडिया के स्रोत से कुचलने कि कोशिश ना करें। हरेक पहलू पर साफ सुथरा एंकरिंग करने की कोशिश करें । इसके लिए मैं आपका आभारी रहूंगा।🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",{'document_tone': {'tones': []}}
kisan. kisan zindabad,Kisan aikta ZINDABAB..<br>Evm hatawo modi bc ko bhagawo..,{'document_tone': {'tones': []}}
Dr Kuldeep Singh,Vik gya sara media kalla ravish kumar ni vikia,{'document_tone': {'tones': []}}
Khajuddin Nakum,अगर 7/12  मे नाम चाहीये तो 8/12 को भारत बंध मे सामिल हो।<br>I AM FARMER <br>            &amp;<br>I AM WITH FARMER,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Azizur Rehman 786k,"कहाँ ले जाओगे किसान के हक का दाना,<br>इस दुनिया को एक दिन तुमको भी है छोड़ जाना।👩‍🌾👩‍🌾👨‍🌾👨‍🌾⚒️⚒️",{'document_tone': {'tones': []}}
Jack Daniels,This is a revolutionary step against any dictatorship that has been eradicated by common men of its nation in the world. History speaks.. revolution is the only way to stand for your rights when the elected government turns to a dictator.,"{'document_tone': {'tones': [{'score': 0.706892, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This is a revolutionary step against any dictatorship that has been eradicated by common men of its nation in the world.', 'tones': []}, {'sentence_id': 1, 'text': 'History speaks.. revolution is the only way to stand for your rights when the elected government turns to a dictator.', 'tones': []}]}"
vijaykumar singh,Yaha khalistaniyo and dalalo ka aandolan hai,{'document_tone': {'tones': []}}
Vishakha,Ravish Kumar&#39;s anger towards this govt is being nicely channelised through the farmers. Mine too!,"{'document_tone': {'tones': [{'score': 0.6059, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ravish Kumar&#39;s anger towards this govt is being nicely channelised through the farmers.', 'tones': [{'score': 0.607946, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Mine too!', 'tones': []}]}"
Mohammed Shahrukh,What a great news coverage 👏🏽👏🏽👏🏽 hats off to this channel!,"{'document_tone': {'tones': [{'score': 0.554821, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
V,ban ndtv,"{'document_tone': {'tones': [{'score': 0.623057, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
V V Padmanabhan padmanabhan,HI RAVISH KUMAR SIR :: KERALA CORNER :: THE NEW RESEARCH CENTRE IN TRIVANDRUM IS NAMED AFTER GURU GOLVARKAR.......,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
M. Usman786 Daulatkhan,Keep it up the strike until not become free khalistan,{'document_tone': {'tones': []}}
queen venus,Support kisan..nahi to booke marenge...,{'document_tone': {'tones': []}}
V,ndtv IS PAPPU PROPERTY,"{'document_tone': {'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
ModGamer,Bihar me bhi MSP lagu hoo,{'document_tone': {'tones': []}}
Dinesh Yadhav,Ravi ji hum aapke pass to nahin aapke sath,{'document_tone': {'tones': []}}
Janak Patel,You are a with biased presentation like add fuel to fire rather than talk about solution,"{'document_tone': {'tones': [{'score': 0.864115, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Nawal kishore Mundra,Sitaram or raza  kaha hai wo saab rahul ka saath jayengaandolaan ma,"{'document_tone': {'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Nawal kishore Mundra,Ravan ko garam  karo roti jaisa ful jayega,{'document_tone': {'tones': []}}
Nawal kishore Mundra,Stan samay Urbana naxal umarkhalid jail ma hai unko bahar nikalna ka narrative hona chaiya mamta na kissano ko phone karka kisano ka vote karegi issko California ka kissan who Sikh nahi hai wo angry kissan hai,{'document_tone': {'tones': []}}
Akshay Kalal,Hamaare desh ke bahut bade jokar dekho majaa karo. Mujhe bhi bahut achchaa lagataa hai.,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Hamaare desh ke bahut bade jokar dekho majaa karo.', 'tones': []}, {'sentence_id': 1, 'text': 'Mujhe bhi bahut achchaa lagataa hai.', 'tones': []}]}"
Vijay veer Singh Kataria,Happy b&#39;day to Resp.Ravish ji<br>ईश्वर आप को लंबी उम्र दे व ऐसे ही सत्य को उजागर करते रहें।,"{'document_tone': {'tones': [{'score': 0.729927, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
,,{'document_tone': {'tones': []}}
bilal bin salam,Farmers  real  hero  .. we stand  with  u,"{'document_tone': {'tones': [{'score': 0.571011, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
m jafar ali,मोदी जी यदि आपके पापा के द्वारा बनाई गई संपत्ति को आप इसी निर्ममता से बेचते तो क्या आपका परिवार इसकी इजाज़त देता    70साल में जो संपत्ति बनाई उसे आपने बेचनेमे 7साल भी नहीं लगाया आपने पूरा देश बेच दिया और कहते है में देश नहीं बिकने दूंगा <br>शेम शेम शेम शेम<br>आज किसानों के हक को भी बेचने जा रहे हो,{'document_tone': {'tones': []}}
AMIR ZAHOOR,u r awesome sir,"{'document_tone': {'tones': [{'score': 0.887142, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
priya sharma,One like for sidarath rathi brother I salute you 🙏,"{'document_tone': {'tones': [{'score': 0.657805, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Kavita Rewar,रविश सर tusi great ho,"{'document_tone': {'tones': [{'score': 0.758477, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Javed Saiyed,"<b>मोदी</b> किसानों से लड रहे है ताकी अडानी , अंबानी लोगों को रू150/- किलो आटा बेच सकें।                                               <b>किसान</b> लड रहा है ताकी लोग रू 25/- की आटा खरीद सकें। ( Gujarat Loot India model )",{'document_tone': {'tones': []}}
Dev Prakash,"Thanks Ravish ji, aaj desh bjp ka saath chhod Chuka hai or ab sare julmo ka badla lene ke liye ekjut ho chuke gaddar PM , bjp or inke akaon ko sabak sikhana jaruri hai ye ab bharat mein rahne like nahi. Desh ko mazak samaj rakha. Hatyaron ki satta ab khatm ho jayegi.","{'document_tone': {'tones': [{'score': 0.891529, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Thanks Ravish ji, aaj desh bjp ka saath chhod Chuka hai or ab sare julmo ka badla lene ke liye ekjut ho chuke gaddar PM , bjp or inke akaon ko sabak sikhana jaruri hai ye ab bharat mein rahne like nahi.', 'tones': [{'score': 0.602632, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Desh ko mazak samaj rakha.', 'tones': []}, {'sentence_id': 2, 'text': 'Hatyaron ki satta ab khatm ho jayegi.', 'tones': []}]}"
Amaravathi Iyer,"This is a politically driven protest. Punjab ruled by Congress Govt has instigated it&#39;s farmers. These are farmers who&#39;ve voted congress. PM&#39;s explanation innumerable times on how farmers will be benefitted &amp; how the bill will stop the middlemen from looting farmers has gone to deaf ears as these farmers continue to support for Congress. The farmers from other states are happy with the Govt&#39;s bill except Punjab run by Congress Govt. Why do farmers only from Punjab have a problem with the new bill when the farmers from other states are happy with the new bill? After 70 years of slavery &amp; Muslim rule, for the first time India has been gifted with a nationalist leader like Shri Narendra Modi who&#39;s transforming India to be a developed country competing with the top most countries in the world, appreciated by the top level leaders of the world. Farmers protest is a conspiracy of the Congress to defame Modi&#39;s Govt &amp; to loot our Indian farmers through the anti national elements called The middlemen. The farmers of India are against the farmers of Punjab for their politically driven protest. The punjab farmers have blocked 5 national highways due to which commuters are finding difficulty to travel for their work. And the aggressive &amp; ruthless Punjab farmers are asking working people to join their politically driven protest. You&#39;re farmers you grow your own ration, but people of the country get their ration from the salary they get from their work place. Will you Punjab farmers pay salary for the comman man for his food, for his children&#39;s education, for his rent &amp; medical expenses of the elderly. You want common man to spoil the lives of his family members &amp; join your politically driven protest. When Punjab farmers do not want to understand the common man&#39;s suffering created by them &amp;  do not want to understand the Govt&#39;s stand on helping to benefit the farmers of our country, why should the Govt agree to your demands? Agreeing to the demands of Punjab farmers is murdering the benefits of the farmers of this great country India. It&#39;s time farmers from different states come together &amp; protest against the Punjab farmers &amp; stop them from getting the benefits of Indian farmers ruined. The attitude of Punjab farmers, display their adamant stand in support of their Congress rulers who rule their state, The farmers from the states ruled by BJP are happy with this new bill for they understand it&#39;s benefits towards them. Hindus will never forgive Punjab farmers for misleading the world against our PM Modi &amp; against our Govt. Why don&#39;t the farmers from other states want to join the Punjab farmers protest? Because they know that Punjab farmers protest is not against the bill but it&#39;s against Modi &amp; BJP Govt. I want the people from different countries to understand that India is not facing farmers protest but India is facing only Punjab farmers protest. Please understand &amp; investigate, the farmers throughout India are happy with Modi&#39;s bill. This unruly protest is only from Punjab farmers &amp; Punjab is currently ruled by Congress. It&#39;s time for the farmers of India who are happy with the new farmers bill to voice out &amp; protest against the politically driven Punjab farmers. Jai Jawan Jai KIsan of India. Jai Hind!","{'document_tone': {'tones': [{'score': 0.651901, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.564363, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This is a politically driven protest.', 'tones': [{'score': 0.622758, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'Punjab ruled by Congress Govt has instigated it&#39;s farmers.', 'tones': [{'score': 0.817475, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'These are farmers who&#39;ve voted congress.', 'tones': []}, {'sentence_id': 3, 'text': 'PM&#39;s explanation innumerable times on how farmers will be benefitted &amp; how the bill will stop the middlemen from looting farmers has gone to deaf ears as these farmers continue to support for Congress.', 'tones': [{'score': 0.606456, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 4, 'text': 'The farmers from other states are happy with the Govt&#39;s bill except Punjab run by Congress Govt.', 'tones': [{'score': 0.7915, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 5, 'text': 'Why do farmers only from Punjab have a problem with the new bill when the farmers from other states are happy with the new bill?', 'tones': [{'score': 0.659437, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 6, 'text': 'After 70 years of slavery &amp; Muslim rule, for the first time India has been gifted with a nationalist leader like Shri Narendra Modi who&#39;s transforming India to be a developed country competing with the top most countries in the world, appreciated by the top level leaders of the world.', 'tones': [{'score': 0.800585, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.53644, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 7, 'text': 'Farmers protest is a conspiracy of the Congress to defame Modi&#39;s Govt &amp; to loot our Indian farmers through the anti national elements called The middlemen.', 'tones': [{'score': 0.739423, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 8, 'text': 'The farmers of India are against the farmers of Punjab for their politically driven protest.', 'tones': []}, {'sentence_id': 9, 'text': 'The punjab farmers have blocked 5 national highways due to which commuters are finding difficulty to travel for their work.', 'tones': [{'score': 0.642085, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.865159, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 10, 'text': 'And the aggressive &amp; ruthless Punjab farmers are asking working people to join their politically driven protest.', 'tones': []}, {'sentence_id': 11, 'text': 'You&#39;re farmers you grow your own ration, but people of the country get their ration from the salary they get from their work place.', 'tones': []}, {'sentence_id': 12, 'text': 'Will you Punjab farmers pay salary for the comman man for his food, for his children&#39;s education, for his rent &amp; medical expenses of the elderly.', 'tones': []}, {'sentence_id': 13, 'text': 'You want common man to spoil the lives of his family members &amp; join your politically driven protest.', 'tones': []}, {'sentence_id': 14, 'text': 'When Punjab farmers do not want to understand the common man&#39;s suffering created by them &amp;  do not want to understand the Govt&#39;s stand on helping to benefit the farmers of our country, why should the Govt agree to your demands?', 'tones': [{'score': 0.781958, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 15, 'text': 'Agreeing to the demands of Punjab farmers is murdering the benefits of the farmers of this great country India.', 'tones': [{'score': 0.591001, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 16, 'text': 'It&#39;s time farmers from different states come together &amp; protest against the Punjab farmers &amp; stop them from getting the benefits of Indian farmers ruined.', 'tones': [{'score': 0.693902, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 17, 'text': 'The attitude of Punjab farmers, display their adamant stand in support of their Congress rulers who rule their state, The farmers from the states ruled by BJP are happy with this new bill for they understand it&#39;s benefits towards them.', 'tones': [{'score': 0.6679, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 18, 'text': 'Hindus will never forgive Punjab farmers for misleading the world against our PM Modi &amp; against our Govt.', 'tones': [{'score': 0.763771, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 19, 'text': 'Why don&#39;t the farmers from other states want to join the Punjab farmers protest?', 'tones': []}, {'sentence_id': 20, 'text': 'Because they know that Punjab farmers protest is not against the bill but it&#39;s against Modi &amp; BJP Govt.', 'tones': [{'score': 0.601087, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 21, 'text': 'I want the people from different countries to understand that India is not facing farmers protest but India is facing only Punjab farmers protest.', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 22, 'text': 'Please understand &amp; investigate, the farmers throughout India are happy with Modi&#39;s bill.', 'tones': [{'score': 0.625701, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 23, 'text': 'This unruly protest is only from Punjab farmers &amp; Punjab is currently ruled by Congress.', 'tones': []}, {'sentence_id': 24, 'text': 'It&#39;s time for the farmers of India who are happy with the new farmers bill to voice out &amp; protest against the politically driven Punjab farmers.', 'tones': [{'score': 0.747628, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 25, 'text': 'Jai Jawan Jai KIsan of India.', 'tones': []}, {'sentence_id': 26, 'text': 'Jai Hind!', 'tones': []}]}"
Kk Pannu,thank you Ravish Kumar for supporting farmers,"{'document_tone': {'tones': [{'score': 0.704938, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Dileep kumar,BJP desh ko barbaad kar ke chhodi gi,{'document_tone': {'tones': []}}
Advocate Aneesh,Good job,"{'document_tone': {'tones': [{'score': 0.805063, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Nesmal Abdul latheef,Jai Kisan...great warriors of india...,"{'document_tone': {'tones': [{'score': 0.683703, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Sandeep Kumar,Thanks ravish ji,{'document_tone': {'tones': []}}
funny edit,Ravish sir my favourite,"{'document_tone': {'tones': [{'score': 0.6403, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Kia,DELHI  WILL BE BURNING  SOON YOUR PIECE FUL QUAM IN PROPAGANDA  OF PROTEST,"{'document_tone': {'tones': [{'score': 0.583487, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
The Truth,JAWAN &amp; KISAN govt bina inse puche koi niyam lagu naa kre....jse Bipin Rawat jawano ki age badhane k liye kah rha h vo sabse galat h...or ham iska virodh krte h...sarkar galat kar rhi h...,"{'document_tone': {'tones': [{'score': 0.661147, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
nav sandhu,I proud to be a farmar,"{'document_tone': {'tones': [{'score': 0.978927, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Harman Singh,I support you,{'document_tone': {'tones': []}}
Ashish kumar,"Great  Ground journlism by ravish sir,  abhisar sir   ,ajit sir, prasun sir ,scoop whoop   .quint print,","{'document_tone': {'tones': [{'score': 0.608126, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.718218, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Great  Ground journlism by ravish sir,  abhisar sir   ,ajit sir, prasun sir ,scoop whoop   .quint', 'tones': [{'score': 0.545357, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'print,', 'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
Joe Humble,Mark my words <br>At the end farmers will win,"{'document_tone': {'tones': [{'score': 0.796091, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
R.A. Shukla,रवीश तुम बहुत बोल रहे हो।,{'document_tone': {'tones': []}}
good work Ali,Happy birthday 🎂🎂🎂🎂🎂🎈🎈🎈🎈🎈🎈🎈🎉🎉🎉🎉🎉🎉 ravish Kumar ser<br>Pa hmesha se hi desh hit me bat krte rhe he or asha he or dua bhi ki ap hmesha hi krte rhe,"{'document_tone': {'tones': [{'score': 0.693274, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
R.A. Shukla,पंजाब में चाहे जो करें भारत बंद नहीं हो सकता। पाकिस्तान के हाथों में खेल रहे हो भाग जाओ अपना करतार पुर साहिब का गुरुद्वारा बचाओ।,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
SHAMBHU MAHTO,BJP wale kute ko maaro ghar mei ghuskar,{'document_tone': {'tones': []}}
SHAMBHU MAHTO,BJP hatao desh banao<br>BJP hatao desh bachao<br>BJP hatao sambidhan bachao,{'document_tone': {'tones': []}}
Mohd. Ali Ansari,भारत के कई देशों के शहरों में। 😂,"{'document_tone': {'tones': [{'score': 0.570356, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
Rauf Rahman,Happy birthday sir jee,"{'document_tone': {'tones': [{'score': 0.939185, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
sbk tit,Yeh baat ravish ji sahi kaha......delli mein kissan kaab se  hai aur pradarshan Kar rahe hai toh biggest opposition leader nahi dikha....yeh bahut gadbad hai🙏🙏🙏,"{'document_tone': {'tones': [{'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Riaz Ahmed,Salute to sidharth bhai,{'document_tone': {'tones': []}}
Riaz Ahmed,Godi  media di .....,{'document_tone': {'tones': []}}
Sammu Dada,"Adani, Ambani and other corporates had an eye on massive food grain market of India. They had few problems:<br><br>Problem 1 : <br>States had different rules and regulations to buy food grains from farmers. It was difficult for corporates to handle so many states with so many different regulations and taxes<br><br>Modi Solution:<br>Took control from states and made 1 act for whole country. Corporates happy now.<br><br>Problem 2:<br>Corporates will buy crops and store them. But Essential Commodity act will stop them for storing crops for long time, as it increase prices in market.<br><br>Modi Solution: <br>Food crops will not come under Essential Commodity act and can be stored for longer period. Corporates again happy.<br><br>Problem 3<br>It was hard to determine that what type of crop will be grown by farmers.<br><br>Modi Solution:<br><br>Contract farming for farmers where they will be told by corporates to grow what kind of crop. Corporates again happy.<br><br>Problem 4 :<br><br>How Corporates will handle court cases if anything goes wrong against farmers.<br><br>Modi Solution:<br><br>Farmers can not go to courts. They will go to SDM and DC.<br>Corporates again happy as they can bribe them<br><br>They say bills are in favor of farmers. .... 🙁","{'document_tone': {'tones': [{'score': 0.571253, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Adani, Ambani and other corporates had an eye on massive food grain market of India.', 'tones': []}, {'sentence_id': 1, 'text': 'They had few problems:<br><br>Problem 1 : <br>States had different rules and regulations to buy food grains from farmers.', 'tones': []}, {'sentence_id': 2, 'text': 'It was difficult for corporates to handle so many states with so many different regulations and taxes<br><br>Modi Solution:<br>Took control from states and made 1 act for whole country.', 'tones': []}, {'sentence_id': 3, 'text': 'Corporates happy now.<br><br>Problem', 'tones': [{'score': 0.681319, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 4, 'text': '2:<br>Corporates will buy crops and store them.', 'tones': []}, {'sentence_id': 5, 'text': 'But Essential Commodity act will stop them for storing crops for long time, as it increase prices in market.<br><br>Modi', 'tones': []}, {'sentence_id': 6, 'text': 'Solution: <br>Food crops will not come under Essential Commodity act and can be stored for longer period.', 'tones': []}, {'sentence_id': 7, 'text': 'Corporates again happy.<br><br>Problem', 'tones': [{'score': 0.681319, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 8, 'text': '3<br>It was hard to determine that what type of crop will be grown by farmers.<br><br>Modi', 'tones': []}, {'sentence_id': 9, 'text': 'Solution:<br><br>Contract farming for farmers where they will be told by corporates to grow what kind of crop.', 'tones': []}, {'sentence_id': 10, 'text': 'Corporates again happy.<br><br>Problem 4 :<br><br>How Corporates will handle court cases if anything goes wrong against farmers.<br><br>Modi', 'tones': []}, {'sentence_id': 11, 'text': 'Solution:<br><br>Farmers can not go to courts.', 'tones': []}, {'sentence_id': 12, 'text': 'They will go to SDM and DC.<br>Corporates again happy as they can bribe them<br><br>They say bills are in favor of farmers.', 'tones': [{'score': 0.715, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 13, 'text': '.... 🙁', 'tones': []}]}"
ਮੇਰੀ ਕਲਮ,Boht sahi ho yaar aap waheguru waheguru mehar kr tuhade te yaar sach bolan di himmat aa tuhade ch yaar godi mediya ta sutta piya,{'document_tone': {'tones': []}}
Ishwar Sharma,Dis like करने वाले गधे आ गए है केवल 2-2 रुपये के लिए कब तक अपने आप को बेचते रहोगे  ।,{'document_tone': {'tones': []}}
Vinod Solomon,"Government should work for people’s requirement, but this government works for corporate requirement, Govt have to cancel this farmer policy. Should support farmers","{'document_tone': {'tones': [{'score': 0.674655, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.883574, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Government should work for people’s requirement, but this government works for corporate requirement, Govt have to cancel this farmer policy.', 'tones': [{'score': 0.604939, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.520338, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Should support farmers', 'tones': [{'score': 0.535363, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
Pardeep Khundiya,Good work sir,"{'document_tone': {'tones': [{'score': 0.792972, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Ashu Malik,Sarkar jag jawo,{'document_tone': {'tones': []}}
jasvir sing,julam ka kahlaf Punjab larta rahaga,{'document_tone': {'tones': []}}
Hariwansh Kumar,As,{'document_tone': {'tones': []}}
chamkaur singh,good job sir ji,"{'document_tone': {'tones': [{'score': 0.710773, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
jasvir sing,hero no 1 gursavk singh,{'document_tone': {'tones': []}}
Arpana B,Janamdin mubarak ho Ravish ji...aapko bhi aur humain bhi :) <br>aap bahut saare deshwasiyon ki pukaar ho.,{'document_tone': {'tones': []}}
Ravindra,This is a national  wide struggle .I too support this.salute to Punjabi farmers for starting this ..I am son of farmer from Bihar. Please support  them.,"{'document_tone': {'tones': [{'score': 0.752576, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This is a national  wide struggle .I too support this.salute to Punjabi farmers for starting this ..I am son of farmer from Bihar.', 'tones': [{'score': 0.770176, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Please support  them.', 'tones': []}]}"
Sakil kaif,Ravish sir Jo account number show ho raha hai kya isme donate kar sakte hai ham paise,{'document_tone': {'tones': []}}
jasvir sing,Ravish kumar Kashan ke awaz such ke awaz,{'document_tone': {'tones': []}}
SONU KUMAR SINGH,"ये मत देखिए कि देश ने आप को क्या दिया आप ये देखे कि आप ने देश को क्या दिया, यही मौका है खुद के लिए और देश के लिए कुछ करने का, जहाँ तक हो सके आप किसान भाईयो का भरपुर साथ दे, अगर आप नजदीक है तो किसानो के साथ विरोध प्रदर्शन मे खड़े रहे।",{'document_tone': {'tones': []}}
Resham Sandher,God job Ravish sir,"{'document_tone': {'tones': [{'score': 0.57389, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
