Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Love Kashmir Love India,Neeraj Chopra has won the battle of Panipat 👌👌👍👍🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🎉🎉🎉🎉🎉🎉🎉<br>First 1900 paris...a non leap year Norman Pritchard born in Calcutta won two silver medals in Athletics....now 121 years later 2021 another non leap year ...India wins Athletic Gold by Neeraj Chopra  🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳👍👍👍👍👍👍👍👍👍👍👍👍,2021-08-10T15:21:16Z,1,0,,,,
Narender tanwar bhulwaniya,Thank you sir bharat ko gold medal getane ke lea,2021-08-09T16:12:18Z,0,0,,,,
ateeq ateeq,👍,2021-08-08T17:09:26Z,0,0,,,,
Ajesh PP,I can&#39;t stop tears my ice proud of you neeraj🇮🇳🙏,2021-08-08T07:05:04Z,1,0,,,,
Zoya Official 5,"कुछ लोगो के फेकने से<br>गोल्ड मिल जाता है,<br>और<br>कुछ लोगो के फेकने से<br>देश का सब कुछ बिक जाता है.🤔🤔",2021-08-08T06:19:15Z,0,0,,,,
Zoya Official 5,"कुछ लोगो के फेकने से<br>गोल्ड मिल जाता है,<br>और<br>कुछ लोगो के फेकने से<br>देश का सब कुछ बिक जाता है.🤔🤔",2021-08-08T06:19:01Z,0,0,,,,
Debbie Menon,"Well well Congratulations Golden Boy Neeraj Chopra but equal credit needs to be given to foreign coach the legend Uh Honn who stayed the course and helped Neeraj to the end despite the frustrations of having to deal with the unprofessional sports authorities and politicians of India, typically, eagerly hogging the limelight.",2021-08-08T04:46:32Z,0,0,,,,
kunal sharma,FIRST TIME IN HISTORY<br>NO ONE WATCHED CRICKET....<br>ALL WERE BEHIND NEERAJ CHOPRA 🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🥇🥇🇮🇳🥇🇮🇳🥇🇮🇳🥇🥇🇮🇳🥇🇮🇳🥇🇮🇳🥇🥇🇮🇳,2021-08-08T03:15:36Z,1,0,,,,
MUKHERJEE ADITYA,"🇮🇳🇮🇳🇮🇳mere desh ki dharti sona ugle. Ugle heere moti, o mere desh ki dharti....🇮🇳🇮🇳",2021-08-07T20:45:28Z,1,0,,,,
Vana Dan,Though I hate the dirty politics of the Govt of India they cut down the budget of sports but I was never happy and proud as today for my country  for Neeraj Chopra.,2021-08-07T19:36:54Z,0,0,,,,
