,id,message,tone
117,336,He was suffering from depression one has to be in his shoes noone should judge him it's very sad RIP,"{'document_tone': {'tones': [{'score': 0.966684, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.828581, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
118,337,RIP .. hard to believe ,"{'document_tone': {'tones': [{'score': 0.86195, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
119,338,Very sad,"{'document_tone': {'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
120,339,So sad & unfortunate Real face of glamour WORLD........,"{'document_tone': {'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
121,340,"Om.Ashanti,Shanti,Shanti 🙏OM SAI RAM ","{'document_tone': {'tones': [{'score': 0.51685, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
122,341,It is so shocking....... RIP 😔,"{'document_tone': {'tones': [{'score': 0.881111, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
123,342,"I know sometimes the pressure is so much one is not able to handle the situation.  But feel very sad. He was educated, could have done anything. Just pray for the soul.","{'document_tone': {'tones': [{'score': 0.86405, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.982785, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I know sometimes the pressure is so much one is not able to handle the situation.', 'tones': [{'score': 0.580079, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'But feel very sad.', 'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'He was educated, could have done anything.', 'tones': [{'score': 0.990161, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'Just pray for the soul.', 'tones': [{'score': 0.555567, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
124,343,"How can police conclude that it is suicide so early in the investigation? His ex secretary took her own life few days ago, something is fishy  or it might just be depression. One should be in his shoes to understand. RIP to a good actor with full of potential and career .What a nasty year this turning out to be.","{'document_tone': {'tones': [{'score': 0.817875, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.672371, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946779, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'How can police conclude that it is suicide so early in the investigation?', 'tones': [{'score': 0.544691, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'His ex secretary took her own life few days ago, something is fishy  or it might just be depression.', 'tones': [{'score': 0.884863, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.972742, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'One should be in his shoes to understand.', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'RIP to a good actor with full of potential and career .What a nasty year this turning out to be.', 'tones': [{'score': 0.644764, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
125,346,i feel it was murder,"{'document_tone': {'tones': [{'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
126,347,"Strange to believe, infact we was the part of movie Chhihhore, which was based on similar topic to avoid suicide.","{'document_tone': {'tones': [{'score': 0.743899, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.616426, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
127,348,Nidhi Kamath yes you are rite even I am also thinking why did he took this kind of step. He was so successful . Something is related to his manager demise.,"{'document_tone': {'tones': [{'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.51064, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Nidhi Kamath yes you are rite even I am also thinking why did he took this kind of step.', 'tones': [{'score': 0.839577, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.527318, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'He was so successful .', 'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'Something is related to his manager demise.', 'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
128,349,Very very sad.,"{'document_tone': {'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.998838, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
129,350,Absolutely shocking. Police should investigate his death.,"{'document_tone': {'tones': [{'score': 0.747663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.995895, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Absolutely shocking.', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.999238, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Police should investigate his death.', 'tones': [{'score': 0.6027, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]}"
130,351,Murder ,"{'document_tone': {'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
131,352,RIP,{'document_tone': {'tones': []}}
132,353,"Oh my God can't believe it, it's a lie after being a famous actor he can't just kill himself there's a hidden mystery behind this, maybe he was killed I just can't believe he died","{'document_tone': {'tones': [{'score': 0.634195, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.937032, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
133,354,God knows wat happened.depression or wat.but guys plz be safe be strong .,"{'document_tone': {'tones': [{'score': 0.726889, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.952443, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'God knows wat happened.depression', 'tones': [{'score': 0.89889, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'or wat.but guys plz be safe be strong .', 'tones': [{'score': 0.506836, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
134,355,"Easy to portray MS Dhoni on screen but not easy to be a fighter like him, be a fighter not a quitter OM SHANTI",{'document_tone': {'tones': []}}
135,356,Chang K Kipging under investigation ,{'document_tone': {'tones': []}}
136,357,Hye mera dhoni😘😞,"{'document_tone': {'tones': [{'score': 0.833556, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
137,358,Sad news,"{'document_tone': {'tones': [{'score': 0.921308, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
138,359,"Pynshailang Lynser Money isn't the reason.He already had lot of money.These celebrities always has to go through problems such as Media,affairs,people trolling them on social media.Anything can be the reason for suicide but money isn't.","{'document_tone': {'tones': [{'score': 0.548183, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.884926, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
139,360,Please... A young man died Pls don't make comments,"{'document_tone': {'tones': [{'score': 0.791962, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Please...', 'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': ""A young man died Pls don't make comments"", 'tones': [{'score': 0.811711, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
140,361,"Nisshant Ngpl Please don't get into conjecture. That is the most insulting thing to do. Those whose job it is to investigate will do so. Outer success, luxury and comfort doesn't have much to do with inner joy and peace.","{'document_tone': {'tones': [{'score': 0.937979, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Nisshant Ngpl Please don't get into conjecture."", 'tones': []}, {'sentence_id': 1, 'text': 'That is the most insulting thing to do.', 'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Those whose job it is to investigate will do so.', 'tones': []}, {'sentence_id': 3, 'text': ""Outer success, luxury and comfort doesn't have much to do with inner joy and peace."", 'tones': [{'score': 0.972187, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
141,362,"Mohammed Ali Khan No, this one's not at all related to Lock down. He was very successful, he could have survived lock down till his death even if he doesn't work.","{'document_tone': {'tones': [{'score': 0.795855, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.802429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674405, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Mohammed Ali Khan No, this one's not at all related to Lock down."", 'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.513787, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': ""He was very successful, he could have survived lock down till his death even if he doesn't work."", 'tones': [{'score': 0.739262, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
142,363,Ritwik Dasgupta Shameful comment. Try typing 'Om Shanti' without insulting the person who just died,"{'document_tone': {'tones': [{'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ritwik Dasgupta Shameful comment.', 'tones': []}, {'sentence_id': 1, 'text': ""Try typing 'Om Shanti' without insulting the person who just died"", 'tones': [{'score': 0.756803, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
143,364,Unbelievable 😭😭😭,"{'document_tone': {'tones': [{'score': 0.879016, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
144,365,Very  sad news.unable to bear the demise,"{'document_tone': {'tones': [{'score': 0.938409, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
145,366,Jithin Raj agreed.,"{'document_tone': {'tones': [{'score': 0.603667, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
146,367,Cd there  be an angle to the celebrity lady  manager's   demise a few days back...loss of finance and  or work .. cd'nt have been the reasons.he was well off....and  had seen hard times  in his earlier days.and gone through with them...... emotional termoil.... Probably.,"{'document_tone': {'tones': [{'score': 0.846191, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.870105, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Cd there  be an angle to the celebrity lady  manager's   demise a few days back...loss of finance and  or work .. cd'nt have been the reasons.he"", 'tones': [{'score': 0.68343, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'was well off....and  had seen hard times  in his earlier days.and', 'tones': [{'score': 0.55183, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'gone through with them...... emotional termoil.... Probably.', 'tones': [{'score': 0.72653, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
147,368,Dark side of glamour industry🙏😠,{'document_tone': {'tones': []}}
148,369,RIP,{'document_tone': {'tones': []}}
149,370,RIP,{'document_tone': {'tones': []}}
150,373,Not even a week ago his former manager commits sucide...now he commits sucide...somethings fishy...,"{'document_tone': {'tones': [{'score': 0.574807, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
151,374,God gave him this precious human life with all comforts but he returned it in an ugly manner as he has no knowledge about life and its purpose. A sad story of a coward.,"{'document_tone': {'tones': [{'score': 0.565493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.701849, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'God gave him this precious human life with all comforts but he returned it in an ugly manner as he has no knowledge about life and its purpose.', 'tones': [{'score': 0.651777, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'A sad story of a coward.', 'tones': [{'score': 0.87891, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
152,375,Sankalp Moneesh or a murder...,"{'document_tone': {'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
153,376,"Black side of cinema,,, depression So sad","{'document_tone': {'tones': [{'score': 0.960909, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
154,377,Stupidity knows no bounds,"{'document_tone': {'tones': [{'score': 0.510001, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
155,378,mumbai there is so much population ..and building life is so dangerous .......no body is there to take care of u......,{'document_tone': {'tones': []}}
156,379,can be......,{'document_tone': {'tones': []}}
157,380,Manish Gupta seriously........tumlog zara v nai hichakte kuch kehne se pehle......wat has come into people like you.......no humanity left at all,"{'document_tone': {'tones': [{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
158,381,"Priyesh Pandey I was only speculating but what is even more fascinating is that his manager had committed suicide 3 days ago. Is it a coincidence or is there something sinister involved. Time will tell, maybe.","{'document_tone': {'tones': [{'score': 0.805269, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.656156, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Priyesh Pandey I was only speculating but what is even more fascinating is that his manager had committed suicide 3 days ago.', 'tones': [{'score': 0.898452, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Is it a coincidence or is there something sinister involved.', 'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Time will tell, maybe.', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
159,382,Ritwik Dasgupta get some positivity in life.......d man just died n here u r.....trying to b a professor,"{'document_tone': {'tones': [{'score': 0.600129, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
160,383,"Mohammed Ali Khan Yep, that's what I want to say. Let's wait for more details instead of baseless speculations.","{'document_tone': {'tones': [{'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Mohammed Ali Khan Yep, that's what I want to say."", 'tones': []}, {'sentence_id': 1, 'text': ""Let's wait for more details instead of baseless speculations."", 'tones': [{'score': 0.564476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
161,384,Arpita Banerjee  Bangali didi- go find attention somewhere else ,"{'document_tone': {'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.93534, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
162,385,RIP ..... Big loss for us...🙏,"{'document_tone': {'tones': [{'score': 0.891763, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
163,386,"Sridhar Dharmapadam we can't call it a cowardly act............nobody knows wat a person is going through.....cud hav been depression.....cud hav been anything.......not justifying his act, but we really cannot understand it unless we were in his shoes","{'document_tone': {'tones': [{'score': 0.67629, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.783746, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
164,387,"Arpita Sandilya agreed , although I am not insulting him but I am in state of shock that such kind of superb talent & self made actor took this kind of step. He was an inspiration for so many & Believe me suicide is no option , If you are in depression you should talk , if somebody is in state of misery or going through some conflict with his own mind he/she should not seclude themselves rather come out & talk. But in his case I believe it's never related to the career cause he was successful enough & still ambitious ,stronghead nature loving Human being.","{'document_tone': {'tones': [{'score': 0.75103, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.961733, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.772969, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Arpita Sandilya agreed , although I am not insulting him but I am in state of shock that such kind of superb talent & self made actor took this kind of step.', 'tones': [{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'He was an inspiration for so many & Believe me suicide is no option , If you are in depression you should talk , if somebody is in state of misery or going through some conflict with his own mind he/she should not seclude themselves rather come out & talk.', 'tones': [{'score': 0.956448, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.877717, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': ""But in his case I believe it's never related to the career cause he was successful enough & still ambitious ,stronghead nature loving Human being."", 'tones': [{'score': 0.823031, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.722126, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
165,388,OMG ,{'document_tone': {'tones': []}}
166,389,"An autopsy report should be demanded independently. He’s too rich and young to do such act, no one can just believed this without projecting a conspiracy theory against the suicide. There most be a person or conflict of interest, that surrounds him. ","{'document_tone': {'tones': [{'score': 0.981844, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'An autopsy report should be demanded independently.', 'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'He’s too rich and young to do such act, no one can just believed this without projecting a conspiracy theory against the suicide.', 'tones': [{'score': 0.575817, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849846, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'There most be a person or conflict of interest, that surrounds him.', 'tones': [{'score': 0.971848, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
167,390,"Very  shocking, hard to believe, RIP🙏","{'document_tone': {'tones': [{'score': 0.685306, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
168,391,Why? He may be murdered,"{'document_tone': {'tones': [{'score': 0.99699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Why?', 'tones': []}, {'sentence_id': 1, 'text': 'He may be murdered', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
169,392,"shocked and speechless.. A brilliant actor SushantSinghRajput.. You showed how to face problems in Chichore, Couldn't imagine the pain you have gone through ...may God give strength to his family 😢🙏🏻","{'document_tone': {'tones': [{'score': 0.647866, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'shocked and speechless..', 'tones': []}, {'sentence_id': 1, 'text': 'A brilliant actor SushantSinghRajput..', 'tones': [{'score': 0.793595, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': ""You showed how to face problems in Chichore, Couldn't imagine the pain you have gone through ...may God give strength to his family 😢🙏🏻"", 'tones': [{'score': 0.727885, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
170,393,"Nisshant Ngpl The material outside hardly has any impact on the profund inside. The inside needs work done for it separately. A great career, success ,family, wealth and even health are enough for a good survival but not good living. Someone can have everything on the outside and still be empty inside.  We need to revisit and stay in touch with our yogic roots which taught us how to treat this life within us","{'document_tone': {'tones': [{'score': 0.808945, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.892054, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Nisshant Ngpl The material outside hardly has any impact on the profund inside.', 'tones': [{'score': 0.867767, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'The inside needs work done for it separately.', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'A great career, success ,family, wealth and even health are enough for a good survival but not good living.', 'tones': [{'score': 0.968683, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'Someone can have everything on the outside and still be empty inside.', 'tones': [{'score': 0.707208, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 4, 'text': 'We need to revisit and stay in touch with our yogic roots which taught us how to treat this life within us', 'tones': [{'score': 0.625802, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
171,394,Very shocking and hard to believe he committed suicide. He was successful though and young. It may be a murder....,"{'document_tone': {'tones': [{'score': 0.777555, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.71572, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Very shocking and hard to believe he committed suicide.', 'tones': [{'score': 0.827792, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'He was successful though and young.', 'tones': [{'score': 0.663324, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'It may be a murder....', 'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
172,395,Did he have no one to help him come out of depression? Very sad,"{'document_tone': {'tones': [{'score': 0.973316, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.89196, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.966751, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Did he have no one to help him come out of depression?', 'tones': [{'score': 0.860972, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Very sad', 'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
173,396,Why he commits Suicide what is the reason behind that?,"{'document_tone': {'tones': [{'score': 0.752624, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
174,397,Aum Shanti,{'document_tone': {'tones': []}}
175,400,There are millions who wish to have his life and wealth and all he wanted was to be happy that's a lesson for all that we should cherish happiness and  shouldn't desire for others to be in someone else's shoes you never know what they are going through,"{'document_tone': {'tones': [{'score': 0.914746, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.568262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
176,401,Rip,{'document_tone': {'tones': []}}
177,402,"Mohammed Ali Khan ,my dear, it was his ex manager not present manager, she was with her fiance and there is no scope for linking both as of now.",{'document_tone': {'tones': []}}
178,403,Mohammed Ali Khan  Bhai...its time to pray,{'document_tone': {'tones': []}}
179,404,"Not possible, Sushant was from a very well off and powerful family from Bihar with political connections. Money was not a constraint for him.","{'document_tone': {'tones': [{'score': 0.595929, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.51064, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Not possible, Sushant was from a very well off and powerful family from Bihar with political connections.', 'tones': [{'score': 0.610952, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Money was not a constraint for him.', 'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
180,405,"I was big fan of him. Tragic incident. But for those who were happy after shahid afridi covid positive, wow good news. One more idiot gone to hell.","{'document_tone': {'tones': [{'score': 0.567456, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.890603, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I was big fan of him.', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Tragic incident.', 'tones': [{'score': 0.835929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'But for those who were happy after shahid afridi covid positive, wow good news.', 'tones': [{'score': 0.987174, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': 'One more idiot gone to hell.', 'tones': [{'score': 0.883079, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]}"
181,406,Prabir Banerjee You should pray as well. ,"{'document_tone': {'tones': [{'score': 0.516441, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
182,407,So sad,"{'document_tone': {'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
183,408,O God what is happening,{'document_tone': {'tones': []}}
