,id,message,tone
184,409,Ohh so sad.. Rip,"{'document_tone': {'tones': [{'score': 0.916384, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
185,410,He died for sure but not sure its suicide....,"{'document_tone': {'tones': [{'score': 0.928992, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
186,411,RIP ,{'document_tone': {'tones': []}}
187,412,Om Shanti 🙏,"{'document_tone': {'tones': [{'score': 0.637717, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
188,413,Sourabh Jaiswal copy and paste.... Agreed,{'document_tone': {'tones': []}}
189,414,Very sad,"{'document_tone': {'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
190,415,How it is confirmed that he  commits suicide?,"{'document_tone': {'tones': [{'score': 0.754771, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
191,416,Never thought depression can be so dangerous....really sad but at the same time 😠...people earn stardom at an early age & cannot handle....something crazy about stardom' world.So many actors now a days commiting .... Reall sad😔,"{'document_tone': {'tones': [{'score': 0.918652, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
192,417,😭😭😭,"{'document_tone': {'tones': [{'score': 0.867884, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
193,418,Sad ... RIP,"{'document_tone': {'tones': [{'score': 0.963464, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
194,419,😢💕🙏,"{'document_tone': {'tones': [{'score': 0.50511, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
195,420,RIP,{'document_tone': {'tones': []}}
196,421,Two days before his manager committed suicide,"{'document_tone': {'tones': [{'score': 0.852897, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
197,422,Ritwik Dasgupta ,{'document_tone': {'tones': []}}
198,423,"Suicide is nothing , no use of doing. Be patient always. Try normal way of living and adjust how much you can. ","{'document_tone': {'tones': [{'score': 0.673633, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.637364, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.818552, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Suicide is nothing , no use of doing.', 'tones': [{'score': 0.883079, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Be patient always.', 'tones': [{'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'Try normal way of living and adjust how much you can.', 'tones': [{'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
199,424,"People, please stop judging book by its covers.....physical pain can be treated.....but deep down sorrows hurt person a lot.....none of know what he was going through.....just pray that his soul will be pain free.","{'document_tone': {'tones': [{'score': 0.87674, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
200,427,When he was alive he didn't think for other so let him die  no use of mourning samething to other rich people also,"{'document_tone': {'tones': [{'score': 0.623657, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
201,428,🙏🏻🙏🏻🙏🏻R.I.P 🙏🏻🙏🏻🙏🏻  https://youtu.be/RsSdBct_3KU,{'document_tone': {'tones': []}}
202,429,Why? 😢😢😢 Rest In Peace!🙏,"{'document_tone': {'tones': [{'score': 0.858693, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
203,430,Om Shanti RIP 🙏🙏,{'document_tone': {'tones': []}}
204,431,Vardhman Patel why not the worst he may be going through... But suicide is not a solution at the age of 34 where people still struggle to earn for 2 times food. Whatever case may be need to fight. ,"{'document_tone': {'tones': [{'score': 0.514145, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.895195, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Vardhman Patel why not the worst he may be going through...', 'tones': [{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'But suicide is not a solution at the age of 34 where people still struggle to earn for 2 times food.', 'tones': [{'score': 0.611153, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'Whatever case may be need to fight.', 'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
205,432,Rip,{'document_tone': {'tones': []}}
206,433,Depression is treatable.  Please see doctors if you are going through this.  Giving medicine for depression is not the only solution ,"{'document_tone': {'tones': [{'score': 0.817171, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.898696, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Depression is treatable.', 'tones': [{'score': 0.915944, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Please see doctors if you are going through this.', 'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'Giving medicine for depression is not the only solution', 'tones': [{'score': 0.913645, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
207,434,Yasmin Felix Webb rip,"{'document_tone': {'tones': [{'score': 0.8193, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
208,435,Simpy Sathoo very shocking ,"{'document_tone': {'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
209,436,Nidhi Kamath soo sad ji,"{'document_tone': {'tones': [{'score': 0.791945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
210,437,Raghani Upadhayay u r right,"{'document_tone': {'tones': [{'score': 0.526459, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
211,438,Unbelievable news . Oh God ! what is happened ? Very shocking . Om Santi .,"{'document_tone': {'tones': [{'score': 0.975399, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Unbelievable news .', 'tones': []}, {'sentence_id': 1, 'text': 'Oh God !', 'tones': []}, {'sentence_id': 2, 'text': 'what is happened ?', 'tones': []}, {'sentence_id': 3, 'text': 'Very shocking .', 'tones': [{'score': 0.899344, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'Om Santi .', 'tones': []}]}"
212,439,Pranamam,{'document_tone': {'tones': []}}
213,440,Nice tribute to sushant  https://youtu.be/eZ3iWaUIYbc,"{'document_tone': {'tones': [{'score': 0.839253, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
214,441,Lalbiaksanga Molshoy Molshoy https://www.google.co.in/amp/s/www.eastmojo.com/nagaland/2020/06/14/in-sushant-singh-rajputs-death-nagaland-lost-a-kind-soul,{'document_tone': {'tones': []}}
215,442,"अपनी शक्सियत  खुद ही संवारना सीखो, कोई  दूसरा तुम्है  मनाने नही आयेगा। जमी कब पैरो से सरकेगी, समझ मे  तेरे कभी न आयेगा।",{'document_tone': {'tones': []}}
216,443,May his soul rest in peace,"{'document_tone': {'tones': [{'score': 0.625077, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
217,444,Strange or could it be murder. His manager allegedly committed suicide a few days ago or was pushed . God knows rip dear one 💔🙏🙏,"{'document_tone': {'tones': [{'score': 0.854657, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.989256, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.816179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Strange or could it be murder.', 'tones': [{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'His manager allegedly committed suicide a few days ago or was pushed .', 'tones': [{'score': 0.74512, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'God knows rip dear one 💔🙏🙏', 'tones': [{'score': 0.742153, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
218,445,God give him peace of his soul  🙏🏻,"{'document_tone': {'tones': [{'score': 0.791655, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
219,446,Commiting suicide is a coward. Don't understand the trend. But he has definitely set the trend.,"{'document_tone': {'tones': [{'score': 0.631417, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.879695, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.952663, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Commiting suicide is a coward.', 'tones': [{'score': 0.783026, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': ""Don't understand the trend."", 'tones': [{'score': 0.948998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'But he has definitely set the trend.', 'tones': [{'score': 0.616879, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
220,447,RIP Sushant u will b greatly missed s u were a fine actor,"{'document_tone': {'tones': [{'score': 0.888999, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
221,448,People who kill themselves are not quitters....but they are unable to find solutions and reasons which make them value their lives....it also shows how isolated people have become....,"{'document_tone': {'tones': [{'score': 0.681504, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
222,449,Sridhar Dharmapadam  killing oneself requires more courage....but for reasons best known to oneself they chose death over life,"{'document_tone': {'tones': [{'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
223,450,Rip,{'document_tone': {'tones': []}}
224,451,https://youtu.be/TBlVRKSBYY0,{'document_tone': {'tones': []}}
225,454,"Sadly, He chose his climax to be a horrible one.  . RIP Sushant","{'document_tone': {'tones': [{'score': 0.86623, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Sadly, He chose his climax to be a horrible one.  .', 'tones': [{'score': 0.77855, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'RIP Sushant', 'tones': [{'score': 0.819904, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
226,455,Tragic,{'document_tone': {'tones': []}}
227,456,🙏🙏🙏🙏,"{'document_tone': {'tones': [{'score': 0.5621, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
228,457,I fully agree to the comments of Janet pereira,{'document_tone': {'tones': []}}
229,458,A clear example of how we all complicate our lives by not keeping our desires in check and engage in some spiritual pursuits. ,"{'document_tone': {'tones': [{'score': 0.779682, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.9375, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
230,459,Rip,{'document_tone': {'tones': []}}
231,460,Very shocking.. May his soul rest in peace. 😭😭,"{'document_tone': {'tones': [{'score': 0.916228, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Very shocking.. May his soul rest in peace.', 'tones': [{'score': 0.916228, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '😭😭', 'tones': []}]}"
232,461,Om Mani Padmae Hum...🙏🏻🙏🏻,{'document_tone': {'tones': []}}
233,462,He was murdered by his film faternity,{'document_tone': {'tones': []}}
234,463,U we’re the gem of Bollywood industry....Rip🙏🏻,{'document_tone': {'tones': []}}
235,464,Both murder,"{'document_tone': {'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}}"
236,465,Truth will never cm out,"{'document_tone': {'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
237,466,Lalbiaksanga Molshoy Molshoy wt r u doing ....only blaming to others in yr whole life...u r born to go  to helll,"{'document_tone': {'tones': [{'score': 0.509751, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
238,467,Shweta Jha he donated at kerala flood time also....n many more,{'document_tone': {'tones': []}}
239,468,Its murder....took bribe n declared murder,"{'document_tone': {'tones': [{'score': 0.94715, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
