Name,Comment,tone
Shaider Riz,Look at Anchor&#39;s face: looks like she has just become a Vidwa!,"{'document_tone': {'tones': [{'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.867767, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Mohammed Zeeshan,Doing good farmer doing good,"{'document_tone': {'tones': [{'score': 0.769453, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Ramesh den,Bjp will drop next election..jai kisan,{'document_tone': {'tones': []}}
Sekh sams Parvez,Very good morning,"{'document_tone': {'tones': [{'score': 0.907468, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Sekh sams Parvez,Very Happy Republic Day 🍸🌹🌹🍸🌹🌹🍸<br>🌹🌹🌹🌹🌹🌹🌹<br>🌹🌹🌹🌹🌹🌹🌹<br>🍸🌹🌹🌹🌹🌹🍸<br>🍸🍸🌹🌹🌹🍸🍸<br>🍸🍸🍸🌹🍸🍸🍸<br>🍸🍸🍸🌹🍸🍸🍸<br>🍸🎁😊❤☺🎁🍸,"{'document_tone': {'tones': [{'score': 0.605817, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Rajveer Patiala to Adelaide,"AAP KO JE NHI DEKHA TRACTOR BAR BATHE KISSAN KI SIR PAR GOLI LAGI PHELE,mari hua admi brake to mar nhi sakta.",{'document_tone': {'tones': []}}
Kellogg ole,Deep sidhu take group of people and did all that he is from bjp,"{'document_tone': {'tones': [{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Vijay Kumar,Modi government is responsible for all this nuisance,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Vijay Kumar,Lowest dignity......bjp making historical records,"{'document_tone': {'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Vijay Kumar,SHAME ON BJP,"{'document_tone': {'tones': [{'score': 0.51094, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
kamal pandey,Aaj se only jay jawan,"{'document_tone': {'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Amit Kumar,Captain Amrinder  di Pan nu lun,{'document_tone': {'tones': []}}
kamal pandey,"Ndtv waalo aur kitna desh m aag lagwaoge,<br>Gaddaro ye tumhara desh bhi h,<br>Tum us aulad ki trah ho jo apne baap ki mehnat se banaye ghar ko fook deta h",{'document_tone': {'tones': []}}
Rahul Saini,Ek dum movie lag rii ha 😂😂😂,{'document_tone': {'tones': []}}
ORPAH BAGLARY,What do u mean kissano ka kabza hai .they are forced to do that ....next time do journalism properly,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'What do u mean kissano ka kabza hai .they', 'tones': []}, {'sentence_id': 1, 'text': 'are forced to do that ....next time do journalism properly', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
Rudra fitness,Kuchu nehi ho ga 🤣 or BJP ka 3 year hai 😂,"{'document_tone': {'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Hakoona Matata,Kalistan Terrorists in the name of Farmers !!!,{'document_tone': {'tones': []}}
tasvur khyat,sihk bhai love you from pakistan,"{'document_tone': {'tones': [{'score': 0.904027, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
PV,"What a coincidence ... when YoYa us talking about peace and discipline, his goons are playing with a truck.",{'document_tone': {'tones': []}}
Pretam Kaur Mann,"I respected this channel before. However, after being focussed on every single report from day one, including Republic Day report, it comes clear NDTV is showing a very biased one sided version of events, when there was no disruption or chaos, nor any attempy made to touch or remove the Indian flag. Sorry Ravi","{'document_tone': {'tones': [{'score': 0.761642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I respected this channel before.', 'tones': []}, {'sentence_id': 1, 'text': 'However, after being focussed on every single report from day one, including Republic Day report, it comes clear NDTV is showing a very biased one sided version of events, when there was no disruption or chaos, nor any attempy made to touch or remove the Indian flag.', 'tones': []}, {'sentence_id': 2, 'text': 'Sorry Ravi', 'tones': []}]}"
Kamaljit Kaur,Jab government ne hi arrajakta faila raakhi hai to logo ko kio dosh jena,{'document_tone': {'tones': []}}
Kamaljit Kaur,But protesters didn&#39;t even touch &#39;tiranga&#39; on red Fort why its been said by Joginder   yadav k tirange k sath khilwad kiya gaya??? HE IS OVER REACTING!,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Rajeev Ranjan,"Love you kissan, mere desh ki saan","{'document_tone': {'tones': [{'score': 0.789466, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
TS Gaming,Kitna jhoot Bolta hai yaar Indian media keh rha hai bharwa police me kuch nhi Kya ye Indian police insaan nhi hai,{'document_tone': {'tones': []}}
BLUERAY1611,STOP calling these hooligans anti-national eliments as farmers.,"{'document_tone': {'tones': [{'score': 0.644221, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
Sarbjeet Singh,People should not fear modi shah learn from Khalsa ji,"{'document_tone': {'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Roshan Crasta,Respect farmers..,"{'document_tone': {'tones': [{'score': 0.5737, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Ashutosh Sharma,"Nidhi ma&#39;am, disappointed with your inaccurate reporting. Tiranga was thrown away (I m sure you also saw the video) and some other flag was hosted.<br>Be honest and share accurate information, whatever happened today was shameful for entire country. <br>Jai Hind 🙏🇮🇳","{'document_tone': {'tones': [{'score': 0.501916, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.880065, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Nidhi ma&#39;am, disappointed with your inaccurate reporting.', 'tones': [{'score': 0.756067, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Tiranga was thrown away (I m sure you also saw the video) and some other flag was hosted.<br>Be', 'tones': []}, {'sentence_id': 2, 'text': 'honest and share accurate information, whatever happened today was shameful for entire country.', 'tones': [{'score': 0.932155, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': '<br>Jai Hind 🙏🇮🇳', 'tones': [{'score': 0.619674, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
Neise Angami,"This is all because of Modi....if he is a PM of india where is he hidding,come out n speak as a PM of India","{'document_tone': {'tones': [{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.911559, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Neise Angami,Where is Modi....where is modi hiding as the farmer suffer like an animal...,"{'document_tone': {'tones': [{'score': 0.780875, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
Naveen Chopra,"Ye Jin Mandi walon ki Naukri khatm Karne ko bicholiyon Ka ant bta ke celebrate kr the Hain na IT cell wale, Bhai wo jb berojgaar huye to tumhein hi competition denge, aaj agar 5 rs mil rhe hain to kl party wale 2 rs denge, ye bolkar ki aur bahut Hain tumhare Jaise berozgar. Berozgari badh rhi hai, he taraf desh ki Sarkar kharcha km kr rhi hai taaki ambani pe tax km lage. <br>Jio main Naukri krke ek bhi employee BSNL jitni salary le le to baat karenge. BSNL ko Sarkar me dubo Diya, aaj bade Khush ho jio use krke, kitni Naukri khatm hui hain andaza hai?<br>Aur Punjab Haryana main hi virodh kyu hai, iska Karan hai ki Sarkar sirf inhi se seedha rice wheat khareed ti hai; baaki to pehle se Jo modiji keh rhe the ki private market main bechte Hain. Konsa kisan ameer hai aaj? Kiska hit Hoga in 3 kanoon se? Bs ek Baar hogi Mandi band hongi, Sarkar Ka kharch km hoga, Naukri km Hongi aur ambani ji se tax km legi government. Yahi funda hai. Aaj Ka nhi peechhle 20 Saal se chal rha hai, lekin pichhle 6 Saal main to bilkul nanga naach.","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ye Jin Mandi walon ki Naukri khatm Karne ko bicholiyon Ka ant bta ke celebrate kr the Hain na IT cell wale, Bhai wo jb berojgaar huye to tumhein hi competition denge, aaj agar 5 rs mil rhe hain to kl party wale 2 rs denge, ye bolkar ki aur bahut Hain tumhare Jaise berozgar.', 'tones': []}, {'sentence_id': 1, 'text': 'Berozgari badh rhi hai, he taraf desh ki Sarkar kharcha km kr rhi hai taaki ambani pe tax km lage.', 'tones': []}, {'sentence_id': 2, 'text': '<br>Jio main Naukri krke ek bhi employee BSNL jitni salary le le to baat karenge.', 'tones': []}, {'sentence_id': 3, 'text': 'BSNL ko Sarkar me dubo Diya, aaj bade Khush ho jio use krke, kitni Naukri khatm hui hain andaza hai?<br>Aur Punjab Haryana main hi virodh kyu hai, iska Karan hai ki Sarkar sirf inhi se seedha rice wheat khareed ti hai; baaki to pehle se Jo modiji keh rhe the ki private market main bechte Hain.', 'tones': []}, {'sentence_id': 4, 'text': 'Konsa kisan ameer hai aaj?', 'tones': []}, {'sentence_id': 5, 'text': 'Kiska hit Hoga in 3 kanoon se? Bs ek Baar hogi Mandi band hongi, Sarkar Ka kharch km hoga, Naukri km Hongi aur ambani ji se tax km legi government.', 'tones': []}, {'sentence_id': 6, 'text': 'Yahi funda hai.', 'tones': []}, {'sentence_id': 7, 'text': 'Aaj Ka nhi peechhle 20 Saal se chal rha hai, lekin pichhle 6 Saal main to bilkul nanga naach.', 'tones': []}]}"
Baljit Sandhu,Thanks Nidi  from California,"{'document_tone': {'tones': [{'score': 0.53295, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Halima Kadir,RIGHT  ESPIK  GOOD LIFE,"{'document_tone': {'tones': [{'score': 0.868487, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Pavithra L,"Goons, these people cannot be real farmers.",{'document_tone': {'tones': []}}
dev triv,Narendra modi must be feeling proud of himself for making the Republican Day of India on 26th Jan. 2021 so (in)famous in the world.,"{'document_tone': {'tones': [{'score': 0.704254, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
umer Sheikh,Digital india 😂,{'document_tone': {'tones': []}}
Gaurav Bhardwaj,yee ndtv vv zimmedar h iske lie aur jo fake news faila rhe h mc ache khase reform ko modi vs kisan bna rakha h akhada h kya mc.,{'document_tone': {'tones': []}}
Sanjay Agnihotri,राष्ट्र ध्वज के साथ खिलवाड़ और उससे अपने समूह के झंडे से बराबरी द्वारा ये तथाकथित अन्नदाता क्या साबित करना चाहते हैं ? लानत है !,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'राष्ट्र ध्वज के साथ खिलवाड़ और उससे अपने समूह के झंडे से बराबरी द्वारा ये तथाकथित अन्नदाता क्या साबित करना चाहते हैं ?', 'tones': []}, {'sentence_id': 1, 'text': 'लानत है !', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
youngindiabooks,Please show us the orderly parade as well. It&#39;s sad that only the parts that got violent are being showcased by all the channels. We were looking forward to seeing the tractor parade with our flags flying proudly from the tractors,"{'document_tone': {'tones': [{'score': 0.742008, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.818552, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Please show us the orderly parade as well.', 'tones': [{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'It&#39;s sad that only the parts that got violent are being showcased by all the channels.', 'tones': [{'score': 0.898504, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'We were looking forward to seeing the tractor parade with our flags flying proudly from the tractors', 'tones': [{'score': 0.508282, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
S A,modi is ISI agent,{'document_tone': {'tones': []}}
osama1989ful,best,{'document_tone': {'tones': []}}
Nandini Dasgupta,"Interesting... The man who instigated a particular group of protesters just the previous night, and lead the violence and placed that flag on red fort- great &quot;Deep Sidhu&quot; happens to be Campaign Manager of Sunny Deol (BJP)...and seen in multiple photos with Modi and Amit Shah! Coincidence? Or....??","{'document_tone': {'tones': [{'score': 0.555754, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.834933, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Interesting...', 'tones': []}, {'sentence_id': 1, 'text': 'The man who instigated a particular group of protesters just the previous night, and lead the violence and placed that flag on red fort- great &quot;Deep Sidhu&quot; happens to be Campaign Manager of Sunny Deol (BJP)...and seen in multiple photos with Modi and Amit Shah! Coincidence?', 'tones': [{'score': 0.737512, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'Or....??', 'tones': [{'score': 0.99997, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Aizaz Khan,Jai jawan,{'document_tone': {'tones': []}}
Sk abdul Rahman,Removed Modi,{'document_tone': {'tones': []}}
Umer FarooQ,This tractor sitting   man  is killed by Police bullet then  tractor is out  of control all man in rally can not see that action properly,"{'document_tone': {'tones': [{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Umer FarooQ,Farmers should not go back from  Dehli because Modi is making plan to kill minority in India,"{'document_tone': {'tones': [{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Dulal Kumar Chakraborty,"There is a limit to everything. None but a fool thinks that a negotiation with the Govt. &amp; agitating farmers can continue for good without violence. After a critical point slowly suspicion, mistrust, frustration, anger &amp; finally violence are sure to follow each other. Primary-school drop-out Modi learnt from RSS only &amp; only one thing through-out his all life -- &quot;meet all descent with corporal or brutal force&quot; which often result in equal &amp; opposite retaliatory action. Modi introduced the bill without any prior consultation with the farmers&#39; body &amp; while negotiating Govt.stretch the limit to a length of absurdity compelling the situation to spiral out of hand &amp; that detonated the burst of captivated anger erupting, unprecedented violence. Govt is totally, entirely &amp; absolutely responsible for such mayhem similar to merciless genocide of minority in Delhi riot.","{'document_tone': {'tones': [{'score': 0.640673, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.586195, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.827093, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'There is a limit to everything.', 'tones': []}, {'sentence_id': 1, 'text': 'None but a fool thinks that a negotiation with the Govt.', 'tones': [{'score': 0.719665, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': '&amp; agitating farmers can continue for good without violence.', 'tones': [{'score': 0.54765, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 3, 'text': 'After a critical point slowly suspicion, mistrust, frustration, anger &amp; finally violence are sure to follow each other.', 'tones': [{'score': 0.574792, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'Primary-school drop-out Modi learnt from RSS only &amp; only one thing through-out his all life -- &quot;meet all descent with corporal or brutal force&quot; which often result in equal &amp; opposite retaliatory action.', 'tones': [{'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'Modi introduced the bill without any prior consultation with the farmers&#39; body &amp; while negotiating Govt.stretch the limit to a length of absurdity compelling the situation to spiral out of hand &amp; that detonated the burst of captivated anger erupting, unprecedented violence.', 'tones': []}, {'sentence_id': 6, 'text': 'Govt is totally, entirely &amp; absolutely responsible for such mayhem similar to merciless genocide of minority in Delhi riot.', 'tones': [{'score': 0.588701, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.935688, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
Sanjit Singh,The kisan group which broke the baricades was a fringe group led by Deep Sidhu who was BJP MP Sunny Deol&#39;s chief campaigner.  Deep Sidhu is close to the BJP party.  BJP wants this event to happen.,"{'document_tone': {'tones': [{'score': 0.621264, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.60773, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'The kisan group which broke the baricades was a fringe group led by Deep Sidhu who was BJP MP Sunny Deol&#39;s chief campaigner.', 'tones': [{'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Deep Sidhu is close to the BJP party.', 'tones': [{'score': 0.542884, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'BJP wants this event to happen.', 'tones': [{'score': 0.521255, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
shawn shawn,its like watching end of the world movie..... revolution on earth yeeehaaawww,"{'document_tone': {'tones': [{'score': 0.6667, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Umer FarooQ,Lllloooonnnngggg lllliiii vvvveeee kkkkhhhhaaaalllliiiissssttttaaaannnn,{'document_tone': {'tones': []}}
zahid jamil,Afghanistan mai proxy war kartay ho.ab pata chala,{'document_tone': {'tones': []}}
پاکستان لیبیا,دہلی تو گی لوٹی خالصتان زندہ باد,{'document_tone': {'tones': []}}
Hem Raj,Wo VIDEO kyu nhi dikhane diya <br>NDTV valo,"{'document_tone': {'tones': [{'score': 0.62166, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Vibha DiDi Agrwal,देश का किसान अन्नदाता है।                  इन हुडदंगीयों को किसान कहकर देश के किसानों का अपमान ना करे!मिडीया😢,"{'document_tone': {'tones': [{'score': 0.929398, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Anuj Kurchania,"जय जवान जय किसान✌️,<br>यह क्या कर दिया आज तुमने किसान,<br>तिरंगे का आज क्यो कर दिया तुमने अपमान,<br> आज के दिन याद करता था पूरा देश बलिदान,<br>धूमिल करदी आज तुमने उस गणतंत्र की आन, <br>जय जवान, पर बदल गया मेरा किसान 😭",{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Rahul Singh,Kahan chhup gaye aaj Ravish Babu...,{'document_tone': {'tones': []}}
N b,"First thing the supreme courts must order is to ban NDTV and arrest Pranob roy and Ravish Kumar. Also arrest Yogender Yadav. They have been showing years after years non stop continuous brainwashing people against the government,  they incite and fan such dramatic protests where people lose their own thought process as why are they even protesting. They become like a herd of cattle. What disgraceful stupidity happened on yesterday, ndtv must be held responsible as Godi Media of opposition. Violence was only and only from one side that is the goons acting as farmers by breaking the barriers and not respecting the law. Police were only doing its job and in return have to run to save own lives","{'document_tone': {'tones': [{'score': 0.56144, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.554206, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.712166, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'First thing the supreme courts must order is to ban NDTV and arrest Pranob roy and Ravish Kumar.', 'tones': [{'score': 0.621075, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.564476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Also arrest Yogender Yadav.', 'tones': [{'score': 0.546421, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 2, 'text': 'They have been showing years after years non stop continuous brainwashing people against the government,  they incite and fan such dramatic protests where people lose their own thought process as why are they even protesting.', 'tones': [{'score': 0.515847, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'They become like a herd of cattle.', 'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 4, 'text': 'What disgraceful stupidity happened on yesterday, ndtv must be held responsible as Godi Media of opposition.', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'Violence was only and only from one side that is the goons acting as farmers by breaking the barriers and not respecting the law.', 'tones': [{'score': 0.642137, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 6, 'text': 'Police were only doing its job and in return have to run to save own lives', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
sudhir fate,N d t v bhi jimeddar hai inko support kiya hai inhone,{'document_tone': {'tones': []}}
rayhaan ahmed,An uprising is necessary against this oppressive government. The farmers are a beacon of hope in these dark times.,"{'document_tone': {'tones': [{'score': 0.583052, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.950311, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'An uprising is necessary against this oppressive government.', 'tones': []}, {'sentence_id': 1, 'text': 'The farmers are a beacon of hope in these dark times.', 'tones': [{'score': 0.522754, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
Maher Nadeem,Love punjabi,"{'document_tone': {'tones': [{'score': 0.991375, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
pankaj kumar singh,"Aaj ravish kr prime time kyu nii kiya prevous prime time show m to bol rha tha ki farmer country ka dil jane ja rhe h aaj kha gya ravish kr kha h aaj muh m tala lg gya kiya <br><br>Aisa log ravish kr jaise sirf aur sirf opposite bolta h govt bill, govt policies etc pr  aaj jab time h bolne ka tab chup h",{'document_tone': {'tones': []}}
Ranveer singh Sangha,Ye sab planning se huya hai <br>Yaar kya bc ho geya,{'document_tone': {'tones': []}}
Ahmad Raza,Huge love for khalistan <br>Ban ker rhy ga khalistan,"{'document_tone': {'tones': [{'score': 0.888878, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
,,{'document_tone': {'tones': []}}
NA defense,Maza a gaya AJ 😁🤣😄,"{'document_tone': {'tones': [{'score': 0.796891, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
,,{'document_tone': {'tones': []}}
Akram Khan,Jai jawan.... Jai kissaan<br>Godi media murdabad.,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Paramjit Banerjee,Missing Indira Gandhi today. I salute Mrs Indira Gandhi as a PM. She handled the Law n order in the way with Iron hands.. She was so very correct. Only bullet is the remedy for these Hooligans these Antisocials in the name of farmers.,"{'document_tone': {'tones': [{'score': 0.922197, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Missing Indira Gandhi today.', 'tones': [{'score': 0.788586, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'I salute Mrs Indira Gandhi as a PM.', 'tones': []}, {'sentence_id': 2, 'text': 'She handled the Law n order in the way with Iron hands..', 'tones': [{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': 'She was so very correct.', 'tones': [{'score': 0.986078, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'Only bullet is the remedy for these Hooligans these Antisocials in the name of farmers.', 'tones': []}]}"
Haris Ayubi,Jai kisan phar do in sab cow matao ki gand,{'document_tone': {'tones': []}}
raju hegde,Danga supporter NDTV,{'document_tone': {'tones': []}}
Karma,"What Trump supporters did in USA these people are doing it in India,",{'document_tone': {'tones': []}}
Mustak Khan,Inclab jeyndabad,{'document_tone': {'tones': []}}
Mustak Khan,Jay hind,{'document_tone': {'tones': []}}
Fedrick Dsouza,All maybe game?...,{'document_tone': {'tones': []}}
ABDUL WAHAB,ISI💪🇵🇰🔥🐆,"{'document_tone': {'tones': [{'score': 0.545903, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Asif Sidhu,Where were Singham &amp; Chulbul Pandey.......,{'document_tone': {'tones': []}}
handsome boy,Indian ki lag gai waat Modi ki Ghand per aik aur damage wah wah wah wah maza aagayaa Khalistanio zindabaad,{'document_tone': {'tones': []}}
SUMAN LALA,jai hind 🇮🇳,{'document_tone': {'tones': []}}
Tanya Mishra,"Inki pahle sai planning thi, purimdinia mai.bharat ko naga kar.diya",{'document_tone': {'tones': []}}
Rajani Gurung,Who is responsible for today&#39;s incident... Farmers agitation spoiled by some... people. It&#39;s conspiracy... 😔,"{'document_tone': {'tones': [{'score': 0.847135, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Who is responsible for today&#39;s incident... Farmers agitation spoiled by some... people.', 'tones': [{'score': 0.542389, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'It&#39;s conspiracy... 😔', 'tones': [{'score': 0.80099, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
,,{'document_tone': {'tones': []}}
Tanya Mishra,Yogendra Yadav ko Lal kile par hi latka dena chaiye,{'document_tone': {'tones': []}}
Jonab Hussain,We oppose of the BJP government black rules and false promises,"{'document_tone': {'tones': [{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
,,{'document_tone': {'tones': []}}
