,message,created_time,sentiment
172,"['prabir', 'banerjee', 'pray', 'well']",2020-06-14T11:45:19+0000,0.0
173,['sad'],2020-06-14T12:05:21+0000,-0.5
174,"['god', 'happen']",2020-06-14T12:08:46+0000,0.0
175,"['ohh', 'sad', 'rip']",2020-06-14T12:14:30+0000,-0.5
176,"['die', 'sure', 'sure', 'suicide']",2020-06-14T12:17:09+0000,0.5
177,['rip'],2020-06-14T12:29:03+0000,0.0
178,"['om', 'shanti']",2020-06-14T13:07:42+0000,0.0
179,"['sourabh', 'jaiswal', 'copy', 'paste', 'agree']",2020-06-14T13:11:55+0000,0.0
180,['sad'],2020-06-14T13:12:11+0000,-0.5
181,"['confirm', 'commit', 'suicide']",2020-06-14T13:20:24+0000,0.0
182,"['never', 'think', 'depression', 'dangerousreally', 'sad', 'time', 'people', 'earn', 'stardom', 'early', 'age', 'handlesomething', 'crazy', 'stardom', 'worldso', 'many', 'actor', 'day', 'commit', 'reall', 'sad']",2020-06-14T14:40:31+0000,-0.2
183,"['sad', 'rip']",2020-06-14T15:18:10+0000,-0.5
184,['rip'],2020-06-14T16:59:53+0000,0.0
185,"['two', 'day', 'manager', 'commit', 'suicide']",2020-06-14T17:00:46+0000,0.0
186,"['ritwik', 'dasgupta']",2020-06-14T17:34:10+0000,0.0
187,"['suicide', 'nothing', 'use', 'patient', 'always', 'try', 'normal', 'way', 'live', 'adjust', 'much']",2020-06-14T18:54:50+0000,0.16212121212121214
188,"['people', 'please', 'stop', 'judge', 'book', 'coversphysical', 'pain', 'treatedbut', 'deep', 'sorrow', 'hurt', 'person', 'lotnone', 'know', 'go', 'throughjust', 'pray', 'soul', 'pain', 'free']",2020-06-14T19:11:27+0000,0.2
189,"['alive', 'didnt', 'think', 'let', 'die', 'use', 'mourn', 'samething', 'rich', 'people', 'also']",2020-06-14T19:16:10+0000,0.2375
190,['rip'],2020-06-14T19:17:13+0000,0.0
191,"['rest', 'peace']",2020-06-14T20:08:34+0000,0.0
192,"['om', 'shanti', 'rip']",2020-06-14T22:18:57+0000,0.0
193,"['vardhman', 'patel', 'worst', 'may', 'go', 'suicide', 'solution', 'age', 'people', 'still', 'struggle', 'earn', 'time', 'food', 'whatever', 'case', 'may', 'need', 'fight']",2020-06-14T22:42:01+0000,-1.0
194,['rip'],2020-06-14T23:17:07+0000,0.0
195,"['depression', 'treatable', 'please', 'see', 'doctor', 'go', 'give', 'medicine', 'depression', 'solution']",2020-06-15T00:17:21+0000,0.0
196,"['yasmin', 'felix', 'webb', 'rip']",2020-06-15T00:25:54+0000,0.0
197,"['simpy', 'sathoo', 'shock']",2020-06-15T00:26:24+0000,0.0
198,"['nidhi', 'kamath', 'soo', 'sad', 'ji']",2020-06-15T00:26:55+0000,-0.5
199,"['raghani', 'upadhayay', 'u', 'r', 'right']",2020-06-15T00:27:10+0000,0.2857142857142857
200,"['unbelievable', 'news', 'oh', 'god', 'happen', 'shock', 'om', 'santi']",2020-06-15T00:45:35+0000,-0.25
201,['pranamam'],2020-06-15T01:13:11+0000,0.0
202,"['nice', 'tribute', 'sushant']",2020-06-15T01:22:34+0000,0.6
203,"['lalbiaksanga', 'molshoy', 'molshoy']",2020-06-15T01:29:54+0000,0.0
204,"['may', 'soul', 'rest', 'peace']",2020-06-15T02:01:44+0000,0.0
205,"['strange', 'could', 'murder', 'manager', 'allegedly', 'commit', 'suicide', 'day', 'ago', 'push', 'god', 'know', 'rip', 'dear', 'one']",2020-06-15T02:05:30+0000,-0.07500000000000001
206,"['god', 'give', 'peace', 'soul']",2020-06-15T02:06:11+0000,0.0
207,"['commit', 'suicide', 'coward', 'dont', 'understand', 'trend', 'definitely', 'set', 'trend']",2020-06-15T02:12:26+0000,0.0
208,"['rip', 'sushant', 'u', 'b', 'greatly', 'miss', 'u', 'fine', 'actor']",2020-06-15T02:38:52+0000,0.6083333333333334
209,"['people', 'kill', 'quittersbut', 'unable', 'find', 'solution', 'reason', 'make', 'value', 'livesit', 'also', 'show', 'isolate', 'people', 'become']",2020-06-15T02:38:57+0000,-0.5
210,"['sridhar', 'dharmapadam', 'kill', 'oneself', 'require', 'couragebut', 'reason', 'best', 'know', 'oneself', 'choose', 'death', 'life']",2020-06-15T02:40:31+0000,1.0
211,['rip'],2020-06-15T02:55:58+0000,0.0
212,"['sadly', 'choose', 'climax', 'horrible', 'one', 'rip', 'sushant']",2020-06-15T03:18:31+0000,-0.75
213,['tragic'],2020-06-15T04:27:23+0000,-0.75
214,"['fully', 'agree', 'comment', 'janet', 'pereira']",2020-06-15T06:24:55+0000,0.0
215,"['clear', 'example', 'complicate', 'life', 'keep', 'desire', 'check', 'engage', 'spiritual', 'pursuit']",2020-06-15T07:34:11+0000,0.05000000000000001
216,['rip'],2020-06-15T17:52:25+0000,0.0
217,"['shock', 'may', 'soul', 'rest', 'peace']",2020-06-15T18:56:50+0000,0.0
218,"['om', 'mani', 'padmae', 'hum']",2020-06-16T05:16:41+0000,0.0
219,"['murder', 'film', 'faternity']",2020-06-16T21:25:59+0000,0.0
220,"['u', 'gem', 'bollywood', 'industryrip']",2020-06-16T21:38:32+0000,0.0
221,['murder'],2020-06-17T04:08:13+0000,0.0
222,"['truth', 'never', 'cm']",2020-06-17T04:08:41+0000,0.0
223,"['lalbiaksanga', 'molshoy', 'molshoy', 'wt', 'r', 'u', 'blame', 'others', 'yr', 'whole', 'lifeu', 'r', 'bear', 'go', 'helll']",2020-06-17T04:12:54+0000,0.2
224,"['shweta', 'jha', 'donate', 'kerala', 'flood', 'time', 'alson', 'many']",2020-06-17T04:13:47+0000,0.5
225,"['murdertook', 'bribe', 'n', 'declare', 'murder']",2020-06-17T04:17:07+0000,0.0
