Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Kirandeep Kaur,"Farmers koo essential commodities ki supply close kr deni chahiye urban areas koo tb pta chlye ga ki farmers terrorist hai ja khalistani. Farmers is only farmers, they all are human beings not terrorists or khalistani.STOP blaming them.............",2021-01-31T04:44:00Z,0,0,,,,
Truth Truth,Why all the Indian media against public. They just looking to excuse to sad bad to farmer,2021-01-29T08:37:02Z,0,0,,,,
magic dhamaka,Andhi sarkar andhe log,2021-01-28T14:18:10Z,0,0,,,,
Raghu Pv,Farmers - the illeterate morons! Should belt each of them who are on road protesting,2021-01-28T13:09:15Z,0,0,,,,
Pankaj Chaudhary,Kutti media,2021-01-28T03:41:32Z,0,0,,,,
Ranjith Kumar,Panjab wasted,2021-01-27T18:19:02Z,1,0,,,,
Gangu,ಈಗೀನ ಕೇಂದ್ರದಲ್ಲಿರುವ  ಬಿ ಜೆ ಪಿ ಸರಕಾರದ ಎಮ್ಮೆ ಚರ್ಮದ ಪ್ರಮುಖ ದುರಾಡಳಿತಗಾರ ಮೋದಿಗೆ ಯಾಕೆ ದೇಶದಲ್ಲಿನ ರೈತರ ತೀವ್ರ ಹೋರಾಟ ಕಾಣಿಸುತ್ತಿಲ್ಲವೇ ...ಸಂವೇದನಾ ಶೀಲತೆಯನ್ನು ಕಳೆದುಕೊಂಡಿರುವ ಅನೈತಿಕತೆಯ ಆಗರವೇ ಈ ಮೋದಿಗೆ ...ಈ ಮೋದಿಯ ಸಹೋದ್ಯೋಗಿ ಕೃಷಿ ಸಚಿವ ಲೋಫರ್ ತೋಮರ್ ಎಂಬುವನು ಹೇಳುತ್ತಾನೆ ಕೃಷಿ ಕಾಯ್ದೆಗಳನ್ನಾ ಒಂದೂವರೆ ವರ್ಷ ಜಾರಿಗೆ ತರದೇ ಅಮಾನತ್ತಿನಲ್ಲಿಡುವುದೇ ರೈತರಿಗೆ ಕೊಡುತ್ತಿರುವ ದೊಡ್ಡ ಊಡುಗರೇ ಎಂದೂ ಹೇಳಿಕೆ ನೀಡುತ್ತಾನೆ ..ಮತ್ತೊಬ್ಬ ಕರ್ನಾಟಕದ ಆವಿವೇಕಿ   ಬಿ ಜೆ ಪಿ  ಸಚಿವ ಜಗತ್ತು ಕಿಲಾಡಿ ಶೆಟ್ಟಿ ಹೇಳುತ್ತಾರೆ ಎ ಪಿ ಎಂ ಸಿ ಮಾರುಕಟ್ಟೆಗಳನ್ನೇ ರದ್ದು ಮಾಡಲಾಗುವುದೆಂದೂ ...ಒಟ್ಟಾರೆ ಬಿ ಜೆ ಪಿ ಯ ವಿರುದ್ದ ಅಥವಾ ಸರಕಾರದ ವಿರುದ್ದ ಮಾತಾನಾಡುವ ರೈತನಾಗಲಿ ಸಾಮಾನ್ಯ ನಾಗರೀಕನಾಗಲಿ ಬಿ ಜೆ ಪಿ ಪಕ್ಷದವರಿಂದ ದೇಶ ದ್ರೋಹಿಗಳೆಂಬ ಅಥವಾ ಉಗ್ರವಾದಿಗಳು ಎಂಬ ಹಣೆಪಟ್ಟಿ ಸಿದ್ದವಾಗಿರುತ್ತದೆ ...ಮೋದಿಯವರೇ ಈ ದೇಶದ ರೈತರನ್ನೂ ತಡೆಯುವ ಯಾವುದೇ ಶಕ್ತಿಯು ಇನ್ನೂ ಹುಟ್ಟಿಕೊಂಡಿಲ್ಲ ಅದು ಸಾಂವಿಧಾನಿಕ ಸಂಸ್ಥೆಗಳಾಗಲೀ ಅಥವಾ ಸಾಂವಿಧಾನಿಕ ಅಂಗಗಳಾಗಲಿ ರೈತರಿಗೆ ತಲೆಬಾಗಲೇಬೇಕು ...ಮೋದಿಜೀ ನಿಮ್ಮ 56 ಇಂಚಿನ ದಪ್ಪ ಎಮ್ಮೆ ಚರ್ಮವನ್ನು ಚೆನ್ನಾಗಿ ಹದ ಮಾಡುವುದು ನಮ್ಮ ದೇಶದ ರೈತರಿಗೆ ಗೊತ್ತಿದೆ. ಎಚ್ಚರ  ಎಚ್ಚರ ಎಚ್ಚರ ಮೋದಿಜಿ!!!!ಕೂಡಲೇ ನಿಮ್ಮ ಬೆರಳೆಣಿಕೆ ಉದ್ಯಮಿ ಸ್ನೇಹಿತರಿಗಾಗಿ  ಜಾರಿಗೆ ತಂದಿರುವ ರೈತ ವಿರೋಧಿ ಕೃಷಿ ಕಾಯ್ದೆಗಳನ್ನಾ ಹಿಂಪಡೆಯಲೇ ಬೇಕು ಇಲ್ಲದೆ ಹೋದರೆ ರೈತರು ತಾರ್ಕಿಕ ಅಂತ್ಯವನ್ನು ಹಾಡಲು ನಿಮ್ಮ ಅಧಿಕಾರದ ಅಧಪತನಕ್ಕೆ ಕೊಂಡಾಯ್ಯಲ್ಲಿದ್ದಾರೆ ...,2021-01-27T18:07:31Z,0,0,,,,
Mandal,Desh ki Gaddar....,2021-01-27T17:00:25Z,0,0,,,,
Mandal,These are just terrorist nothing else.... <br><br>Sabko golii mardenaa chahiye,2021-01-27T16:58:43Z,0,0,,,,
Azi Mirza,Go for Khalistan we are with you,2021-01-27T10:59:34Z,0,0,,,,
