Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Mansoor Butt,we are sooooo happy that a &quot;Chaye wala&quot; is destroying Endia and wow with what a speed...!!!,2021-02-14T16:43:42Z,0,0,,,,
feroz kumar,Rahul Gandhi and all opposition leaders instigated the violence.  Delhi Police should here after not to give protection to such bad politicians.,2021-01-30T03:14:09Z,0,0,,,,
RameshChander Thakur,Jayhind  Alicante Espan&#39;a,2021-01-28T15:30:16Z,0,0,,,,
Vijai Natvarlal,Is rajdip sardesai still free..?!!!,2021-01-28T12:26:12Z,0,0,,,,
Mahendra Dhiman,"Mr Chadda, you talking through the proverbial! How do you know it’s detrimental?",2021-01-28T11:53:47Z,0,0,,,,
Mahendra Dhiman,Amarinder is keeping quiet!,2021-01-28T11:37:45Z,0,0,,,,
Traveller Life,BJP party deliberately wanted this situation so that they can divert the core issue to farm law to something else.  They did same in CAA .  Who knows some elements  are their sympathizers ?  Unless people of this country  do not support laws made are properly discussed in parliament and voted . (Voice vote for core issues are farce and cheating)  Opposition party also responsible  most of the MP are irresponsible   because of their attendance in parliament is questionable . There is zero unity with opposition too,2021-01-28T02:03:43Z,0,0,,,,
bhaskar aditya,Exclude Rajdeep Sardesai from India Today Group to spread fake news.  This is important for your channel.,2021-01-27T20:03:37Z,0,0,,,,
ndev S,....I am also son of a farmer. Same same on myself to be called a farmer&#39;s son!,2021-01-27T18:16:05Z,2,0,,,,
mandeep hundal,No media is free from goverment influence  today.your digging your own grave.🤬🤬🤬🤬🤬,2021-01-27T16:25:50Z,0,0,,,,
Vijai Natvarlal,Arrest all farmers immediately,2021-01-27T15:37:28Z,0,0,,,,
Vijai Natvarlal,"Don&#39;t lie, nobody has sympathy across the India, only Punjab",2021-01-27T15:31:17Z,0,1,,,,
,,,,,Vidya Nagarajan,Also add Tan8lnadu who are anti BJP and supporting  these rioters,2021-01-28T04:17:31Z,2021-01-28T04:17:31Z
Vijai Natvarlal,Arrest all farmers immediately,2021-01-27T15:29:23Z,0,0,,,,
ranjeet modi,Arrest Rajdeep..... Arrest Rajdeep..........Arrest Rajdeep.............,2021-01-27T14:31:49Z,0,0,,,,
ranjeet modi,"Where is Lier Rajdeep Sardesai, He should be arrested for falsely reporting of police shooting. Why India Today is keeping him!!!!!!",2021-01-27T14:29:43Z,0,0,,,,
Atanu Mandal,Gosh! only the blind commies saw this &quot;farmers protest&quot; as a genuine movement against oppressive farm laws.,2021-01-27T13:24:32Z,1,0,,,,
San Vas,Anything anti social needs tough response,2021-01-27T12:37:45Z,0,0,,,,
NP H,"Why govt is not doing anything <br>If you stay silent people of india will reject you in coming elections.<br>Why you people not using force against these dogs. They are not farmers they proved themselves. <br>At least take strict action against them, so that no one could dare to do this again. Otherwise your govt will also blamed for being weak.<br>  You need to destroy these people before you fight against others.",2021-01-27T11:33:08Z,0,0,,,,
Nehal katre,Abhijit sir is here 😁😁😁😁😁........ Wow,2021-01-27T10:33:38Z,0,0,,,,
Ravi IndeR Singh,i completely boycott godi media,2021-01-27T08:33:19Z,0,0,,,,
Ravi IndeR Singh,Godi media ..defaming legitimate protest,2021-01-27T08:30:26Z,0,2,,,,
,,,,,Abode,Jaahil community,2021-01-27T11:18:55Z,2021-01-27T11:18:55Z
,,,,,Vidya Nagarajan,Fake farmers  prote6 done by goons,2021-01-28T04:25:52Z,2021-01-28T04:25:52Z
Rita Malhotra,"Raghav Chadda, home minister is to be spoken of as &#39;himself&#39; n not itself and don&#39;t blame the govt. for everything as has become habituel with the opposition",2021-01-27T08:16:15Z,0,1,,,,
,,,,,Rita Malhotra,"When leaders assured a peaceful rally, they should have ensured that it is...no excuses mean anything now...",2021-01-27T08:19:08Z,2021-01-27T08:19:08Z
Preety Mittal Roy,"Very sad, all this because of vote bank politics. Some very very strong action is requested from the government.",2021-01-27T07:10:33Z,0,0,,,,
SatishH H,Really don&#39;t understand why junk yogendra yadav in this farm agitation? What is his role he is a failed politician only good for his useless comments. He should be behind bars for misguiding these union leaders. He and Prashant bhushan most useless citizens of this country,2021-01-27T06:45:12Z,0,0,,,,
B K,"First question , Why Delhi police allowed them. What happened to defense ministry . If they can&#39;t protect Delhi then how we protect China border 🤭🤔,  Need independent panel to investigate.",2021-01-27T06:42:03Z,0,3,,,,
,,,,,Viraj Prabhu,Police and armed force r two different units,2021-01-27T16:09:21Z,2021-01-27T16:09:21Z
,,,,,Vidya Nagarajan,Because SC had given the permission and did not stop the rally when government filed the petition,2021-01-28T04:20:11Z,2021-01-28T04:20:11Z
