Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
sandeep pasupula,Violdng protest......this is preplanned agenda by opposition party,2021-01-28T19:42:17Z,0,0,,,,
Pradeep Kumar,fake protest,2021-01-28T18:26:05Z,0,0,,,,
Simha's IAS,"Some anti-social elements have transformed the peaceful protest in to violence.therefore,formers should not lose hope in the democratic process to resolve the problem regarding agricultural laws.",2021-01-28T07:08:13Z,0,0,,,,
༒Parasyte༒,We don&#39;t need terrorist when we have farmers,2021-01-26T20:25:05Z,3,0,,,,
Samir Bhattacharya,Jai jawan jai kishan 🙏🙏,2021-01-26T15:04:11Z,3,0,,,,
Ritik kumar,होय गया आंदोलन 😂😂🤣,2021-01-26T13:07:33Z,1,0,,,,
Vinod Arvind Singh,Government should call for Paramilitary,2021-01-26T12:40:29Z,0,0,,,,
krsnaj,Our great Govt.. made this possible... 🙏🙏🙏GOD PLEASE SAVE INDIA 🙏🙏🙏,2021-01-26T12:39:11Z,1,0,,,,
funforevery1,چل میرا پتر مودی چھٹی کر 😂,2021-01-26T12:08:42Z,0,0,,,,
shafi jalal,India is ruled by the followers of the British and the traitors of India.  But India had gained independence from the British and we will gain independence from the British followers. Jai kisan jai javan...💪 Jai Hind,2021-01-26T12:02:47Z,1,0,,,,
funforevery1,کشمیر میں بھارتی فوج نے جو کیا<br> ان کشمیری غریبوں کی بددعا لگی ہے درندھ مودی کو,2021-01-26T11:57:27Z,0,0,,,,
Unmuted By Nature,"DEMOCRACY IS ENDING | DEMOCRACY IS BURNING <br>I was supporting farmers, until I saw this. <br>Now I have anger not against the Government but against the people who are protesting. US is in mess with Parliament attack and India with the red fort, that too on Republic Day, the day since the Constitution passed into motion. <br><br>This 2021 is EVEN MORE THREATENING",2021-01-26T10:51:24Z,1,0,,,,
I love Kpop,Kisan ya Hijra ha ea,2021-01-26T10:28:53Z,0,0,,,,
Sanjaya Krishnan,Those who went to red fort and damaged buses were probably bjp agents.. Govt using shameless tactics after using SC and national agencies to carry out their agenda..,2021-01-26T10:08:47Z,0,1,,,,
,,,,,Rhea Rawat,"Oh really, how are you so damn sure about that?? Were you one of them? Just stop talking rubbish about The Indian Government",2021-01-28T14:01:03Z,2021-01-28T14:01:03Z
Great Girl,"The people who broke buses have been caught, they are sent Intentionally by the cowards 😡....to blame farmers",2021-01-26T09:23:01Z,0,1,,,,
,,,,,Damanjit Singh,"It&#39;s called direct action, there is no revolution without it..stop being soft.",2021-01-26T10:08:12Z,2021-01-26T10:08:12Z
Great Girl,Your ‘English NDTV’ is such a hypocrite <br>Did you check today’s news <br>Tell them to change the name of their channel,2021-01-26T09:20:21Z,0,0,,,,
Vijay,Govt ( corporates ) vs  farmers,2021-01-26T09:16:27Z,0,0,,,,
Techno Solution,"They are not farmers they are the enemies of India. And they intentionally choose republic day to do this, because they are enemy",2021-01-26T09:13:06Z,0,0,,,,
bnglr,If the govt repelled China with this much force they wouldn’t have built a village in Indian land,2021-01-26T09:11:27Z,0,1,,,,
,,,,,I'm The Batman,They did in sikkim recently...,2021-01-26T14:19:02Z,2021-01-26T14:19:02Z
ARVIND SINGH,Kya india me punjab hariyanake kisaan hai baaki rajyo ke kisano ko to koi dikkat nhi hai...,2021-01-26T09:08:30Z,0,0,,,,
Chanda Devi,How can this be done on the farmers?<br>Trying very hard to break the peaceful protest.,2021-01-26T08:49:19Z,0,1,,,,
,,,,,Rhea Rawat,Did you find those protests peaceful?? The protesters were hitting the policemen with swords and what not. Even then the police didn&#39;t even fire a bullet or did something to hurt them.,2021-01-28T13:53:52Z,2021-01-28T13:53:52Z
ƱKISAN LIVES MATTER BOYCOTT BHAGODA JAICHAND PARTYƱ,"ANTI FARMER GOVT MURDABAD<br>JAI KISHAN<br>JAI ANNADATA<br>INQELAB ZINDABAD.<br>BHARAT KISAN DIWAS ZINDABAD<br>F00DDD00 MEDIA MURDABAD<br>Waheguru ji ka khalsa waheguru ji ki fateh<br>JO BOLE SO NIHAL SAAT SRI AKALA",2021-01-26T08:40:12Z,1,0,,,,
Sumit Jaiswal,Congrats NDTV for supporting anarchy in this country,2021-01-26T08:38:27Z,0,0,,,,
Hassan Ali,Rip democracy,2021-01-26T08:26:23Z,0,0,,,,
Hassan Ali,Rip constitution ❤️,2021-01-26T08:26:16Z,0,0,,,,
Hassan Ali,Shameful 🥺🥺🥺,2021-01-26T08:26:04Z,0,0,,,,
ClassicGames 90’s,Eh Punjab Aa Punjab Cheeka Marva Dyange<br>Pairan Thale Agg Macha Deyange Agg<br>Eh Odhe Varis Ne Jinne Sawa Lakh Naal<br>Ik Ladaya,2021-01-26T08:19:30Z,0,0,,,,
One Above All,News Channel says they are not Farmers from now on please please carry your Land and trade Papers with for confirmation with your license brothers.😂😂😂,2021-01-26T08:18:01Z,1,0,,,,
Anup Sethi,Good job by police,2021-01-26T08:13:01Z,0,0,,,,
Varun Parashar,NDTV at least tell complete news. This is all riots created by radical elements not farmers.,2021-01-26T08:12:01Z,0,0,,,,
samuel raju,Till when are these bullies expecting to keep up with farmers patience.....shocked and thrilled with the way this govt is working...,2021-01-26T08:08:58Z,0,0,,,,
Tay TK,Sad to see Indian Farmers fighting to protect their rights being Harvested By Armef Indian Police,2021-01-26T08:01:45Z,0,0,,,,
Abhinav Panwar,Bjao or bjao🤣🤣,2021-01-26T07:58:25Z,0,0,,,,
priyam bajpai,"This is not a Farmer&#39;s character,<br>showing indiscipline, hooting, brings disorder, chaos, sense of restlessness.",2021-01-26T07:54:47Z,1,0,,,,
intellectual boy,"Shameless, senseless and cruel gov <br>No farmer no food<br>This gov will never understand <br>🚜🚜🇮🇳🇮🇳🇮🇳",2021-01-26T07:52:04Z,0,1,,,,
,,,,,Pradeep Chauhan,How true. You must rue the decision of your grandfather to stay here inspite of  voting for Pakistan. Democracy has give right to protest  peacefully and what could be more peaceful than this march. You yourself are a follower of religion of peace and should like it the most. But nothing is going to happen 100 crore actual farmer members are watching quietly this drama going in the name of farmers.,2021-01-26T08:00:02Z,2021-01-26T08:00:02Z
Avtar Singh,Shame on center govt,2021-01-26T07:51:45Z,0,0,,,,
Mohammed Ghouse,Desh ke citizens pe zulm ho raha hai. iss taraha kisano pe zulm karna zulm hai.,2021-01-26T07:49:51Z,0,0,,,,
Pradeep Chauhan,Peaceful  Farmers march . Great.,2021-01-26T07:49:31Z,0,2,,,,
,,,,,bnglr,Go away bhakt and learn English,2021-01-26T09:13:03Z,2021-01-26T09:13:03Z
,,,,,Pradeep Chauhan,@bnglr : Mein tum jaison ko padhata hoon.,2021-01-26T09:18:00Z,2021-01-26T09:18:00Z
SURESH NAMALA.(Indian Baptist Society),What happened to my india,2021-01-26T07:48:41Z,0,0,,,,
Akash Yadav,They aren&#39;t terrorist shame on Modi government and there Bhakts !!!,2021-01-26T07:46:52Z,1,0,,,,
ButtButtmijaz MijazButt,Geo sikh Brother&#39;s,2021-01-26T07:45:53Z,0,0,,,,
paramnoor kaur,😤😤😤police ne kisan ko dhokha dia permision ke bawjood subah bericade laga diye to kisan bharak gaye or samjhouta tor dia jimedar srkar hai kisan nahi,2021-01-26T07:45:17Z,0,1,,,,
,,,,,Rhea Rawat,Agar galat route par jayenge toh yahi hoga na,2021-01-28T14:01:46Z,2021-01-28T14:01:46Z
SHILPA BANSODE,Shame on bjp govt delhi shame on delhi  police,2021-01-26T07:44:51Z,0,0,,,,
Priyanka Gowda,What’s happening!! Government and farmers should come into some conclusion. This is disgusting in amaid covid situation,2021-01-26T07:44:10Z,0,0,,,,
Harjit Kaur,Kisan ekta zindabaad,2021-01-26T07:43:28Z,0,0,,,,
Abhishek Kumar,Farmers are breaking the permissible area,2021-01-26T07:42:49Z,1,0,,,,
Abjiert Kumar,In desh drohi  toko jai hind,2021-01-26T07:42:44Z,0,0,,,,
Jyoti Ranjan Rout,Stringent action should be taken against all the miscreants. Hooliganism cannot be tolerated in a great country like India.,2021-01-26T07:42:30Z,2,0,,,,
Sidhu moose wala,Wmk,2021-01-26T07:42:28Z,0,0,,,,
