Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Ajit Ray,Annadatta Gaddar gang ko joota maarke NSA me ander koro.,2021-01-27T09:26:46Z,0,0,,,,
Jagtarsingh Bhatti,Media biki huyi hai woh bhi kuch tukdo par,2021-01-27T08:53:21Z,0,0,,,,
Jagtarsingh Bhatti,Kisan majdur ekta jindabaad,2021-01-27T08:52:55Z,0,0,,,,
Deepak sri,Jai jawan,2021-01-27T07:18:09Z,0,0,,,,
Sudhakar Maniam,Arrest Tikait the union leader. He is the sole cause for all violence.<br>He was urged by Indian Oppn parties  for this violence.,2021-01-27T04:37:56Z,0,0,,,,
ModiTheGandu,Modi and BJP are without a doubt the worst thing to ever happen to India. The economy has tanked. Discrimination against minorities is through the roof. One protest after another. The government&#39;s response is to use their media outlets to blame Pakistan. Why is your economy garbage? Pakistan. Why did China invade and take your land? Pakistan. Why was your pilot get captured in Pakistan? Pakistan🤦,2021-01-27T03:58:50Z,1,0,,,,
Petum Ronya,Prime minister Narendra Modi should be so shamed that he can&#39;t even face his citizens farmers who elected him .. so shameless bjp government....,2021-01-27T03:14:00Z,0,0,,,,
Harjot kaur Sekhon,No Happy republic day . See it&#39;s not the definition of republic country where government is the only owner.,2021-01-27T02:23:15Z,0,0,,,,
Waqes Khan,Modi g we love u 🙏😍💕,2021-01-26T22:27:52Z,0,0,,,,
Mein Bird,Where are the RSS dogs right now?,2021-01-26T15:30:33Z,0,1,,,,
,,,,,B youtuber,F***G you...look behind....lol,2021-01-27T23:22:53Z,2021-01-27T23:22:53Z
lokesh yr,"Almost 90%soilders are from farmers background family, we all  eat food grown from farmers and take protection from their children&#39;s(army) so we should support those people&#39;s and  it is duty of every Indian  including modiji and amitji ,jai Jawan jai Kishan jai bharatmata🙏.",2021-01-26T11:58:37Z,1,1,,,,
,,,,,Nagendra Singh,Very True... Farmers give their son to feed and to fight for country,2021-01-26T17:26:43Z,2021-01-26T17:26:43Z
Sitakant Sahoo,Oh india today. ...what a propaganda 🖕🖕🖕🖕🖕,2021-01-26T11:00:43Z,0,0,,,,
ਉਂਕਾਰ ਸਿੰਘ,"Outsiders like Americans will be laughing and joking that police are beating on the people because of their hands in the corporate takeover., hopefully the farmers get their rights before it gets out of hand.",2021-01-26T10:25:07Z,0,0,,,,
Gokul Sarath,Khalistani people have infiltrated the protests.,2021-01-26T10:04:45Z,0,0,,,,
azim zoom,This all pepople not kisan <br>Only adanai ambani modi bhagwat are kisan<br>Godi media🖕🖕🖕,2021-01-26T09:47:11Z,0,0,,,,
kiran vijaysharma,THOSE FAKE FARMERS BROKE ALL THEIR PROMISE OF A PEACEFUL PROTEST AND TURNED INTO A TERRORIST ATTACK TYPE SITUATION IN OUR CAPITAL,2021-01-26T08:36:52Z,1,0,,,,
vishal kumar,Indira Gandhi ne theek karvaya tha is SAB sikho ke sath,2021-01-26T08:19:08Z,0,0,,,,
vishal kumar,Aatankwadi khalistani,2021-01-26T08:18:54Z,0,0,,,,
