Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Dharmesh Marfatiya,वो 4 लाख ट्रेक्टर और मुफ्त् का खाना सिर्फ देश मे तांडव के लिए ही थे <br>बाकी मुसीबत मे तो लोगो की मदद करने<br> अडानी अंबानी ही आ रहे है,2021-05-01T18:15:10Z,1,0,,,,
LEGEND gamer YT,Hr lao jattan nl pange 💪🏿💪🏿,2021-04-10T08:49:38Z,0,0,,,,
The Green Yeets,Modi should get betrayed by his own bodyguards like what happened in the past,2021-02-03T05:25:52Z,1,0,,,,
Shas tv,The Indian government just working for the Ambani and Adani group not any other Indians .... god bless all the farmers who feed everyone,2021-02-01T04:20:45Z,0,0,,,,
blah blah blah blah,Delhi police murdabad.....bjp worst party,2021-01-29T17:57:27Z,0,0,,,,
Nikhil syal,Unsubscribing NDTV after watching how they sort there comment section.. Pappu media,2021-01-29T06:08:08Z,0,0,,,,
Nikhil syal,NDTV sort hate comment section  on top... And those who saying truth will difficult to find out... Ye sab congress ka kaam hai... Pappu sena 😡,2021-01-29T06:01:19Z,0,0,,,,
Sagar Gupta,सवा लाख से एक लड़ाऊं और भारत माता की तिरंगे को फेंक कर खालिस्तानी कहलाऊं।<br><br>जिस तिरंगे में भारत माता के वीर जवानों को जीना और मरना सिखाया जाता है उसी तिरंगे को लाल किला के बाहर दिनदहाड़े फेंका जा रहा है।<br>जब भारत माता के तिरंगे को लाल किला के बाहर फेंका गया तो इसका विरोध वहां पर मौजूद किसी भी सिख ने नहीं किया इसका मतलब साफ है कि वहां पर मौजूद सारे के सारे सीख खालिस्तानी थे।<br><br>किसान विधेयक पर फैसला आए या ना आए पर जिसने इस घटना को अंजाम दिया उसे उसी लाल किला के बाहर जिंदा लटका दिया जाना चाहिए।<br>अगर आज यह कदम ना उठाया जाए तो इन खालिस्तानयो को बल मिल जाएगा और यह बढ़ते ही चले जाएंगे और बढ़ते ही चले जाएंगे।<br><br>जिस दिन इस प्यारे से तिरंगे के नीचे खड़े होकर हम शांति और अमन की बातें करते हैं और सुरक्षित महसूस करते हैं उसी दिन उन खालिस्तानीयों ने इस भारत माता के तिरंगे को फेंक कर पूरे भारत के दिलो को ठेस पहुंचाया है।<br><br>जवाब दिया जाना चाहिए उन खालिस्तानीयों को।<br><br>अतः आप सभी भारत वासियों से निवेदन है आवाज उठाएं इतना जोर से आवाज उठाएं कि सारे के सारे खालिस्तानी हम देशभक्तों की आवाज सुनकर या तो यह देश छोड़कर चले जाएं या तो ये हमारी दहाड़ सुनकर मर जाए।<br><br>जय हिंद जय भारत। जय जवान जय किसान।,2021-01-28T21:13:26Z,0,0,,,,
HARSHA,Is CIA is getting fucked at home? Don&#39;t they know the plan change overnight?,2021-01-28T15:47:31Z,0,0,,,,
Karthik Victor,Illiterate in comment section 😂😂,2021-01-28T14:48:59Z,1,0,,,,
