Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Pemninder Singh,Shame Shame Shame 😂😂😳😳<br>Shame Shame Shame 😂😂😳😳<br>To the Central Government -- and Delhi Police misguided. By wrongfully guiding Farmers . <br>Very sad to very wrongfully Conducted News 🗞️🗞️ that doesn&#39;t represent truth. Shame Shame Shame 😂😂😳😳<br>😂😳😳 Shame the way you covered,2021-09-20T22:48:01Z,0,0,,,,
Jatt Bande,At 42 mint jatt ne jwa shi gll kiti,2021-09-09T04:04:47Z,0,0,,,,
Rohan Singh,किसान एकता जिंदाबाद 💪💪💪💪💪🙏🙏🙏🙏,2021-09-05T11:33:42Z,0,0,,,,
Rohan Singh,Jay kishan,2021-09-05T11:33:05Z,0,0,,,,
Vishal Goel,AB YE KON JHUTH FAILA RHA H KI KISAN GUNDE H? YE TO JOKER H 🃏🃏🃏🃏🃏🃏🃏,2021-09-05T09:02:00Z,0,0,,,,
Vinay drm,"<a href=""https://www.youtube.com/watch?v=aC2brl3qDWw&amp;t=10m32s"">10:32</a> anti tank gun",2021-09-04T08:29:09Z,0,0,,,,
Babar Ali,Hero Afghan taleban zindabad<br>Ab ghazwa-e-hind hone wala hai<br>Afghan taleban Ka Agla mission Maqbooza Jammu Kashmir ko India Se Azad karwana hai Har Hal Mein Har Surat mein Inshallah<br>Ab Waqt Aa Gaya hai India ke tukde tukde hone ka Inshallah<br>Maqbooza Jammu Kashmir ki azadi tak aur India ki barbadi tak Afghan taleban ki Pakistan ki China ki Turki ki Jung Jari Rahegi India Se Inshallah Ameen,2021-09-01T08:20:56Z,0,0,,,,
Kushagra y,Its swatantra diwas not garhtantra diwas😂😂,2021-08-15T10:18:36Z,0,0,,,,
Sujan Sikder,Freedom fight at freedom day ... Go framer every indian with you,2021-08-15T06:29:53Z,0,0,,,,
Manjinder singh,Kisaan ekta zindabaad,2021-08-15T04:24:52Z,0,0,,,,
KAMAL Yadav,Good   jai jawan jai kisan,2021-08-14T15:18:52Z,0,0,,,,
Anmol Sandhu,Godi media,2021-08-07T06:57:01Z,0,0,,,,
Ajay m g,They are not indians,2021-08-02T14:13:08Z,0,0,,,,
orce tata,e is looking for the biggest drug sales market You have to understand that farmers in India this is looking for drug sales all over India You have to understand that it has plantation all over India only drugs,2021-07-20T09:44:05Z,0,0,,,,
orce tata,understand that farmers are doing drug factories and more than one drug plantation all over India You have to understand that we forgot with the satellite and saw a lot of ugly things,2021-07-20T09:43:12Z,0,0,,,,
GOD JASHAN YT,10,2021-06-27T06:32:38Z,0,0,,,,
VINOD KARWASRA,किसानो को मिले हुए रूट कयो बदले गए ??पुलिस के दुबारा??,2021-06-20T04:48:34Z,0,0,,,,
SUMIT,Yeh kisaan nahi hai,2021-06-17T10:15:25Z,0,0,,,,
gurleen singh,"<a href=""https://www.youtube.com/watch?v=aC2brl3qDWw&amp;t=28m21s"">28:21</a> pe palat gya",2021-06-05T10:50:04Z,0,0,,,,
ankit jajoria,"56 min pr aapne khud video ko trash kiya hai, kyuki kissano nai unn logo ko pakda hua hai jo busses na grill tod rhe hai, <br>Or aap vo dikhana nahi chahte<br><br>Lodu mediaa, aap roz subha uth kr bhagwaan ka shukr kra kro ki aapka studio ya ghar Punjab mai nhi hai",2021-05-27T03:16:56Z,1,0,,,,
Cj SIngh,Fake NEWS CHANNEL,2021-05-26T06:19:46Z,1,0,,,,
Cj SIngh,They are replaying the old video check out the people clothes they are wearing winter wear.....,2021-05-26T06:18:49Z,1,0,,,,
Dharmesh Marfatiya,वो 4 लाख ट्रेक्टर और मुफ्त् का खाना सिर्फ देश मे तांडव के लिए ही थे <br>बाकी मुसीबत मे तो लोगो की मदद करने<br> अडानी अंबानी ही आ रहे है,2021-05-01T18:11:02Z,0,0,,,,
Muhammad Shaan,Khary khary Gatt blaia,2021-05-01T11:21:37Z,0,0,,,,
Khan baba,Hi,2021-04-30T04:53:11Z,0,0,,,,
Mom My mom,Jai kisan jai jawon😷😷❤️❤️👏👏👍👍👌👌❣️❣️🧡🧡,2021-04-26T07:50:09Z,0,0,,,,
Saifullah khan Bannu Pakistan zindabad,Khalistan jindabad🇵🇰🤝🇮🇳🙏🤲💞💞💞💞💞💞💞💞💞💞💞💞💞💞,2021-04-25T07:43:18Z,0,0,,,,
Sarath Jayakumar,Farmers are backbone of our nation,2021-04-10T07:55:48Z,1,0,,,,
Sarath Jayakumar,Support Farmers,2021-04-10T07:54:50Z,1,0,,,,
india TikTok,⇦thank you for my india tiktok chanel,2021-04-09T14:27:10Z,0,0,,,,
love gamer,India today news channel 150 rupiya dga,2021-04-08T08:19:10Z,0,0,,,,
love gamer,Godi news,2021-04-08T08:17:41Z,0,0,,,,
Iris Chy,Siriln,2021-04-07T12:49:52Z,0,0,,,,
Munir Iqbal,انشاء اللہ ایک دن پاکستان میں آسا ہوگا,2021-04-05T09:48:50Z,0,0,,,,
irfan pitafi,Mashallah Pakistan zindabad,2021-04-02T04:35:47Z,0,0,,,,
Hargun deep singh,Godi media is very hardworking for godi ji i salute you,2021-03-31T14:41:12Z,0,0,,,,
Nadeem Akhter,.,2021-03-28T17:08:31Z,0,0,,,,
Nadeem Akhter,.,2021-03-28T17:08:24Z,0,0,,,,
Jatin Shah,Godi media ki gand faad dege,2021-03-28T16:26:52Z,0,0,,,,
Salman Abbasi,Godi media,2021-03-25T04:35:11Z,0,0,,,,
Muhammad Nasir,Good news,2021-03-21T16:38:21Z,0,0,,,,
Ismail Hotel,Jai jawan 💞💕 Jai kisan,2021-03-20T20:19:34Z,5,0,,,,
Ismail Hotel,Jai jai jai kisan 👍🙏🙏🙏🙏🙏❤️,2021-03-20T20:15:23Z,0,0,,,,
