Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Gurwinder Singh,🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦,2021-07-14T19:30:31Z,0,0,,,,
Asad Gujar,If,2021-05-17T06:44:50Z,0,0,,,,
Diamond Pawar BeAtS,Everyone is like they are khalistani......do ya even know the history of Sikhs????n dont fuckin say that they want to divide India coz that&#39;s what RSS want.....n if uh can stop then do it...otherwise dont say that they did this or that,2021-05-10T10:06:01Z,0,0,,,,
Jaswinder Dhaliwal,We have got our lands fighting under this sacred flag,2021-04-08T03:39:45Z,0,0,,,,
Jaz SM,"Santan de hathan vich farheya teer de warga ni, dhakke naal jihnu dab lo ge Kashmir de warga ni!",2021-03-15T14:38:21Z,0,0,,,,
Harry Potter,Feed them food and give&#39;em money instead of building Cricket grounds.,2021-03-13T02:44:20Z,0,0,,,,
Vivek Reddy,anti nationals and oppositions are miss leading farmers,2021-03-03T17:06:21Z,1,0,,,,
galaxy world,They are not farmer,2021-02-20T09:37:06Z,0,0,,,,
Razzi Warraich,"Modi ji, apka bohat dhanayawaad ki apne hame yeh samjjaya ki 26 January ko Laal Kille ki pratishtha ke apmaan hua, hamara jhande ka apmaan hua. Video dekh kar yeh to pata chal gaya ki hamare jhnade ka apmaan nahi hua hai, jhnada sabb se uppar shan se lehra raha hai. Dhanyawaad ho media ka jinhone hamen yeh santushti karva di ki jhanda nahi uttara gaya. Nishan Sahib jis ne Hindu dharam ko bachaya, hamari izzat ko bachaya, Laal Killa 18 baar fateh kiya, woh hamare tirange ki bilkul neeche laga aur ik pole pur laga. <br><br>Laikin hum yeh kabhi bhi bardasht nahi karenge ki hamare us Laal Kille ka apmaan ho jo Mughalon ne itni mehnat se banaya tha. Jis Laal Kille mein unhone Shasak ban karr hum logon par 800 saal raaj kiya aur hamein gulaam banaya. Jis Laal kille me baith kar Mughlon ne Hinduon ki mass extinction ka farmaan jari kiya, jis laal kille mein Hinduon ke dharam ka mass conversion ka aadesh jari hua, hum us Laal Kille ki partishtha ko kharaab kisi keemat pur nahi hone de sakte. Yeh hamari aan baan ka sawal hai. To kya hua ki Mughalon ko Sikhon ne khadedh diya pur unki dhrohar ka samaan karna hamara param kartavaya hai. <br><br>Isi Laal kille ko Sikhon ne 18 baar jeeta aur is par apna Nishan Sahib fehra kar unhone Zalim Mughalon ko unki aukaad dikha di jinhon ne Hinduon pe 800 saal itne zulam kiye. Yeh wahi Khlasa Sikh hain jo Guru Gobind Singh ji ne Mughalon ke zulmon ka khatama karne ke liye taiyaar kiye. Mughlon ke raaj ko khatam karne wale bhi Sikh hi the jo unhe ‘Dariyai Khaibar’ har dhakel ker aa gaye the aur uske baad koi bhi lootera us raste se Bharat main dakhil nahi hua. Bharat desh ke liye shahadaten saab se zada shahadeten inhi Sikhon ne hi di hain. Jhande ki ehmeeyat to un logon ko bohhat ache se pata hi hogi ken ke ghar mein isi jhande mein lipatkar border se lashen atti hain. <br><br>Laal kille ka apmaan toh us apmaan se bhi zada hua hai jab Mughal hamari betiyon ko utha kar le jate the aur Sikh apni jaan ki bazzi laga kar unhe bacha kar latte the. Isi Laal Kille me Guru Teg Bahadur ji ka sar dhad se alag karne ka hukam jaari hua, jinho ne Hindu dharm bachane ke liye apni shahadat dee thi. Yeh woh Laal Killa jo hum pur hoye Zulmon ka parteek hai aur iski kone kone mein Hinduon aur Sikhon ka khoon laga hua hai. Woh 800 saal ki gulami aur dehshat aaj bhi hamen hum pur huye zulmon ko yaad dilati hai. <br><br>Kya hum isi Laal Kille ke apmaan ki baat kar rahe hain?",2021-02-06T22:13:33Z,0,0,,,,
Jesse Howard,They obviously make us waste our time watching this well I trade forex from the comfort of my home with the help and guidance of an expert trader carlos_1uptrades on !G. .,2021-02-02T09:43:22Z,0,0,,,,
Technical Upgrader,"<a href=""https://www.youtube.com/watch?v=beplZQ43WIo&amp;t=2m01s"">2:01</a> not expecting this from farmers.....they are not patriots....shame on them😟😟😟😟",2021-01-31T12:10:48Z,1,0,,,,
mayur shinde,Goli ya chalani chahiye,2021-01-31T07:11:44Z,0,0,,,,
Carpe Diem,"Guys please know that the Indian government did this exact same thing in 1984. Sikhs were fighting the corrupt government then too, they were fighting for INDIA. They were NOT asking for Khalistan. But the government maligned their movement like they tried to do with this one, calling them terrorists and Khalistanis and turned Hindus against Sikhs. And since there was no social media at that time, the public was successfully fooled by the government (Congress at the time). BJP is the same as Congress. Remember that in the next elections people. Vote for someone different than these two if you really want to see change. If you really want to see a true democratic India with a government that is FOR its people, and not looting its people in broad daylight. Please realize this before it’s too late, before India is bought by goons.",2021-01-31T03:31:17Z,1,0,,,,
Zentrux C-Ops,Bohot acha hoa khuda kare Hindustan tabah ho barbaad hojae ameen,2021-01-30T20:14:29Z,0,0,,,,
Rajeev Tripathi,You call him a farmer..!!!,2021-01-30T14:14:47Z,1,0,,,,
Ashmeet Kaushal,Waittt the tricolour flag wasn&#39;t removed,2021-01-30T13:46:24Z,0,0,,,,
Raj Naik,Are chutiyo indian flag was not replaced show the other side of the video dont confuse people,2021-01-30T12:17:14Z,1,0,,,,
Keval M,"Before :- Sikh community was very generous, peace loving and kind<br><br>After:- Nevermind 😑",2021-01-29T22:19:48Z,1,0,,,,
Imraan ali,Free KHLISTAAN ✌️,2021-01-29T20:25:48Z,0,0,,,,
Devaraj Devadiga,They are not farmers only terrorists....,2021-01-29T17:32:29Z,0,0,,,,
samriddi shivani,Nice voice 👌👏👍😍,2021-01-29T15:11:08Z,1,0,,,,
varma,They are Khalisthan supporters with their flags..They are not true farmers,2021-01-29T13:19:55Z,1,0,,,,
Dk,In sikh logo ko kisi cheez ki sharam nahi khalistani chutiye,2021-01-29T07:17:48Z,0,0,,,,
Manoj Kumar,NDTV agar gandu hai to likes please,2021-01-29T00:47:12Z,0,0,,,,
Manoj Kumar,Bhaiya bhosdi vale Ka dikha rhe,2021-01-29T00:45:39Z,0,0,,,,
Dilawar Khan Vlogs,Watch this video carefully! Try to understand what the BJP wanted to do but failed to do so! Share this to everyone. Make people aware of this. YouTube link:  @,2021-01-29T00:14:29Z,0,0,,,,
Mr. India,आज से जय जवान बस। जय जवान जय किसान बोला नही जाएगा अब। देश की नाक काट दी हुड़दंगबाज़ों ने,2021-01-28T21:55:36Z,0,0,,,,
Arnab Das,Godi media shame on u😂🤣🤣,2021-01-28T15:12:55Z,1,0,,,,
Adventure tales,Peaceful protest.,2021-01-28T15:10:28Z,3,0,,,,
Amardeep661,Flag say etni tension mat lo....jo indian flag hai wo British ka banaya hua he...bharat ka asli flag kesari color ka hona chahiye representing sanatan dharms...so kesri flag they hoisted is bharat real color,2021-01-28T08:29:00Z,0,0,,,,
Pinda Sandhu,godi media,2021-01-28T06:59:40Z,1,0,,,,
kumar sanu fan site,"beta males , simps and  women are followers of ndtv",2021-01-28T06:34:27Z,0,0,,,,
PRINCE KHAROUD,We did it. 🤩,2021-01-28T06:32:15Z,0,0,,,,
PK pk,"I think they are terrarist, pakistan Khalistan",2021-01-28T05:51:52Z,1,0,,,,
amit singh,Gaddar he ye news channel,2021-01-28T05:22:15Z,0,0,,,,
Fateh singh,These NDTV is a jaichand <br>Boycott this channel,2021-01-27T23:05:26Z,0,0,,,,
Shefali Bhatt,Shame!!,2021-01-27T19:54:53Z,0,0,,,,
ANIRUDH JOHARI,If I would have a sniper gun I should have shot their flags and their heads fake farmers 😡,2021-01-27T19:39:37Z,1,0,,,,
ashutosh raghuwanshi,Government back this bill. I support to farmers,2021-01-27T16:35:08Z,0,0,,,,
Green,"What&#39;s the big deal its just a flag, it could have been taken off by the police later.  It&#39;s not like farmer&#39;s damaged the Red fort building. Why is the government making an issue of a trivial issue. They&#39;re acting like these farmer&#39;s are an invading army..lol!!",2021-01-27T16:30:33Z,0,0,,,,
Sachin Vashisht,Punjab is on the way to Kashmir,2021-01-27T15:59:21Z,0,4,,,,
,,,,,мιуα внαι,nikal bhakt,2021-03-03T17:09:48Z,2021-03-03T17:09:48Z
,,,,,Sachin Vashisht,@мιуα внαι  Only two kind of humans are against the PM Modi... One wear the Topi and second Madasa 😁,2021-03-03T17:18:31Z,2021-03-03T17:18:31Z
,,,,,мιуα внαι,@Sachin Vashisht what is madasa? and we are proud to wear topi and be muslim. modi murdabad.,2021-03-03T17:31:46Z,2021-03-03T17:31:46Z
,,,,,Sachin Vashisht,@мιуα внαι  Modi Jindabaad... Sirf Modi hi nhi ab har Hindustani jaanta hai tum log kaise dheere dheere kr k Hindustan ki tukde kea hai... Thehro tum log abhi...tum logo ko sahi sabakh sikha raha hai Modi or aage v aise hi Sache Hindustani aayege tum logo akal denge,2021-03-04T09:31:07Z,2021-03-04T09:31:07Z
Ankit Rawat,Sharamnak,2021-01-27T15:42:21Z,0,0,,,,
Shalu Patel,Kis kaam ki security police wale,2021-01-27T15:29:49Z,0,0,,,,
shreya sarkar,When did India&#39;s flag changed?? 🤔🤔😂 And what about other states farmers?? Oops only  some states farmers are feeding us free of cost😂😂,2021-01-27T14:19:09Z,1,0,,,,
Exe Doctor Urvi,Superb this Is called unity of our nation 👍🙏🏻 Jai Jawan Tey Jai KiSan ❤️❤️❤️,2021-01-27T14:12:08Z,0,0,,,,
Vijaya Kumar,"strong message , what type of message is this ? shame on NDTV",2021-01-27T14:02:28Z,1,0,,,,
BankaiKiller,The news reporter has a cute voice! Show the reporter too,2021-01-27T12:29:09Z,0,0,,,,
soyab Khan,I hate modi. Vo chutiya ye sb karta hi q hai.. Vo machees fek ke bhaag jata hai.harami,2021-01-27T12:27:35Z,1,0,,,,
AnilKumarPhoenixKMMJ,From first day we have seen that the Issue is totally different and the agenda was hacked by so called leftist and groups from abroad to destroy our country.. The people have given a negative impact rather to all country people of India. Is maha pharjee chanel ke to kehne hi kya! Why you are not able to get the people behind this activity if you think you  know what is correct or not. Sikh Brothers ke prati mera samman kam hi hua hai isse. SIkhs were from Hindu religion only and take sikhism to protect the country. But i think they forget Gurunanak Ji&#39;s ideology completely. Shame Shame Bro!<br>Jai Hind.,2021-01-27T12:27:18Z,0,0,,,,
Naughty Ladka,Really appreciating this !! Kisaan ekta zindabaad and they dont dis-respect our national flag !,2021-01-27T11:43:12Z,2,0,,,,
S Mohan,OMG Sikh Republic of India 😂😂,2021-01-27T11:24:22Z,1,0,,,,
S Mohan,Now NDTV will be happy,2021-01-27T11:21:42Z,0,0,,,,
GamingZone141,&quot;Justice will not be served untill those who are unaffected are as outraged as those who are.&quot;<br>- Benjamin Franklin,2021-01-27T11:20:33Z,2,5,,,,
,,,,,Papa Jee,This country is of Gandhi not of Franklin so don&#39;t put provoking and illogical thoughts here and let people call you stupid.,2021-01-27T12:01:41Z,2021-01-27T12:01:41Z
,,,,,GamingZone141,@Papa Jee This quote is applicable for people all around the world and not just America. I guess you are too dumb to realise that.,2021-01-27T12:09:00Z,2021-01-27T12:09:00Z
,,,,,Papa Jee,"@GamingZone141 Listen puppy i can also write some quote and can call it for the people around the world to follow will they? it is on them but if it is a provoking thought that counters country&#39;s foundational thinking then no one should follow, be it from any one. no one is allowed to do vandalism, if one does law will take care of that but looting and destroying public property on the name of protest is not at all justified and yes i am unaffected by the farm law as i am not a farmer but i will never ever seize Red fort on the name of protest.",2021-01-27T12:40:03Z,2021-01-27T12:40:03Z
,,,,,- pyronite -,@Papa Jee oh brother india is still not developed ... farmer has the rigth to go on a protest they have been silenced for 62 days . so brother pls read the entire matter and THINK and then comment legitimately <br>( imagine if ur father was a farmer )<br>and i know how it pains ....,2021-01-28T02:12:01Z,2021-01-28T02:12:01Z
,,,,,Papa Jee,@- pyronite - I am with my farmer Do the protest but can&#39;t justify what happen on Republic Day,2021-01-28T08:47:45Z,2021-01-28T08:47:45Z
prakash jha,Bc religious flag ka lal kilaey m koi kaam ni h,2021-01-27T10:04:32Z,0,0,,,,
Sapinder Kaur,I am a Sikh and as a Sikh I can proudly say that this act is utterly shameful no religion or flag is above Our tricolour and it is my humble request to all my indians that not to hate all the Sikhs just some Sikhs who did this shameful act.,2021-01-27T10:03:51Z,10,6,,,,
,,,,,FIGHTER,"Sikhs are great friends of us, but police ke saath boht bura hua",2021-01-27T11:14:38Z,2021-01-27T11:14:38Z
,,,,,Abhishek Rajput,Some sikhs want khalistan and that is not good.,2021-01-27T17:37:21Z,2021-01-27T17:37:21Z
,,,,,all is well,If Modi continue licking Ambani boots mean nothing is bad than that what farmers do,2021-01-27T18:11:07Z,2021-01-27T18:11:07Z
,,,,,Kaur,@Abhishek Rajput do know anything about khalisthan?,2021-01-27T19:01:40Z,2021-01-27T19:01:40Z
,,,,,FIGHTER,@Kaur do u know about terrorism?,2021-01-28T03:06:05Z,2021-01-28T03:06:05Z
,,,,,FIGHTER,@all is well Sikhs aren&#39;t the only farmers,2021-01-28T03:06:44Z,2021-01-28T03:06:44Z
Tamal Chakraborty,Ye protester bolna band karo ye terrorists hai. Oh NDTV khud v ohi hai.,2021-01-27T09:59:14Z,0,0,,,,
Krishna Tiwari,Legends still thinks these are farmers😂,2021-01-27T09:53:35Z,9,4,,,,
,,,,,Eash Pradhan,They are,2021-01-27T14:14:08Z,2021-01-27T14:14:08Z
,,,,,Rani,Seriouslyyyyy🤣🤣🤣🤣<br>Farmers from  what angle,2021-01-27T15:35:50Z,2021-01-27T15:36:24Z
,,,,,all is well,Sangis always comment like this only,2021-01-27T18:14:21Z,2021-01-27T18:14:21Z
,,,,,TiGeR Is SeRiOs,@Rani to modi tati khaliyo agar vo kissan lag rhe,2021-01-28T03:53:32Z,2021-01-28T03:53:32Z
nikit sharma,This is a Khalistan movement. And that’s a Khalistan flag.,2021-01-27T09:25:20Z,1,1,,,,
,,,,,Gurdas,It was a conspiracy bro. Do you think farmers will do this ? Some anti social elemnents got involved in the parade.<br>Mera bharat mahan 🇮🇳🇮🇳,2021-01-27T11:18:54Z,2021-01-27T11:18:54Z
nikit sharma,Sikhs have again showed their true intentions.,2021-01-27T09:24:18Z,0,5,,,,
,,,,,simran,What do you means by this???,2021-01-27T12:15:18Z,2021-01-27T12:15:18Z
,,,,,Harish Hari,"Ohh come on grow up u, a mistake a small group of them did cannot make the whole community bad, they are the most peaceful ppl, did u forget the hospitality the free food they give to anyone despite religion, they feed the nation, if a bad thing a single guy did can make a whole community look bad, then tell me which religion is good??",2021-01-28T15:07:26Z,2021-01-28T15:07:26Z
,,,,,simran,@Harish Hari 👍👍,2021-01-28T15:46:32Z,2021-01-28T15:46:32Z
,,,,,nikit sharma,@Harish Hari     Hospitality of free food ?  Well their are thousands of  Hindu Temples who feed for food. The temple in Karnataka feeds free food everyday more than all the Gurudrawa combined. The soldier and commander of Sikh gurus were Hindus. But Hindus never do anything for publicity. They don’t tell people around of their greatness. Yesterday in Rome (Italy) Indian embassy was destroyed by Sikhs. All my Sikh friends who have not been the part of this movement are supporting this riots and sympathies with separatists terrorists like Bhindranwale. Sikhs fuelled Shaheen Bagh anti CAA by offering free food their so that their anti national activities can run. All the Sikhs in Canada and UK join hands with Pakistanis and shout anti Indian slogans on Streets of foreign countries. If you can’t see all this you are a blind fool.,2021-01-29T08:27:03Z,2021-01-29T08:27:03Z
,,,,,Harish Hari,"@nikit sharma I never support all these acts, what I am telling is that if a small group of Sikhs did violence it doesn&#39;t mean tat all the Sikhs are bad, there were terrorist groups in every religion at some point of tym it doesn&#39;t mean tat all the people of that religion are bad... I hope u understand my point",2021-01-29T14:12:37Z,2021-01-29T14:12:57Z
Ajit Ray,Annadatta Gaddar gang ko joota maarke NSA me ander koro.,2021-01-27T09:21:56Z,1,0,,,,
marvel future fight,Aesa karne se jannat milegi aesa to nahi sikhaya na kyoki vaha aese log jyada hae,2021-01-27T09:18:38Z,1,0,,,,
marvel future fight,Congratulations lebelars,2021-01-27T09:18:02Z,2,0,,,,
Krypt0n1an1,"It&#39;s so sad that our fellow countrymen don&#39;t even know what that flag stands for, it&#39;s stands for justice and an effort against tyranny..they wouldn&#39;t have done this if the government just allowed them to protest in the city somewhere or let them be part of the parade",2021-01-27T09:04:14Z,0,0,,,,
enlightened soul,NDTV तुम जैसे नपुंसको की संतानों की वजह से जो कि भडवे हैं 😠दल्ले हैं 😠और चीन और पाकिस्तान की भीख पर पलते हैं यह कारनामा हुआ है। तुम्हारे अंग्रेजी में भौंकने से यह सत्य नहीं बदल जाएगा कि कि कल कितनी बेरहमी से पुलिस पर नंगी तलवार ऊपर से और हथियारों से हमला हुआ। तिरंगा किसी भी किसान और हर एक भारतवासी के लिए सर्वोपरि है धर्म से कहीं-कहीं ऊपर है। जो नपुंसक तिरंगा हटा कर यह खालिस्तानी झंडे लहरा रहे हैं यह किसी भी आतंकवादी से कम नहीं है और इन्हें सरेआम गोली से उड़ा देना चाहिए 😠😠,2021-01-27T08:51:44Z,1,0,,,,
Vid ya,Any media who dont love its motherland and are paid by enemies are rejoicing..but karma will take care ..,2021-01-27T08:50:06Z,0,0,,,,
CactusJack,Government ko kuch dikh nahi raha haikya,2021-01-27T08:29:25Z,0,0,,,,
dextor0000,The tourists from punjab are so patriotic. They are waving tricolour at the Red fort on 26 Jan.                  😳😳😳😳..........,2021-01-27T08:23:57Z,1,0,,,,
Mamta Hansda,It&#39;s very saddening.. These farmers disrespecting Indian flag.. Its the problem of government.. Dont disrespect your countries flag..,2021-01-27T08:14:40Z,0,3,,,,
,,,,,Gurdas,It was a conspiracy bro. Do you think farmers will do this ? Some anti social elemnents got involved in the parade.<br>Mera bharat mahan 🇮🇳🇮🇳,2021-01-27T11:21:17Z,2021-01-27T11:21:17Z
,,,,,Mamta Hansda,@Gurdas yeahh agreed.. But farmers need to be careful with those trouble makers...,2021-01-27T11:30:04Z,2021-01-27T11:30:04Z
,,,,,Gurdas,@Mamta Hansda Indeed,2021-01-27T11:55:52Z,2021-01-27T11:55:52Z
Pramod Halgunde,"Leftist to Ndtv ,congress leading groups ,china to pak  sab khushhhh....",2021-01-27T08:07:42Z,1,0,,,,
Pramod Halgunde,Farmers😂😂😂,2021-01-27T08:07:09Z,2,0,,,,
GaganDeeP SingH,Aaj Inn log ne tanga Kal koi Pakistan ka flag taang dega humare desh mein ghus k,2021-01-27T08:01:24Z,0,0,,,,
Danish K,<b>We support Modi against this Deshdrohi</b>,2021-01-27T07:59:29Z,0,0,,,,
Danish K,We will never forget this you deshdrohi,2021-01-27T07:58:17Z,0,0,,,,
M S Creation Work'S,In  future  kids  have  a  questions  at School  Exam  paper ?<br>Who  fight  against   BJP  government ?<br>Answer  : - Indian  farmers <br>Which  Indian  party  tried  to  makes  ordinary farmers  terrorist  ?<br>Answer  : -  BJP  and  Modi  media,2021-01-27T07:58:02Z,4,7,,,,
,,,,,Kaur,TRUE,2021-01-27T19:08:19Z,2021-01-27T19:08:19Z
,,,,,V P N,Those &quot;farmers&quot; in the above video are all terrorists,2021-01-28T06:04:30Z,2021-01-28T06:04:30Z
,,,,,V P N,The farmer protest nonsense is over. No one will remember their terrorism in history.,2021-01-28T06:05:18Z,2021-01-28T06:05:18Z
,,,,,M S Creation Work'S,@V P N No  one  will  forget  who  killed  Gandhi,2021-01-28T06:51:06Z,2021-01-28T06:51:06Z
,,,,,V P N,"@M S Creation Work&#39;S Yes your are right, No one will forget who killed Indira Gandhi",2021-01-28T07:27:38Z,2021-01-28T07:27:38Z
