,Reply,sentiment
85,"['sanatani', 'first', 'quotmaoist', 'thug', 'quotcan', 'list', 'charge', 'prove', 'quotthug', 'quot', 'court', 'without', 'curse', 'abuse', 'anyone']",0.25
86,"['wise', 'people', 'say', 'bjp', 'people', 'r', 'die', 'cancer']",0.7
87,"['jai', 'prakash', 'believe', 'screw', 'pm', 'become', 'clown']",0.0
88,"['sanatani', 'first', 'say', 'guy', 'vote', 'religious', 'extremist']",0.125
89,"['shomik', 'basuray', 'lol', 'thug', 'shout', 'slogan', 'court', 'afzal', 'guru', 'give', 'sentence', 'thug']",0.8
90,"['sanatani', 'first', 'perhaps', 'comprehension', 'issuescould', 'please', 'address', 'question', 'ask']",0.25
91,"['shomik', 'basuray', 'address', 'maybe', 'go', 'search', 'chargesheet', 'activity', 'also', 'look', 'youtube', 'video', 'socalled', 'human', 'right', 'activist', 'jihadis', 'maoist', 'nothing', 'secretive']",0.14285714285714285
92,"['lata', 'raymond', 'kind', 'wisdom', 'quotborn', 'sinnersquot', 'utterly', 'disgust']",0.3
93,"['lata', 'raymond', 'least', 'dont', 'lick', 'random', 'dvd', 'cure', 'cancer', 'rice', 'bag', 'shame', 'seem']",-0.4
94,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",0.0
95,"['medium', 'waste', 'time', 'mischief', 'missionary']",-0.2
96,"['alvanor', 'elf', 'im', 'christian', 'language', 'medias', 'modern', 'day', 'juda', 'know', 'backstabbing', 'luke', 'abrahamic', 'cult']",0.1
97,"['jai', 'prakash', 'see', 'rich', 'wisdom', 'india', 'realize', 'mischief', 'abrahamic', 'religion', 'r', 'try', 'play', 'bring', 'indian', 'native', 'religion', 'indian', 'wisdom', 'greater', 'anything', 'world']",0.4375
98,"['alvanor', 'elf', 'stop', 'go', 'catholic', 'country', 'missionary', 'rescue', 'rap', 'hindu', 'girl', 'country', 'cant', 'even', 'provide', 'justice', 'shame', 'govt']",0.0
99,"['jai', 'prakash', 'soon', 'u', 'lick', 'thing', 'ur', 'suppose']",0.0
100,"['lata', 'raymond', 'see', 'comment', 'many', 'place', 'seem', 'person', 'full', 'hate', 'venom', 'feel', 'sorry', 'christian', 'like', 'world']",-0.09000000000000001
101,"['ur', 'bear', 'sinner']",0.0
102,"['jai', 'prakash', 'evil', 'people', 'say', 'screw', 'saas', 'saas', 'bahu', 'serial', 'make', 'hrd', 'minister']",-1.0
103,"['lata', 'raymond', 'speak', 'like', 'true', 'christian', 'hide', 'mean', 'vulgar', 'mindset', 'hope', 'mr', 'raymond', 'lick', 'like']",-0.165625
104,"['lata', 'raymond', 'look', 'who', 'talk', 'follower', 'guy', 'bear', 'wedlock', 'short', 'illegitimate', 'offspring', 'alleluia']",0.0
105,"['sanatani', 'first', 'better', 'fact', 'check', 'innocent', 'even', 'trick', 'brand', 'moaist', 'jump', 'conclusion', 'stand', 'outcast', 'system', 'brand', 'lower', 'bir']",0.4166666666666667
106,"['g', 'anne', 'nithiya', 'lol', 'another', 'convert', 'stand', 'father', 'typically', 'monotheistic', 'supremacist', 'behave', 'check', 'fact', 'plenty', 'anybody', 'stand', 'naxalites', 'human', 'right', 'activistthese', 'ifs', 'thug', 'f']",0.22976190476190478
107,"['sanatani', 'first', 'naxalite', 'huhh', 'great', 'wisdom', 'sorry', 'name', 'give', 'u', 'right', 'brand', 'convert', 'great', 'heart', 'sorry', 'tamper', 'graciousness', 'long', 'live', 'dharma', 'reign']",0.15275974025974026
108,"['g', 'anne', 'nithiya', 'please', 'spare', 'heathen', 'abuse', 'every', 'sunday', 'perhaps', 'everyday', 'case', 'hindu', 'another', 'zimmi', 'hate', 'fact', 'prefer', 'virtue', 'signal', 'instead', 'go', 'take', 'hike']",-0.5
109,"['another', 'elect', 'man', 'tell', 'criminal', 'let', 'go', 'habit']",0.2
110,"['indian', 'government', 'kill', 'people']",0.0
111,"['wish', 'majorityso', 'accept', 'go', 'country', 'feel', 'give', 'justice', 'per', 'wish']",0.0
112,"['make', 'saint']",0.0
113,"['shame', 'judiciary', 'n', 'democracy', 'country']",0.0
114,"['india', 'wealthy', 'n', 'politically', 'connect', 'powerful']",0.26666666666666666
115,"['gopal', 'sriniwasan', 'lol', 'another', 'dhimmi', 'naxalite', 'get', 'full', 'support', 'every', 'single', 'christian', 'leave', 'thug']",0.26964285714285713
116,"['sanatani', 'first', 'dumbo', 'naxalites', 'use', 'lotus', 'government', 'n', 'r', 'election', 'time', 'kill', 'soldier', 'country', 'patriotism', 'drama', 'n', 'put', 'blame', 'others']",0.25
117,"['bona', 'rodrigues']",0.0
118,"['xyz', 'abc', 'naxalites', 'teach', 'tribals', 'constitution', 'wow', 'dude', 'wow', 'somethingand', 'abuse', 'damn', 'man', 'must', 'yahweh', 'follower']",0.1
119,"['bona', 'rodrigues', 'another', 'true', 'christian', 'show', 'true', 'color']",0.2333333333333333
120,['thank'],0.0
121,"['see', 'thing', 'even', 'blind', 'people', 'see', 'thing', 'beyond', 'monochromatic', 'set', 'propaganda', 'even', 'healthy', 'eyesight']",-0.033333333333333326
122,"['sirhe', 'also', 'fight', 'languish', 'jail', 'without', 'trialshame', 'judiciary']",-0.1
123,['lol'],0.8
124,"['probably', 'fake', 'account', 'get', 'lose', 'everyone', 'talk', 'state', 'dont', 'bring', 'religion']",-0.5
125,"['bring', 'religion']",0.0
126,"['court', 'sleepingthe', 'judiciary', 'power', 'investigate', 'agency']",0.0
127,"['true', 'servant', 'jejus', 'relentlessly', 'work', 'heathen', 'hindu', 'wipe', 'evangelise', 'yeh']",0.35
128,['fact'],0.0
129,"['lol', 'convert', 'christianity', 'every', 'heathen', 'go', 'hell', 'wonder', 'comment', 'christian', 'support', 'naxalite']",0.4
130,"['sanatani', 'first', 'shift', 'goal', 'post', 'per', 'convenience', 'call', 'activist', 'quothuman', 'rightsquot', 'applicable', 'sadhu', 'phalagar']",0.25
131,"['trust', 'govt', 'missionary', 'ulterior', 'motif', 'missionary', 'r', 'dark']",-0.15
132,"['alvanor', 'elf', 'exactly']",0.25
133,"['jagdish', 'kumar', 'govt', 'useless', 'cant', 'wvn', 'anything', 'rape', 'victim', 'counry', 'worst', 'state']",-0.525
134,"['lata', 'raymond', 'talk', 'priest', 'involve', 'child', 'abuse', 'name', 'religiontalk', 'recent', 'kerala', 'incident', 'madras', 'loyala', 'college', 'settlement']",0.0
135,"['jagdish', 'kumar', 'apology', 'behalf', 'comment', 'people', 'come', 'specific', 'pentecostal', 'church', 'tell', 'hate', 'hindu', 'agree', 'sermon', 'roman', 'catholic', 'church', 'think', 'take']",-0.25625000000000003
136,"['father', 'face', 'karma']",0.0
137,"['think', 'rice', 'bag', 'dont', 'believe', 'karma', 'sad', 'day', 'rice', 'bag', 'milk', 'powder']",-0.5
138,"['father', 'stan', 'go', 'heaven', 'chaiwala', 'chela', 'ch', 'go', 'hell']",0.0
139,"['lata', 'raymond', 'okyou', 'follow', 'asap']",0.0
140,"['take', 'ur', 'whole', 'family', 'ur', 'come', 'hell', 'faltu']",0.2
141,"['lata', 'raymond', 'prove', 'quotborn', 'sinnerquot', 'sin', 'think', 'toopity']",0.0
142,"['people', 'arrest', 'year', 'back', 'nothing', 'suddenly', 'people', 'cry', 'horse', 'deathbtwhe', 'die', 'pvt', 'hospitaland', 'sure', 'would', 'like', 'enquiry', 'negligence', 'hospital']",0.1125
143,"['ya', 'right', 'everyone', 'apart', 'bhakts', 'bjp', 'member', 'urban', 'naxal', 'maoist', 'anti', 'national', 'today', 'india']",0.14285714285714285
144,"['ur', 'human', 'inside', 'u', 'dead']",-0.1
145,"['michael', 'brite', 'yes', 'sympathy', 'people', 'kill', 'innocent', 'people']",0.5
146,"['cute', 'baccha', 'tell', 'kill', 'innocent', 'people', 'kill', 'one', 'missionary', 'n', 'two', 'son', 'year', 'orissawho', 'kill', 'priest', 'pull', 'liver', 'n', 'lung', 'n', 'put', 'cross', 'road', 'kill', 'priest', 'n', 'cut']",0.3333333333333333
147,"['michael', 'brite', 'stop', 'talk', 'nonsense', 'shameless', 'creature', 'plunder', 'loot', 'people', 'name', 'christ']",0.0
148,"['cute', 'baccha', 'u', 'saw', 'get', 'lose', 'man']",0.5
149,"['cute', 'baccha', 'u', 'first', 'stop', 'ur', 'nonsense']",0.375
150,"['michael', 'brite', 'indian', 'channel', 'get', 'lose']",0.0
151,"['dont', 'know', 'nia', 'sure', 'celebrate', 'guy', 'home', 'town', 'there', 'nothing', 'could', 'wish', 'he', 'rot', 'naragam']",0.5
152,"['death', 'murder']",0.0
153,"['jai', 'prakashi', 'appal', 'hear', 'kind', 'conscience']",0.6
154,"['jai', 'prakashthick', 'skin', 'fellow']",0.0
155,"['daphne', 'thick', 'skin', 'live', 'amongst', 'lot']",-0.08181818181818185
156,"['dudewhy', 'involve', 'motherthis', 'judicial', 'murder']",0.0
