,Reply,sentiment
204,"['internet', 'user', 'problem', 'want', 'slide', 'economic', 'spectrum', 'cant', 'stop', 'anyone', 'shoot', 'hisher', 'foot', 'time']",0.1341
205,"['sanatani', 'first', 'india', 'toh', 'kyafull', 'earth', 'n', 'heaven', 'belong', 'u', 'belong', 'creator', 'create', 'heaven', 'earth', 'include', 'sad', 'coz', 'choose', 'hell', 'jesus', 'christ', 'son', 'live', 'god']",0.2732
206,"['sense', 'spread', 'hatred', 'accuse', 'spread', 'hatred', 'need', 'read', 'love', 'give', 'poor', 'amp', 'destitute', 'phrase', 'quotmissed', 'busquot', 'use', 'person', 'indeliberately', 'leaf', 'certain', 'thoughtideathought', 'relevant', 'scheme', 'thing', 'act', 'hatred', 'voluntarily', 'plan', 'well', 'think', 'act', 'quotmiss', 'busquot', 'opinion', 'highly', 'contradictory', 'require', 'explanation', 'moreover', 'halt', 'ignorant', 'stooge', 'fascist', 'look', 'get', 'rid', 'first', 'opportunity', 'get', 'hand']",-0.9099
207,['ifs'],0.0
208,"['another', 'christian', 'love', 'another', 'bigot']",0.6369
209,"['love', 'lol', 'cult', 'kill', 'million', 'name', 'pagansheathens', 'carry', 'inquisition', 'wipe', 'civilization', 'talk', 'love', 'bigot']",0.6486
210,"['sanatani', 'first', 'present', 'lynch']",0.0
211,"['jock', 'lol', 'jock', 'compare', 'handful', 'lynch', 'do', 'villager', 'thief', 'systematic', 'lynch', 'nonbeliever', 'do', 'million', 'last', 'yearssuch', 'good', 'christian', 'sure', 'go', 'heaven', 'nice', 'way', 'whitewa']",0.8658
212,"['sanatani', 'first', 'like', 'comment', 'feel', 'insecure', 'bully', 'kid']",-0.5423
213,"['jock', 'insecure', 'yahweh', 'would', 'burn', 'hell', 'anyone', 'follow', 'go', 'read', 'bible', 'old', 'testament', 'learn', 'insecureand', 'never', 'choir', 'boy', 'never', 'plaything', 'padre', 'go']",-0.8126
214,"['sanatani', 'first', 'insecure', 'duck', 'bark', 'filth', 'guess', 'forget', 'rice', 'bag', 'aid', 'come', 'western', 'country']",-0.5719
215,"['sanatani', 'first', 'civilization', 'talk', 'one', 'north', 'south', 'america', 'tribe', 'massacre', 'one', 'another', 'local', 'culture', 'primitive', 'language', 'alphabetic', 'write', 'practice', 'ag']",0.0
216,"['sanatani', 'first', 'sadvis', 'sadhu']",0.0
217,['q'],0.0
218,"['sanatani', 'first', 'sir', 'could', 'please', 'respond', 'lata', 'raymond', 'u', 'better', 'quit', 'comment', 'get', 'ready', 'abuse']",0.3612
219,"['johny', 'bappa', 'johny', 'johny', 'yes', 'papa', 'ise', 'heathen', 'hindu', 'every', 'sunday', 'sermon', 'say', 'surprise', 'cult', 'supremacist', 'exclusivist', 'irrational', 'regressive', 'cult', 'kille']",0.4404
