Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Tanvi Sharma,I m from Punjab nd very shameful on this ...... hmaari government kisaan ke naam pr farzi aandoln chla rhi hai<br>Farmers Punjab mein hi hai kya or khi nhi toh Punjab mein hi kyu h protest .....,2020-12-09T15:35:54Z,0,0,,,,
Manohar thangirala official,భారత బంద్ special song search Manu studio Hyderabad,2020-12-09T10:23:58Z,0,0,,,,
Pam Panesar,Praying all ends soon and kissans return back to families soon. Waheguru ji mehar karo ji sab tae.,2020-12-08T11:15:46Z,0,0,,,,
Hazee ahmad Shaik,India Today Spelling mistake in video Thumbnail it&#39;s <b>BANDH</b> not <b>ABNDH</b> .,2020-12-08T04:47:01Z,0,0,,,,
stutus king,Hindi bol,2020-12-08T04:04:50Z,0,0,,,,
Monu Rajput,Jay kishan,2020-12-08T01:23:26Z,0,0,,,,
HARSH CHAUHAN,Mere mooot se hoga bharat bandh <br><br>Kisan me naam pe Farzi  andolan chala rakha hai,2020-12-07T13:50:31Z,2,5,,,,
,,,,,Tanvi Sharma,Hm,2020-12-09T15:33:49Z,2020-12-09T15:33:49Z
,,,,,HARSH CHAUHAN,@Tanvi Sharma hmm kya,2020-12-09T15:40:28Z,2020-12-09T15:40:28Z
,,,,,Tanvi Sharma,@HARSH CHAUHAN are ha shi kha aandoln farzi I&#39;m supporting u,2020-12-09T15:45:28Z,2020-12-09T15:45:28Z
,,,,,HARSH CHAUHAN,@Tanvi Sharma ok,2020-12-10T18:37:49Z,2020-12-10T18:37:49Z
,,,,,HARSH CHAUHAN,@Tanvi Sharma hi tanvi,2020-12-16T13:02:08Z,2020-12-16T13:02:08Z
ok joy,just as congress lost hindu votes  in past bjp will lose  half hindu votes,2020-12-07T05:53:56Z,1,1,,,,
,,,,,HARSH CHAUHAN,Teri alag hi mathematics chal rahi hai,2020-12-07T13:52:40Z,2020-12-07T13:52:40Z
David Lunsang,"Support the Farmers, long live",2020-12-07T05:46:41Z,4,0,,,,
SSRK Chaudhary,"Madam, I am from Munger District. My case is pending in the High Court of Judicature at Patna. My case was about to be put up on 27/11/2020, but my case has been carried carried. The current listing position of my case is 232. The collector has also my three petitions in pending. Madam, without giving any compensation of my home, my home is going to to demolished in one or two days. Madam, so far, three times ( First time on 26/11/2016, second time on 10/02/2017 and third time on 10/06/2018), my home has been demolished without giving any compensation of my home by JCB. Again, my home will be demolished without giving any compensation of my home in one or two days. Madam, at this time, I am sustaining a lot problems. Please help me. Please!",2020-12-07T05:42:57Z,1,1,,,,
,,,,,HARSH CHAUHAN,Madam kya karegi isme?,2020-12-07T13:52:09Z,2020-12-07T13:52:09Z
Rasheed kp,Ewm ban karo saport kissan,2020-12-07T05:40:08Z,0,0,,,,
Joseph Thyparampil,"True Indians wish the farmers,  the bread providers,  of the country a great success",2020-12-07T05:38:47Z,1,0,,,,
Deepak P,"All part of the India must support the cause even Adani n Ambani  , TATA , Goderej , Agarwal Groups can extend Support for this protests lets see wl it happen if they have sincere Business they wl support",2020-12-07T05:31:05Z,0,0,,,,
Yaseen Rja,Good  india news,2020-12-07T05:23:46Z,0,0,,,,
