Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Gangu,"ರೈತರ ಹೋರಾಟವನ್ನು ಹತ್ತಿಕ್ಕಲು ಮತ್ತು ಪಲಾಯನವಾದಿತನದ ಧೋರಣೆಯ ಒಂದು ದುಷ್ಟ ಸರಕಾರ ಏನೆಲ್ಲ ಮಾಡುವುದೋ ಅಂತಹ ಕೆಟ್ಟ ಕಾರ್ಯಾಚರಣೆಯನ್ನು ಈ ಮೋದಿಯ ಕೇಂದ್ರ ಸರಕಾರ ಮಾಡುತ್ತಿದೆ ...ರೈತರ  ಹೋರಾಟವನ್ನಾ ಹತ್ತಿಕ್ಕಲು ದೊಡ್ಡ ದೊಡ್ಡ ಕಾಂಕ್ರೀಟ್ ಗೋಡೆಗಳನ್ನು ನಿರ್ಮಿಸುವುದು ,ರೈತರ ದಾರಿಗೆ ಮೊಳೆಗಳನ್ನು ಹೊಡೆಯುವುದು ...     ದೊಡ್ಡ ದೊಡ್ಡ ಬ್ಯಾರಿಕೇಡುಗಳನ್ನು ಹಾಕುವುದು ..ಪೋಲೀಸರ್ ರ ಸರ್ಪಗಾವಲನ್ನು ನಿಲ್ಲಿಸುವುದು ಹೀಗೆ ಹತ್ತು ಹಲವು ರೀತಿಯಲ್ಲಿ ರೈತರ ಹೋರಾಟವನ್ನ ಹತ್ತಿಕ್ಕುತ್ತಿರುವ .. ಸರ್ವಾಧಿಕಾರದಿಂದ ಮದವೇರಿದ ಈ ಬಿ ಜೆ ಪಿ ಯ ಮೋದಿ ಸರಕಾರಕ್ಕೆ ರೈತರೇ ಮುಂದಿನ ದಿನಗಳಲ್ಲಿ ಅಂಡು ಸೀಯುವಂತೆ ಬರೇ ಹಾಕಿ ಶಾಶ್ವತವಾಗಿ ಮನೆಗೆ ಕಳುಹಿಸುವಂತಹ ಕಾಲ ದೂರವಿಲ್ಲ ....ಏನೆಲ್ಲಾ ಹತ್ತಿಕ್ಕುವ ಕೆಟ್ಟ ಕೆಲಸವನ್ನು ಈ ಮೋದಿಯ ಕೇಂದ್ರ ಸರಕಾರ ಮಾಡಿದರು ರೈತರ ಹೋರಾಟ ದೇಶಾದ್ಯಾಂತ ವ್ಯಾಪಕವಾಗಿ ತೀವ್ರವಾಗಿ ವಿಸ್ತರಿಸಲಿದೆ ಮೂರು ಕಾಯ್ದೆಗಳನ್ನು ಹಿಂಪಡೆಯದ ಹೊರತು ರೈತರ ಹೋರಾಟಕ್ಕೆ ಗೆಲುವು ಸಿಗದ ಹೊರತು ಎಂದಿಗೂ ಹೋರಾಟ ನಿಲ್ಲುವುದಿಲ್ಲ ....",2021-02-05T15:31:52Z,0,0,,,,
kiwiwala,"Khalistanis from Canada, UK, the Pakistani ISi CPI and the Congressre all involved in stoking this fire....using gullible farmers for the agenda. . These guys are hell bent on causing chaos. The government must now show its mailed fist. The Police , CBI and NSI should document and investigate each and every rioter who has broken the laws of the country. There is no back down. This treachery of the highest order. Rest of India must stand solidly behind the government in handling these anarchists.",2021-01-27T00:13:04Z,0,0,,,,
E N Singha,Bakbash protesters abh dekh drama lath ka,2021-01-23T00:42:03Z,0,0,,,,
Benny Joseph,Dear my brothers  we should have to unite as soon as possibly. Sure we will arrange our own democratic government. Recently  the government ruled they don&#39;t save farmers  and common man. We are offer all farmers who above 60 years old 10000 pension per month. We have enough source the past governments  misuse our source. So we pulled through them and try our welfare democratic government.  I hope reply soon. Thanks benny,2021-01-14T07:14:05Z,1,0,,,,
Azviya Azvi,Kerala stands with Kisan,2021-01-06T18:28:10Z,0,0,,,,
Yasin Arain,Moodi murdabaad,2021-01-05T01:07:43Z,0,0,,,,
VED VASHIST,KYAA  GHATIYAA  KISAM  KE  &#39;&#39;&#39;REPORTERS &#39;&#39;&#39;  hain abe   farmers se baat   kar rahe   ENGLISH   mein   kyon   bol   rahi ho........farmers English bolte   hain   kyaa........you are cheap quality  reportes................,2021-01-02T23:50:35Z,0,0,,,,
VED VASHIST,all  bills  are  in  English........how manY FARMER   know   ENGLISH.....DO THEY HAV SOME PERSONS WHO KNOW  ENGLISH.......TALK  POINT  BY  POINT.....,2020-12-29T04:16:38Z,0,0,,,,
VED VASHIST,YE ABHISEK......3   FALWS    EXPLAINNN    KYON   NAHIN   KARTA////,2020-12-28T05:41:14Z,0,0,,,,
VED VASHIST,kutton  ki tarhaa  zidd   par ade  hai....teenon  KANOON   REPEAL   KARO.....................KYAA   GHATIYAA   KISM  KE  JANAR HO,2020-12-28T05:36:18Z,0,0,,,,
