,snippet.textOriginal,sentiment
29,"['fatimah', 'shubhro', 'da', 'hr', 'share', 'public', 'read', 'think', 'twice', 'suicide', 'murder', 'person', 'hang', 'death', 'ligature', 'mark', 'come', 'thyroid', 'cartilage', 'time', 'mark', 'tendency', 'give', 'upward', 'impression', 'remember', 'viral', 'photo', 'ssr', 'mark', 'circular', 'also', 'thyroid', 'cartilage', 'happen', 'ligature', 'strangulation', 'tighten', 'band', 'around', 'neck', 'without', 'body', 'weight', 'possible', 'someone', 'tie', 'something', 'neck', 'back', 'try', 'choke', 'hang', 'eye', 'remain', 'close', 'maximum', 'case', 'like', 'person', 'hang', 'death', 'eye', 'ball', 'become', 'bulge', 'particular', 'object', 'finger', 'print', 'leave', 'hand', 'three', 'finger', 'lefty', 'tie', 'knot', 'use', 'leave', 'hand', 'possible', 'someone', 'try', 'choke', 'tie', 'something', 'neck', 'back', 'pull', 'may', 'le', 'use', 'leave', 'hand', 'may', 'right', 'hand', 'hold', 'press', 'keep', 'tie', 'person', 'come', 'duplicate', 'key', 'go', 'miss', 'house', 'celebrity', 'time', 'lock', 'room', 'leave', 'servant', 'may', 'open', 'room', 'clean', 'purpose', 'another', 'thing', 'intentional', 'call', 'lock', 'breaker', 'become', 'first', 'outsider', 'give', 'witness', 'yes', 'man', 'hang', 'june', 'afternoon', 'even', 'news', 'channel', 'relate', 'death', 'secretary', 'dishas', 'death', 'suddenly', 'broadcast', 'news', 'completely', 'stop', 'total', 'focus', 'audience', 'shift', 'towards', 'nepotism', 'intentional', 'somebody', 'bribe', 'news', 'channel', 'accord', 'news', 'post', 'secretary', 'already', 'invest', 'money', 'start', 'plan', 'net', 'series', 'month', 'back', 'realise', 'many', 'film', 'take', 'person', 'positive', 'attitude', 'prove', 'many', 'video', 'decide', 'end', 'life', 'last', 'night', 'death', 'friend', 'come', 'house', 'neighbour', 'hear', 'noise', 'even', 'morning', 'meet', 'talk', 'neighbour', 'change', 'behavior', 'viscera', 'report', 'doubt', 'suicide', 'case', 'viscera', 'test', 'also', 'conduct', 'case', 'even', 'first', 'day', 'news', 'channel', 'show', 'body', 'go', 'post', 'mortem', 'viscera', 'test', 'viscera', 'report', 'never', 'come', 'even', 'accord', 'news', 'post', 'mortem', 'report', 'tell', 'death', 'due', 'asphyxia', 'suffocation', 'time', 'death', 'mention', 'suffocation', 'occur', 'way', 'like', 'somebody', 'try', 'choke', 'victim', 'nepotism', 'share', 'experience', 'may', 'burst', 'anger', 'hence', 'hype', 'nepotism', 'may', 'act', 'u', 'save', 'original', 'culprit', 'mind', 'get', 'divert', 'get', 'justice', 'towards', 'boycott', 'production', 'house', 'may', 'culprit', 'want', 'divert', 'mind', 'coz', 'know', 'punishment', 'nepotism', 'maximum', 'ban', 'film', 'month', 'change', 'anything', 'life', 'prove', 'murder', 'may', 'life', 'end', 'many', 'thing', 'also', 'come', 'social', 'medium', 'please', 'rise', 'first', 'priority', 'justice', 'ssr', 'stop', 'nepotism', 'feel', 'please', 'share', 'fb', 'also', 'social', 'medium', 'platform', 'social', 'medium', 'rise', 'together', 'surely', 'reach', 'upto', 'higher', 'level', 'common', 'people', 'many', 'thing', 'together', 'please', 'share', 'justiceforsushantsinghrajput', 'justiceforyouthicon', 'one', 'follower', 'tag', 'friend', 'either', 'comment', 'post', 'relate', 'ssr', 'observe', 'similar', 'pain', 'like', 'others', 'please', 'share', 'interest']",0.11203772418058132
30,"['sushama', 'dhawale', 'herei', 'cant', 'sleep', 'night', 'think', 'injustice', 'do', 'himfirst', 'kill', 'himthen', 'wrap', 'whole', 'thing', 'declare', 'suicidei', 'dont', 'understand', 'beautiful', 'soul', 'give', 'tragic', 'endjust', 'look', 'pictureit', 'clear', 'murderif', 'commoner', 'see', 'authority', 'question', 'itif', 'happen', 'himit', 'happen', 'anyonethis', 'beyond', 'crueli', 'pray', 'give', 'justice']",0.10000000000000002
31,"['exactly', 'yes', 'bruise', 'line', 'center', 'throat', 'rope', 'nishan', 'v', 'shape', 'next', 'chin', 'suicide', 'plus', 'show', 'green', 'kurtapajama', 'flat', 'sushants', 'attach', 'fan', 'hook', 'fabric', 'doesnt', 'match', 'nishan', 'bruise', 'neck', 'allwas', 'balcony', 'house', 'culprit', 'might', 'enter', 'bedroom', 'murderwas', 'bedroom', 'iron', 'grill', 'cover', 'real', 'truth', 'need', 'closure', 'mind', 'upset', 'dont', 'know', 'get', 'negative', 'vibration']",-0.024999999999999998
32,"['exactly', 'think']",0.25
33,"['u', 'right']",0.2857142857142857
34,"['fck', 'bollywood']",0.0
35,"['absolutely', 'shashiji']",0.2
36,"['sushanth', 'murder', 'look', 'dead', 'body', 'hang', 'tounge', 'come', 'eye', 'different', 'face', 'peacefull', 'percent', 'plan', 'murder']",-0.1
37,"['shushant', 'mano', 'apeoples', 'person', 'nice', 'guy', 'god', 'know', 'greatly', 'miss']",0.7
38,"['let', 'watch', 'movie', 'n', 'song', 'click', 'like']",0.0
39,"['yes', 'feel']",0.0
40,"['unfortunately', 'badluck', 'take', 'bollywood', 'nt', 'deserve', 'eyeopening', 'incident']",-0.5
41,"['toxic', 'evil', 'monster', 'people', 'put', 'situation']",-1.0
42,"['really', 'bollywood']",0.2
43,"['shame', 'bollywood']",0.0
44,"['wish', 'real']",0.2
45,"['saw', 'struggle', 'msd', 'teach', 'message', 'chichore', 'yet', 'fail', 'thing', 'real', 'life', 'several', 'actor', 'turn', 'tv', 'b', 'many', 'succeed', 'success', 'fear', 'much', 'future', 'woh', 'future', 'jo', 'abhi', 'aya', 'nahe', 'hai', 'could', 'change', 'future', 'didnt', 'think', 'alone', 'father', 'ek', 'baap', 'ka', 'sapna', 'rehta', 'hai', 'two', 'dream', 'father', 'success', 'kid', 'father', 'dy', 'son', 'carry', 'shoulder', 'didnt', 'happen', 'go', 'worry', 'take', 'decision', 'somebody', 'feel', 'go', 'father', 'think', 'lot', 'poor', 'old', 'man']",0.045454545454545456
46,"['dinesh', 'rawat', 'nepotism', 'ka', 'mean', 'hi', 'woh', 'hota', 'hai', 'khudki', 'mehnaat', 'se', 'agge', 'barho', 'aur', 'mahanti', 'ko', 'laat', 'markar', 'apne', 'mausa', 'ke', 'bete', 'ko', 'dusra', 'seat', 'dedo', 'phir', 'apna', 'bacche', 'ko', 'phir', 'poti', 'ko', 'aur', 'aamir', 'khan', 'do', 'quite', 'well', 'like', 'shit', 'like', 'alia', 'siddharth', 'malhotra', 'sonam', 'kapoor', 'ranbir', 'kapoor', 'etc', 'would', 'lot', 'respect', 'actor', 'like', 'ranbir', 'reality', 'give', 'flop', 'career', 'still', 'give', 'chance', 'big', 'budget', 'film', 'even', 'small', 'course', 'cant', 'forget', 'arjun', 'kapoor', 'janhvi', 'etc']",-0.190625
47,"['aisi', 'bkbaas', 'movie', 'ko', 'award', 'dete', 'h', 'jo', 'oscar', 'nominate', 'tk', 'nhi', 'ho', 'paati', 'jeetna', 'alg', 'baat', 'h']",0.0
48,"['let', 'u', 'change', 'stop', 'watch', 'movie', 'joke', 'awardsconcentrate', 'news', 'discovery']",0.0
49,"['people', 'think', 'b', 'gang', 'control', 'industry', 'audience', 'another', 'way', 'around', 'people', 'straighten', 'gangster']",0.0
50,"['watch', 'movie', 'pirate', 'dvd', 'hurt', 'hurt']",0.0
51,"['grey', 'hound', 'yeah']",-0.05
52,"['dinesh', 'rawat', 'mock', 'krte', 'thaur', 'struggle', 'bhi', 'koi', 'krta', 'pr', 'raste', 'unlogo', 'ne', 'bnd', 'kra', 'diye', 'thedirection', 'le', 'struggle', 'ka', 'koi', 'fayda', 'nhi', 'mere', 'bhai']",-0.5
53,"['dinesh', 'rawat', 'top', 'pe', 'rhe', 'voh', 'log', 'pr', 'apne', 'power', 'ka', 'misuse', 'na', 'krekitne', 'production', 'house', 'se', 'ban', 'kr', 'diya', 'gya', 'th', 'iskobss', 'ek', 'argument', 'ke', 'wajah', 'se']",0.5
54,"['dinesh', 'singh', 'rawat', 'bollywood', 'stop', 'ruin', 'least', 'hollywood', 'classic', 'like', 'forest', 'gump', 'amir', 'guy', 'already', 'ruin', 'memento', 'prestige']",-0.06666666666666667
55,"['top', 'thats', 'rule', 'koi', 'aise', 'top', 'mai', 'nahe', 'aata', 'everyone', 'struggle', 'give', 'time', 'samay', 'ke', 'tapasya', 'tum', 'top', 'walo', 'ko', 'pasand', 'nahe', 'karte', 'toh', 'mat', 'jao', 'unke', 'movie', 'dekhne', 'december', 'mai', 'ayege', 'ke', 'oscar', 'award', 'win', 'movie', 'forrest', 'gump', 'lal', 'singh', 'chadda', 'chale', 'jana', 'movie', 'dekhne']",0.575
56,"['ban', 'high', 'budget', 'star', 'bollywood', 'film', 'karan', 'johar', 'salman', 'khan', 'etc', 'king', 'nepotism', 'nepotism', 'murdabad']",0.16
57,"['orange', 'sunset', 'boycott', 'movie', 'especially', 'yrf', 'dharma', 'production', 'unfollowing', 'nepo', 'kid', 'instagram', 'remember', 'ppl', 'make', 'movie', 'yet', 'time', 'hate', 'ppl', 'dare', 'make', 'big', 'bollywood', 'ppl', 'treat', 'u', 'outsider', 'matter', 'talented', 'u', 'u', 'r', 'plz', 'stand', 'guy', 'watch', 'movie', 'nepotist']",-0.025000000000000022
58,"['day', 'forget', 'everything', 'watch', 'bollywood', 'star', 'kid', 'movie']",0.0
59,"['ban', 'nepotism']",0.0
60,"['dirty', 'industry', 'susant']",-0.6
61,"['sad', 'jesus', 'mercy', 'u']",-0.5
62,['sad'],-0.5
63,"['dora', 'syiem', 'hypocrite', 'reason']",0.0
64,"['hypocrisy', 'discrimination', 'outsiderin', 'country', 'blame', 'british', 'discrimination', 'nepotism', 'bollywood', 'practise', 'english', 'do', 'pre', 'independence', 'era']",0.0
65,"['investigatedits', 'murder']",0.0
66,"['nahata', 'mind', 'busy', 'defend', 'rhea', 'chakrabortyone', 'idiot', 'industry']",-0.35000000000000003
67,"['r', 'bastard', 'mumbai', 'industry']",0.0
68,"['nahata', 'defend', 'rhea', 'chakraborty']",0.0
69,"['sell', 'conscience', 'soul']",0.0
70,"['someone', 'would', 'give', 'easilyits', 'murder']",0.0
71,"['police', 'tell', 'medium', 'hide', 'dead', 'picture', 'sensitive', 'truth', 'want', 'hide', 'murder', 'case']",-0.05
72,"['tiger', 'sherof', 'ugly', 'duckling']",-0.7
73,"['doesnt', 'look', 'like', 'girl']",0.0
74,"['absolutely', 'right']",0.2857142857142857
75,['truuuue'],0.0
76,['yes'],0.0
77,"['true', 'true', 'true', 'true']",0.35
78,"['dont', 'go', 'look', 'go', 'talent', 'tiger', 'shroff', 'single', 'expression', 'actor', 'become', 'star', 'jacky', 'shroff', 'suck', 'personally']",-0.03571428571428571
