,Comment,sentiment
178,"['worse', 'emergency', 'show', 'government', 'put', 'anyone', 'hate', 'jail', 'kill', 'implicate', 'false', 'case', 'put', 'evidence', 'forcebly', 'computer', 'court', 'also', 'help', 'case', 'stan', 'swamy', 'nothing', 'happen', 'pune', 'work', 'poor', 'people', 'jharkhand', 'though', 'swamy', 'prove', 'innocence', 'court', 'give', 'bail', 'torture', 'jail', 'death', 'one', 'bhat', 'jail', 'gujarat', 'numerous', 'people', 'jail', 'falsely', 'implicate', 'crime', 'live', 'democracy', 'authoritarian', 'rule', 'emergency', 'still', 'force', 'swamy', 'case', 'government', 'want', 'people', 'help', 'poor', 'people', 'seem', 'put', 'behind', 'bar', 'torture', 'death']",-0.26643356643356647
179,"['pray', 'martyr', 'fr', 'jam', 'kottayil', 'sj', 'nawatnr', 'parish', 'ranchi', 'dioeces', 'th', 'july', 'st', 'john', 'baptist', 'church', 'thuruthipally', 'pala', 'dioeces', 'kerala', 'india']",0.0
180,"['bahot', 'khatarnak', 'log', 'haiwaiwan', 'hai', 'koi', 'bhawana', 'nahi', 'sirf', 'manani', 'hukumshahi', 'se', 'logoko', 'dabana', 'chahate', 'hai']",0.0
181,"['rip', 'name', 'service', 'missionary', 'work', 'convertion', 'poor', 'people']",-0.4
182,"['hataashniraashaur', 'kuch', 'naidesh', 'main', 'yah', 'ab', 'chal', 'raha', 'hai']",0.16666666666666666
183,"['india', 'pakistan', 'democracy', 'shame']",0.0
184,"['pm', 'sorry', 'pm', 'devil', 'incarnate', 'please', 'god', 'take', 'himyou', 'say']",-0.5
185,"['modi', 'govt', 'prove', 'murderer', 'outspoken', 'writer']",0.0
186,"['justice', 'shahbuddin', 'sahab']",0.0
187,"['rama', 'pandey', 'sidhi', 'republic', 'ko', 'dekhiye', 'aankhe', 'khul', 'jayengi', 'sab', 'samne', 'aa', 'jayega']",0.0
188,"['wah', 'dogle', 'log', 'yek', 'naksli', 'ke', 'marne', 'pe', 'natak', 'kar', 'rahe']",0.0
189,"['janch', 'agency', 'ka', 'khilaph', 'bhi', 'jaoon', 'bhi', 'brabdhan', 'hona', 'chahiye']",0.0
190,"['bina', 'chaddi', 'vala', 'baba', 'ravish', 'dardar', 'bhatkta', 'hai', 'allah']",0.0
191,"['involve', 'missionary', 'activity', 'fellow', 'convert', 'poor', 'adivasis', 'christianity', 'get', 'crore', 'fromwestern', 'country', 'thats', 'hate', 'antinational', 'ravish', 'kumar']",-0.6000000000000001
192,"['wow', 'crypto', 'jihadi', 'narrative', 'come', 'yo', 'man', 'indulge', 'terrorism', 'anti', 'national', 'activitieswell', 'jihadi', 'exmalaysian', 'president', 'mahatir', 'year', 'old', 'yet', 'say', 'muslim', 'must', 'behead', 'people', 'critisise', 'islam', 'muhammad', 'al', 'queda', 'chief', 'ayman', 'alzawahiri', 'old', 'man', 'aurangzeb', 'old', 'destroy', 'hindu', 'temple', 'wag', 'war', 'hindu', 'munawwar', 'rana', 'justify', 'blasphemy', 'kill', 'france', 'old', 'missionary', 'kill', 'swami', 'laxmananada', 'swami', 'shanti', 'kali', 'also', 'saw', 'pay', 'journalist', 'malign', 'cancer', 'stricken', 'sadhvi', 'pragya', 'case', 'still', 'subjudice', 'later', 'acquit', 'well', 'hinduphobes', 'like', 'ravish', 'call', 'sadhvi', 'pragya', 'guilty', 'terrorism', 'n', 'pay', 'journalist', 'talk', 'reverently', 'terrorist', 'missionary', 'stan', 'swamy', 'accuse', 'multiple', 'charge', 'include', 'plan', 'assassination', 'terrorismhow', 'lowly', 'scribe', 'ravish', 'look', 'mirror', 'shameless', 'creature']",-0.019999999999999997
