,Reply,Published,sentiment
656,"['sumba', 'jumba', 'bol', 'toh', 'raha', 'hu', 'india', 'se', 'naxalism', 'khatam', 'kar', 'diya', 'saal', 'k', 'aadmi', 'ko', 'maar', 'ke', 'congratulationslogic', 'pe', 'baat', 'kar', 'na', 'bhaimaine', 'na', 'tujhe', 'andhbhakt', 'bolana', 'mandbhakt', 'bolana', 'fascist', 'bolayeh', 'tag', 'aur', 'galiya', 'deke', 'argument', 'strong', 'nahi', 'hota']",2021-07-06T05:40:43Z,-0.4215
406,"['stop', 'attack', 'evn', 'know', 'fact', 'cause', 'election', 'corner', 'military', 'kill', 'modi', 'get', 'new', 'jhumla']",2021-07-06T05:46:13Z,-0.875
362,"['deepto', 'banerjee', 'itni', 'buddhi', 'kaha', 'se', 'lata', 'hai', 'bhai']",2021-07-06T05:49:03Z,0.0
569,"['gandu', 'muhammad', 'one', 'laugh', 'make', 'thing']",2021-07-06T05:49:35Z,0.5574
570,"['yogshastri', 'oh', 'yes', 'shoot', 'people', 'become', 'trend', 'great', 'thing', 'happen', 'way', 'complain', 'third', 'class', 'uneducated']",2021-07-06T05:52:00Z,0.4404
363,"['lol', 'investigate', 'agency', 'work', 'bjp', 'tune']",2021-07-06T05:52:05Z,0.4215
1094,"['satish', 'kumar', 'hindu', 'khatrae', 'mae', 'hain', 'desh', 'khatrae', 'mae', 'hain', 'forget', 'cremation', 'road', 'crowd', 'cremation', 'centre', 'body', 'throw', 'holy', 'river', 'dead', 'body', 'rob', 'call', 'kafan', 'chori']",2021-07-06T05:52:18Z,-0.8689
641,"['dont', 'say', 'respect', 'doesnt', 'deserve', 'even', 'bite']",2021-07-06T05:52:37Z,-0.3724
657,"['sumba', 'jumba', 'dekh', 'bhaiyeh', 'chiz', 'shock', 'lag', 'sakti', 'haiho', 'sakta', 'hai', 'aapko', 'vishwas', 'bhi', 'na', 'ho', 'i', 'baat', 'kakoi', 'gaddar', 'nahi', 'haikoi', 'desh', 'virodhi', 'nahi', 'haiyeh', 'sab', 'ek', 'sochi', 'samjhi', 'propaganda', 'machinery', 'se', 'aapko', 'bataya', 'gaya', 'haivichardhara', 'alag', 'hone', 'se', 'koi']",2021-07-06T05:53:23Z,-0.7184
477,"['maoist', 'meet', 'fate']",2021-07-06T05:56:01Z,0.0
352,"['bhaibut', 'moti', 'chamadi', 'ke', 'andh', 'bhakt', 'abhi', 'bhi', 'namo', 'ki', 'tshirt', 'pehen', 'ke', 'ghum', 'rahe', 'hai']",2021-07-06T05:56:18Z,0.0
928,"['sanju', 'b', 'good', 'admission', 'incompetence', 'narendra', 'modiyou', 'must', 'belong', 'bimaru', 'gloat', 'election', 'incompetent', 'pm', 'true', 'desh', 'bhakt', 'would', 'wish', 'let', 'along', 'gloat', 'country', 'incapable', 'leader']",2021-07-06T05:56:36Z,-0.1531
658,"['saurabh', 'dave', 'kisi', 'aur', 'ko', 'bewakuf', 'banao', 'logo', 'ne', 'kashmir', 'bhi', 'dekha', 'hai', 'hinduo', 'ke', 'saath', 'bangladesh', 'aur', 'pakistan', 'kya', 'hua', 'wo', 'bhi', 'dekha', 'hai', 'naxal', 'kaise', 'missionary', 'ke', 'saath', 'conversion', 'karte', 'hai', 'wo', 'bhi', 'pata', 'hai', 'aap', 'apni', 'strawberry', 'waali', 'duniya', 'ra']",2021-07-06T05:57:24Z,0.0
364,"['aditya', 'bakshi', 'bakshi', 'saab', 'isse', 'satire', 'kahate', 'hai', 'muje', 'bhi', 'pata', 'hai', 'ki', 'arad', 'bjp', 'hari', 'zayada', 'se', 'zyada', 'emergency', 'hi', 'declare', 'kare', 'gi']",2021-07-06T05:58:57Z,-0.3818
473,"['anirudh', 'r', 'go', 'check', 'history', 'arrest', 'detect', 'hua', 'tha', 'ki', 'unko', 'disease', 'h']",2021-07-06T05:59:40Z,-0.34
317,"['obc', 'sc', 'dalit']",2021-07-06T06:00:05Z,0.0
659,"['sumba', 'jumba', 'jai', 'shree', 'ram', 'bhaijai', 'veer', 'hanumankitna', 'accha', 'argument', 'haiaur', 'firse', 'aapko', 'topic', 'pe', 'lata', 'huyeh', 'aadmi', 'kashmir', 'main', 'bhi', 'thapakistan', 'aur', 'bangladesh', 'main', 'bhi', 'hinduo', 'pe', 'atyachar', 'kar', 'raha', 'thayeh', 'sab', 'ekdum', 'correct', 'baat', 'haijai', 'shree', 'ram']",2021-07-06T06:00:12Z,-0.3612
365,"['government', 'use', 'asymmetric', 'economic', 'warfare', 'successful', 'unfortunately', 'people', 'india', 'adverseries']",2021-07-06T06:00:28Z,0.0516
464,"['abey', 'naxal', 'tha', 'yeh', 'pagal', 'hai', 'kya', 'tum', 'lol', 'sirf', 'librals', 'ki', 'baaton', 'aakar', 'rip', 'karna', 'start', 'kar', 'diye', 'har', 'baat', 'par', 'government', 'ko', 'blame', 'karte', 'jao', 'kuch', 'hoga', 'nahi', 'tum', 'logo', 'ka', 'jaakar', 'research', 'kar', 'ki', 'kon', 'tha', 'ye', 'aur', 'yeh', 'swami', 'nahi', 'hai', 'father', 'church']",2021-07-06T06:08:06Z,0.1027
660,"['sumba', 'jumba', 'fir', 'se', 'bolta', 'husawaal', 'sarkar', 'se', 'haijudiciary', 'system', 'se', 'haipolice', 'se', 'haiagar', 'desh', 'k', 'institute', 'kamjoor', 'ho', 'gaye', 'aur', 'sarkar', 'k', 'extension', 'k', 'roop', 'main', 'kaam', 'karne', 'lage', 'toh', 'aaj', 'ek', 'vichardhara', 'k', 'log', 'mar', 'rahe', 'haikal', 'dusri', 'vichardhara', 'k', 'log']",2021-07-06T06:08:31Z,0.0
661,"['saurabh', 'dave', 'jaake', 'malum', 'kar', 'isske', 'bare', 'har', 'baat', 'par', 'rip', 'rip', 'karna', 'start', 'kar', 'dete', 'ho', 'tum', 'log']",2021-07-06T06:09:41Z,0.0
662,"['saurabh', 'dave', 'naxal', 'naxal', 'ka', 'umar', 'kitna', 'bhi', 'ho', 'matter', 'yeh', 'koi', 'swami', 'nahi', 'hai', 'father', 'swami']",2021-07-06T06:11:03Z,0.0258
525,"['peimetime', 'ravish', 'kumar', 'godi', 'medium']",2021-07-06T06:11:29Z,0.0
663,"['champ', 'bhaimaine', 'na', 'rip', 'karana', 'isko', 'swamy', 'bolamera', 'sawaal', 'ba', 'judicial', 'custody', 'main', 'murder', 'ko', 'leke', 'haiwoh', 'kisi', 'bhi', 'vichardhara', 'k', 'aadmi', 'k', 'sath', 'nahi', 'hona', 'chahiyeright', 'leave']",2021-07-06T06:13:52Z,-0.4215
664,"['champ', 'aur', 'tum', 'log', 'matlab', 'kaun', 'logmain', 'bhi', 'nagrik', 'huaap', 'mere', 'bhai', 'samaan', 'hoyeh', 'sab', 'tag', 'denafaltu', 'ka', 'division', 'karnahum', 'log', 'aur', 'tum', 'logisse', 'sirf', 'nafrat', 'failti', 'hai']",2021-07-06T06:17:18Z,0.4767
474,"['harsh', 'disease', 'ailment', 'notice', 'much']",2021-07-06T06:17:40Z,-0.4404
318,"['rajkumar', 'vishwakarma', 'sc', 'st']",2021-07-06T06:20:08Z,0.0
376,"['acussed', 'die', 'may', 'soul', 'go', 'piglet']",2021-07-06T06:23:30Z,-0.5994
972,"['true', 'om', 'shanti']",2021-07-06T06:25:58Z,0.4215
1001,"['jaspreet', 'chahal', 'abbey', 'saale', 'aaj', 'hindu', 'ko', 'hi', 'apna', 'dushman', 'bana', 'liye', 'tum', 'aalo', 'hi', 'rahoge']",2021-07-06T06:29:27Z,0.0
621,"['sumba', 'jumba', 'many', 'abroad', 'preach', 'hinduism', 'christian', 'even', 'face', 'fate', 'world', 'watch', 'careful', 'wish']",2021-07-06T06:30:23Z,0.5106
622,"['happiness', 'everywhere', 'happiness']",2021-07-06T06:31:42Z,0.802
540,"['ub', 'singh', 'kehna', 'yahi', 'chahta', 'hai', 'ki', 'tumlog', 'kitna', 'bhi', 'propaganda', 'chala', 'lo', 'kuch', 'hona', 'nahi', 'hai', 'aaega', 'bjp', 'hi']",2021-07-06T06:32:26Z,-0.25
465,"['champ', 'maybe', 'andhbhakt', 'cell', 'worker', 'bjp', 'earn', 'le', 'minimum', 'wage', 'delhi', 'yes', 'inr', 'revolutionary']",2021-07-06T06:38:04Z,0.7003
314,"['right', 'mindless', 'bhakts', 'call', 'maoist', 'even', 'nia', 'lawfully', 'convict']",2021-07-06T06:40:45Z,-0.4404
478,"['thiis', 'great', 'news', 'hear']",2021-07-06T06:40:52Z,0.6249
479,"['sumba', 'jumbaaditya', 'bakshi', 'lac', 'indian', 'die', 'bhakts', 'sing', 'praise', 'murderer', 'good', 'job', 'true', 'disappointment', 'country']",2021-07-06T06:41:07Z,-0.5423
377,"['lallu', 'ram', 'say', 'produce', 'evidence', 'wat', 'accusedwhich', 'ranga', 'billa', 'nia', 'could', 'produceare', 'superman', 'visualizeif', 'accusation', 'false', 'destine', 'curse', 'get', 'involve', 'thing']",2021-07-06T06:42:17Z,-0.6705
929,"['sanju', 'b', 'jail', 'mein', 'aaayega']",2021-07-06T06:44:49Z,0.0
378,"['sunny', 'mathias', 'oh', 'bhaiprama', 'facie', 'court', 'accept', 'involve', 'conspiracy', 'kill', 'pm', 'indiago', 'crynamazi', 'gangif', 'merit', 'case', 'would', 'court', 'send', 'jailhe', 'iswas', 'converter', 'urban', 'naxal']",2021-07-06T06:46:38Z,-0.2263
1004,"['india', 'lose', 'son', 'india', 'murder', 'son', 'india']",2021-07-06T06:50:33Z,-0.8126
458,"['ajit', 'kumar', 'dutta', 'visit', 'place', 'even', 'one', 'sub', 'inspector', 'get', 'convert']",2021-07-06T06:52:45Z,0.0
571,"['lucas', 'cruze', 'liar']",2021-07-06T06:56:06Z,-0.5106
268,"['andhbhakt', 'lagta', 'hai']",2021-07-06T06:57:57Z,0.0
280,"['whatsapp', 'university', 'ka', 'student', 'lgata', 'hai', 'koi', 'sabut', 'hai', 'tere', 'pas']",2021-07-06T07:01:33Z,0.0
269,"['use', 'mind']",2021-07-06T07:02:11Z,0.0
379,"['ala', 'evil', 'die', 'today', 'aaj', 'dassehra', 'manayengey']",2021-07-06T07:06:41Z,-0.8519
353,"['wait', 'watch', 'till', 'iam', 'sure', 'punish', 'people']",2021-07-06T07:21:32Z,-0.2732
572,"['good', 'democracy', 'today', 'government', 'good', 'oppose', 'citizen', 'next', 'government', 'oppose']",2021-07-06T07:21:40Z,0.7003
593,"['go', 'pakistan', 'get', 'justice']",2021-07-06T07:22:43Z,0.5267
573,"['brave', 'nepali', 'time', 'become', 'non', 'religious', 'every', 'religion', 'danger', 'human', 'good', 'present']",2021-07-06T07:29:34Z,0.4404
337,"['raunak', 'naik', 'better', 'modi']",2021-07-06T07:40:11Z,0.4404
526,"['propaganda', 'platform', 'bampanth', 'jihadi']",2021-07-06T07:41:11Z,-0.25
961,"['mawo', 'supporter', 'frnd', 'naxali']",2021-07-06T07:43:16Z,0.2732
281,"['use', 'mind']",2021-07-06T07:49:42Z,0.0
338,"['mr', 'kincaid', 'isme', 'modi', 'kha', 'se', 'aya']",2021-07-06T07:50:50Z,0.0
574,"['avishek', 'singh', 'bhai', 'diwar', 'mein', 'ser', 'marne', 'se', 'kudh', 'ka', 'hi', 'ser', 'totega']",2021-07-06T07:52:09Z,0.0
594,"['nia', 'agency', 'moh', 'amit', 'shah']",2021-07-06T07:54:45Z,0.0
480,"['court', 'could', 'prove', 'urban', 'naxal', 'maovadi']",2021-07-06T08:14:14Z,0.0
481,"['kill', 'state', 'judiciary']",2021-07-06T08:15:25Z,-0.6908
665,"['yeh', 'andh', 'bhakton', 'ko', 'kaun', 'samajhe', 'shame', 'govt', 'shame', 'police', 'shame', 'judiciary']",2021-07-06T08:19:31Z,-0.8519
1095,"['must', 'perish']",2021-07-06T08:21:14Z,0.0
203,"['ashamed', 'urself', 'know', 'moist']",2021-07-06T08:25:52Z,-0.4767
519,"['cold', 'blood', 'murder', 'govt', 'judiciary']",2021-07-06T08:27:49Z,-0.6908
666,"['saurabh', 'dave', 'bro', 'people', 'like', 'yogi', 'sadhvis', 'give', 'treatment', 'even', 'accuse', 'right', 'father', 'guilty', 'charge', 'prove']",2021-07-06T08:39:52Z,-0.2732
930,"['sumba', 'jumba', 'rice', 'bag', 'convert', 'explain']",2021-07-06T08:41:10Z,0.0
204,"['p', 'mishra', 'well', 'saidpeople', 'enough', 'brain', 'understand', 'propaganda', 'truthif', 'rubbish', 'work', 'like', 'piddi', 'medium', 'get', 'cr', 'rupee', 'salary', 'keep', 'propaganda']",2021-07-06T08:41:14Z,0.1531
380,"['bjp', 'troll', 'active', 'per', 'comment', 'waley']",2021-07-06T08:44:43Z,0.4019
381,"['lallu', 'ram', 'aur', 'chaddi', 'gang', 'ke', 'member', 'r', 'kama', 'liyaaaj', 'ka']",2021-07-06T08:52:36Z,0.0
382,"['lallu', 'ram', 'r', 'vhp', 'bajrang', 'dal', 'sanatan', 'sanstha', 'durga', 'vahini', 'bjp', 'ye', 'hain', 'asli', 'terrorist']",2021-07-06T08:54:00Z,-0.6908
667,"['placido', 'dsouza', 'institution', 'independent', 'nowand', 'case', 'future', 'alsoeven', 'government', 'change', 'system', 'rotten', 'core', 'live', 'act', 'value', 'principlesall', 'action']",2021-07-06T08:56:55Z,-0.2263
668,"['placido', 'dsouza', 'top', 'people', 'argue', 'herethese', 'people', 'celebratingthese', 'people', 'sole', 'reason', 'system', 'failure', 'realise', 'willand', 'late']",2021-07-06T08:59:37Z,-0.5994
669,"['placido', 'dsouza', 'say', 'rome', 'burn', 'nero', 'play', 'flutetoday', 'democratic', 'value', 'burningsupreme', 'leader', 'play', 'bhopuand', 'andhbhakt', 'dancingoff', 'beat', 'ofcourse']",2021-07-06T09:03:16Z,0.7351
339,"['mr', 'kincaid', 'modi', 'role']",2021-07-06T09:04:47Z,0.0
931,"['sumba', 'jumba', 'oye', 'woh', 'protestant', 'logo', 'ka', 'kaam', 'hein', 'know', 'difference', 'two', 'church', 'shut', 'mouth']",2021-07-06T09:10:00Z,0.0
1005,"['jam', 'bond', 'never', 'mind', 'fr', 'already', 'saint', 'heaven']",2021-07-06T09:10:54Z,0.5106
962,"['jai', 'hind', 'andhbhakt', 'modi', 'jumla']",2021-07-06T09:12:14Z,0.0
407,"['jay', 'paulwama']",2021-07-06T09:13:19Z,0.0
623,"['great', 'quote', 'think', 'unlike', 'lady', 'macbeth', 'modishah', 'duo', 'would', 'feel', 'even', 'ounce', 'guilt']",2021-07-06T09:13:47Z,0.4588
555,"['people', 'aware', 'cost', 'speak', 'people', 'care', 'powerless', 'farmer', 'protest', 'prove', 'point', 'power', 'respond', 'plea', 'better', 'pray']",2021-07-06T09:15:20Z,0.4939
634,"['satish', 'kumar']",2021-07-06T09:16:44Z,0.0
383,"['mean', 'ap', 'log', 'ko', 'jo', 'man', 'na', 'ha', 'manohume', 'jo', 'man', 'na', 'hai', 'hum', 'manengebelieve', 'want', 'believe']",2021-07-06T09:17:06Z,0.4019
495,"['sunil', 'madnani']",2021-07-06T09:20:30Z,0.0
575,"['happen', 'laxmananand', 'saraswati', 'modi', 'terrorist', 'promoter', 'deal', 'strongly']",2021-07-06T09:22:46Z,-0.5574
384,"['mean', 'abhi', 'rate', 'badh', 'gaya', 'dost', 'nowhow', 'yoursnamazi', 'pay', 'paisa', 'still']",2021-07-06T09:37:22Z,-0.1027
576,"['satish', 'kumar', 'lol']",2021-07-06T09:49:45Z,0.4215
496,"['vijay', 'yadav']",2021-07-06T09:52:17Z,0.0
74,"['know', 'medium', 'trail']",2021-07-06T10:09:20Z,0.0
497,"['sunil', 'madnani', 'andhbhakt']",2021-07-06T10:09:48Z,0.0
266,"['bhai', 'ekdm', 'sahi', 'kaha', 'aane']",2021-07-06T10:15:19Z,0.0
75,"['pee', 'human', 'beacuse', 'someone', 'glorify', 'rndtv', 'guy', 'must', 'chinese', 'communist', 'virus']",2021-07-06T10:19:43Z,0.5719
76,"['arbin', 'mishra', 'great', 'think', 'may', 'god', 'help']",2021-07-06T10:32:19Z,0.836
77,"['arbin', 'mishra', 'feel', 'inflation', 'increase', 'price', 'question']",2021-07-06T10:33:21Z,0.3182
205,"['mishra', 'well', 'say', 'culprit', 'case']",2021-07-06T10:35:45Z,0.2732
968,['ki'],2021-07-06T10:54:24Z,0.0
206,"['kapil', 'mishra', 'ragani', 'tiwari', 'yahi', 'haan', 'culprit', 'dubey', 'mar', 'chuka', 'kamlesh', 'mar', 'chupka', 'burey', 'ka', 'bura', 'hal', 'hi', 'hota', 'haa', 'ya', 'humney', 'khoob', 'dekhaa', 'haa']",2021-07-06T10:55:41Z,0.0
527,"['jai', 'hind', 'godi', 'medium', 'give', 'knowledge', 'kinda', 'knowledge', 'brainwash', 'mind', 'make', 'cripple', 'believe', 'beard', 'head', 'state', 'action', 'please', 'read', 'educate', 'firm', 'support', 'man', 'sa']",2021-07-06T11:01:36Z,0.6124
78,"['vivek', 'anand', 'exactly', 'pura', 'sahi', 'bola', 'apne']",2021-07-06T11:08:25Z,0.0
932,"['want', 'dead']",2021-07-06T11:09:28Z,-0.6124
79,"['pee', 'human', 'capable', 'enough', 'pay', 'increase', 'price', 'unlike', 'ineptitude', 'earn', 'moreover', 'current', 'inflation', 'rate', 'ideal', 'develop', 'economy', 'previously', 'upa', 'regime', 'go', 'beyond', 'lim']",2021-07-06T11:14:16Z,0.7845
498,"['madani', 'ko', 'davai', 'ki', 'jarurat', 'hai']",2021-07-06T11:16:00Z,0.0
963,"['jai', 'hind', 'ha', 'tera', 'chacha', 'b', 'hi', 'tumko', 'b', 'jail', 'dalna', 'padega', 'andhbhakt']",2021-07-06T11:20:25Z,0.34
595,"['p', 'house', 'get', 'infest', 'pest', 'abandon', 'house', 'pest', 'control']",2021-07-06T11:22:50Z,-0.4404
1046,"['v', 'p', 'jewish', 'need', 'foundation', 'abraham', 'faith', 'add']",2021-07-06T11:24:31Z,0.4215
624,"['sumba', 'jumba', 'worry', 'convert', 'know', 'mythology', 'include', 'veda', 'well']",2021-07-06T11:26:25Z,-0.2023
670,"['become', 'leader', 'kill', 'innocent', 'sleep', 'peacefully', 'last', 'night']",2021-07-06T11:50:35Z,0.0258
625,"['sumba', 'jumba', 'must', 'deficiency', 'relgion', 'whose', 'people', 'will', 'convert', 'think', 'place', 'privilege']",2021-07-06T12:00:57Z,0.3612
1006,"['fernandes', 'mind', 'fr', 'stan', 'fight', 'adivasi', 'right', 'life', 'cause', 'forget', 'die']",2021-07-06T12:04:36Z,-0.8126
207,"['p', 'mishra', 'defend', 'right', 'adivasis', 'make', 'u', 'maoist', 'true', 'yellow', 'nationalist']",2021-07-06T12:06:10Z,0.4215
167,"['promote', 'like', 'anti', 'constitutional', 'force']",2021-07-06T12:12:21Z,0.4215
80,"['arbin', 'mishra', 'lol', 'get', 'wrong', 'fact', 'inflation', 'highest', 'nowbeta', 'sandeep', 'kisi', 'debate', 'dekhte', 'ho', 'ya', 'nahi']",2021-07-06T12:13:03Z,-0.0772
81,"['vivek', 'anand', 'never', 'prove', 'bheema', 'koregaon', 'case']",2021-07-06T12:13:47Z,0.0
408,"['pulwama', 'look', 'like', 'election', 'campaignunfortunately', 'one', 'investigate', 'low', 'iq', 'fascist', 'state', 'continue', 'march']",2021-07-06T12:13:52Z,-0.4939
208,"['shelldie', 'defend', 'call', 'right', 'snatch', 'land', 'indentity', 'use', 'tribals', 'slave', 'crypto', 'convert', 'deserve', 'strictest', 'punishment', 'garb', 'defend', 'tribals', 'conversionits', 'trillion']",2021-07-06T12:15:57Z,-0.4939
1007,"['shelldie', 'innocent', 'eye', 'god', 'care', 'government', 'thank', 'lord', 'gift', 'fr', 'stan', 'swamy']",2021-07-06T12:18:45Z,0.9022
1008,"['shelldie', 'yes', 'jesuit', 'commit', 'continue', 'mission', 'fr', 'swamy']",2021-07-06T12:19:23Z,0.5994
577,"['minki', 'mishra', 'indeed']",2021-07-06T12:22:58Z,0.0
82,"['pee', 'human', 'debate', 'tu', 'dekh', 'mei', 'apna', 'dukan', 'chalta', 'hun', 'aur', 'phaltu', 'ke', 'debate', 'nahin', 'dekhta']",2021-07-06T12:23:08Z,0.0
209,"['great', 'anymore']",2021-07-06T12:24:20Z,0.6249
613,"['v', 'p', 'know', 'syrian', 'christian', 'syrian', 'christian', 'refer', 'kannaya', 'christian', 'come', 'syria', 'marry', 'community', 'part', 'preserve', 'ancient', 'family', 'culture', 'nothing', 'caste']",2021-07-06T12:29:05Z,0.0
556,"['india', 'chootiya', 'nation', 'bul', 'sheet']",2021-07-06T12:38:01Z,0.0
578,"['yogshastri', 'poonam', 'devi', 'kill', 'rapist']",2021-07-06T12:40:06Z,-0.891
596,"['v', 'p', 'father', 'stanely', 'kannaya', 'syrian', 'christian', 'cell', 'information', 'syria', 'indian', 'citizen', 'jesuit', 'catholic', 'priest', 'admit', 'brahmin', 'amp', 'india', 'marry', 'amp', 'worship', 'maj']",2021-07-06T12:43:39Z,0.4588
417,"['prove', 'conscience', 'shame']",2021-07-06T12:44:08Z,-0.4767
385,"['maaf', 'karnasame', 'shame', 'indiacorrupt', 'coward', 'indiafollow', 'british', 'law']",2021-07-06T12:44:38Z,-0.7269
267,"['democracy', 'mob', 'rule', 'fool']",2021-07-06T12:45:34Z,-0.4404
597,"['p', 'mr', 'p', 'ask', 'native', 'land', 'migrate', 'democracy', 'imagine', 'british', 'ask', 'would', 'accept', 'mean']",2021-07-06T12:45:53Z,0.3818
635,"['bjp', 'target', 'everyone', 'see', 'challenger', 'west', 'bengal', 'cm', 'mamta', 'banerjee', 'target', 'use', 'even', 'governor', 'suppose', 'neutral', 'political', 'tool', 'lose', 'election', 'badly', 'try', 'remove', 'mamta', 'cm', 'impose', 'rule']",2021-07-06T12:49:06Z,-0.7579
470,"['ashamed', 'hope', 'sacrifice', 'go', 'vane']",2021-07-06T12:50:09Z,-0.0516
84,"['correct', 'spell', 'fr', 'stan']",2021-07-06T12:58:14Z,0.0
210,"['p', 'mishra', 'cant', 'silence', 'native', 'citizen', 'india', 'make', 'wild', 'allegation', 'democracy', 'never', 'prove', 'court', 'law', 'land', 'know', 'use', 'tribals', 'slave', 'long', 'historical', 'fact', 'india', 'record']",2021-07-06T12:58:56Z,0.0
311,"['v', 'p', 'lol', 'catch', 'cell', 'script', 'copy', 'amp', 'paste']",2021-07-06T13:02:37Z,0.4215
528,"['ruby', 'rise', 'dear', 'madam', 'g', 'pahli', 'baat', 'ye', 'ki', 'koi', 'agar', 'english', 'bolna', 'aur', 'likhna', 'sikh', 'le', 'usse', 'sirf', 'educate', 'nahi', 'ho', 'jata', 'hai', 'haa', 'ye', 'baat', 'jarur', 'hai', 'ki', 'usme', 'eggo', 'jarur', 'panap', 'jata', 'hai', 'real', 'educate', 'wo', 'hai', 'jo', 'jiske', 'pa', 'think', 'power', 'hota', 'hai', 'har', 'chij']",2021-07-06T13:12:28Z,0.3818
1060,"['ronak', 'singh', 'brother', 'talk', 'abt', 'happen', 'bjp', 'voter', 'bjp', 'take', 'voter', 'choose', 'bjp']",2021-07-06T13:14:33Z,0.0
598,"['p', 'lolat', 'least', 'suggest', 'better', 'countriescanada', 'norway', 'bol', 'dete', 'rather', 'pakistan', 'china']",2021-07-06T13:18:14Z,0.4404
409,"['actually', 'thy', 'already', 'get', 'intelligence', 'input', 'union', 'govt', 'ignore', 'intelligence', 'input', 'let', 'attack', 'happen', 'loksabha', 'election', 'ahead', 'air', 'strike', 'politicize', 'whole', 'issue', 'sshhhh', 'nationalism', 'kuch', 'mat', 'bolo']",2021-07-06T13:25:54Z,0.0258
312,"['v', 'p', 'many', 'time', 'give', 'fact', 'amp', 'along', 'video', 'lol', 'stop', 'disinformation']",2021-07-06T13:26:01Z,0.1531
1061,"['sulagana', 'biswas', 'cause', 'fall', 'trap', 'surgical', 'strike', 'black', 'money', 'prachar', 'nobody', 'question', 'people', 'suffer', 'situation', 'real', 'bad']",2021-07-06T13:26:44Z,-0.8689
599,"['v', 'p', 'fact', 'take', 'prove', 'statement', 'syrian', 'saba', 'church', 'india', 'false', 'stop', 'disinformation', 'b', 'video', 'comment', 'work', 'like', 'person', 'cell', 'copy', 'script', 'around', 'commen']",2021-07-06T13:28:16Z,0.0772
579,"['brave', 'nepali', 'momo', 'laga', 'nepali']",2021-07-06T13:40:40Z,0.5267
626,"['harveen', 'kaur', 'yes', 'thats', 'majority', 'punjabi', 'muslim', 'today', 'deficiency', 'sikhism', 'keep', 'wisdom', 'save', 'sikh', 'girl']",2021-07-06T13:49:20Z,0.8519
627,"['mihir', 'patil', 'yes', 'friend', 'vatican', 'dog', 'later', 'join', 'communist', 'naxal', 'dead', 'may', 'crpf', 'brother', 'die', 'hand', 'naxals', 'rest', 'peace']",2021-07-06T13:53:01Z,0.6808
1047,"['v', 'p', 'yes', 'dalit', 'christian', 'movement', 'south', 'india', 'big', 'movement', 'leave', 'wing', 'liberal', 'medium', 'always', 'remain', 'silent', 'narrative', 'demand', 'opportunist', 'outrage', 'always', 'selective']",2021-07-06T13:56:58Z,-0.2732
736,"['sunil', 'madnani']",2021-07-06T14:00:05Z,0.0
671,"['saurabh', 'dave', 'dont', 'give', 'leave', 'wing', 'bullshit', 'abvajpayee', 'fascist', 'freedom', 'amp', 'right', 'take', 'away', 'right', 'wing', 'destroy', 'india', 'hear', 'nonsense', 'like', 'repeat', 'show']",2021-07-06T14:00:36Z,-0.7752
439,"['khud', 'asmani', 'kitab', 'padhta', 'hai', 'dusro', 'ko', 'bakloli', 'sikhane', 'chala']",2021-07-06T14:01:44Z,0.0
672,"['saurabh', 'dave', 'yes', 'people', 'celebrate', 'death', 'missionary', 'communist', 'feel', 'every', 'crpf', 'jawan', 'die', 'hand', 'clan', 'many', 'decade', 'continue', 'die', 'sickulars', 'like', 'support', 'traitor']",2021-07-06T14:02:46Z,0.2732
1048,"['like', 'burhan', 'wani', 'poor', 'son']",2021-07-06T14:03:12Z,-0.1531
673,"['innocent', 'civilian', 'like', 'stan', 'swamy', 'burhan', 'wani', 'afzal', 'guru', 'ajmal', 'kasab', 'varavara', 'raoetc', 'make', 'suffer', 'criminal', 'like', 'modi', 'shah', 'run', 'country', 'shameful']",2021-07-06T14:07:55Z,-0.5719
739,"['right', 'sir']",2021-07-06T14:08:05Z,0.0
482,"['rip', 'stan', 'swamy', 'afzal', 'guru', 'burhan', 'wani', 'riyaz', 'naikoo', 'ajmal', 'kasab', 'miss', 'fascist', 'country']",2021-07-06T14:10:00Z,-0.6369
1009,"['stan', 'swamy', 'afzal', 'guru', 'burhan', 'wani', 'ajmal', 'kasab', 'pay', 'price', 'minority', 'fascist', 'country']",2021-07-06T14:11:04Z,-0.6124
1062,"['stan', 'swamy', 'afzal', 'guru', 'burhan', 'wani', 'ajmal', 'kasab', 'pay', 'price', 'minority', 'hand', 'fascist', 'government']",2021-07-06T14:12:34Z,-0.2023
557,"['stan', 'swamy', 'afzal', 'guru', 'burhan', 'wani', 'ajmal', 'kasab', 'riyaz', 'naikoo', 'pay', 'price', 'minority', 'country']",2021-07-06T14:14:47Z,-0.1027
211,"['matter', 'bhakts', 'bhakts']",2021-07-06T14:15:01Z,0.0258
674,"['tj', 'p', 'record', 'support', 'terrorist', 'mention', 'post']",2021-07-06T14:16:09Z,-0.4588
933,"['like', 'burhan', 'wani', 'call', 'poor', 'son']",2021-07-06T14:16:39Z,-0.1531
83,"['arbin', 'mishra', 'wahi', 'toh', 'tu', 'business', 'kar', 'debate', 'mat', 'dekh', 'aur', 'comment', 'bhi', 'mat', 'karkyuki', 'bina', 'knowledge', 'ke', 'debate', 'karoge', 'toh', 'block', 'ho', 'jaoge']",2021-07-06T14:24:46Z,-0.4404
